probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.31982682536517176,0.13868380388648038,5062565,1443742,722523,22.644655227661133,16.0
mlp,episode,continuous,future_action_mean,0.3126498164108234,0.13237328169764714,5062565,1443742,722523,21.92725110054016,16.0
ridge,episode,continuous,current_action,0.273133552973762,0.15060621341458358,5062565,1443742,722523,1.409325122833252,
ridge,episode,continuous,future_action_mean,0.2663178448891751,0.1442071117942906,5062565,1443742,722523,0.19013237953186035,
