probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.6129579185206052,0.06383732464036926,3289126,941386,476711,29.67342472076416,66.0
mlp,episode,continuous,future_action_mean,0.6002103505926802,0.06113394307048405,3289126,941386,476711,25.28344225883484,51.0
ridge,episode,continuous,current_action,0.3633873613473127,0.14483420303730665,3289126,941386,476711,0.8619418144226074,
ridge,episode,continuous,future_action_mean,0.33694055642326937,0.14131092835327777,3289126,941386,476711,0.024295330047607422,
