probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.7084065524614129,0.04817382993075013,5062565,1443742,722523,56.21870708465576,75.0
mlp,episode,continuous,future_action_mean,0.6848135725888371,0.045181539877504874,5062565,1443742,722523,81.98657202720642,118.0
ridge,episode,continuous,current_action,0.437982956532279,0.1286347102651523,5062565,1443742,722523,0.9534139633178711,
ridge,episode,continuous,future_action_mean,0.3970892778306698,0.1265561428167108,5062565,1443742,722523,0.036836862564086914,
