probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.2361105494938763,0.15317841800714246,3289126,941386,476711,22.898046016693115,35.0
mlp,episode,continuous,future_action_mean,0.22185808590236272,0.1477232109381978,3289126,941386,476711,10.933735609054565,12.0
ridge,episode,continuous,current_action,0.10690844715110635,0.1802743838679915,3289126,941386,476711,1.0523645877838135,
ridge,episode,continuous,future_action_mean,0.10214965750363256,0.1746899008562979,3289126,941386,476711,0.11486148834228516,
