probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.5605807564423909,0.08765076133227272,2150630,615373,310758,25.623732805252075,86.0
mlp,episode,continuous,future_action_mean,0.5538882009520633,0.08393838014561639,2150630,615373,310758,31.414910554885864,107.0
ridge,episode,continuous,current_action,0.3830830922212707,0.15739312324452528,2150630,615373,310758,1.9618051052093506,
ridge,episode,continuous,future_action_mean,0.3426517856418413,0.15561262997053646,2150630,615373,310758,0.015882015228271484,
