probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.575759468737323,0.06085497487067941,2180590,623933,315038,36.145729064941406,118.0
mlp,episode,continuous,future_action_mean,0.5584122662858563,0.062475100623935145,2180590,623933,315038,24.643819093704224,80.0
ridge,episode,continuous,current_action,0.2924011410445357,0.17507080845020764,2180590,623933,315038,1.335350513458252,
ridge,episode,continuous,future_action_mean,0.26424483387907977,0.171655784087422,2180590,623933,315038,0.016579627990722656,
