probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.6406178052246686,0.06348210124624402,5062565,1443742,722523,50.38837194442749,78.0
mlp,episode,continuous,future_action_mean,0.6100179278440084,0.06009215378291671,5062565,1443742,722523,82.38493514060974,137.0
ridge,episode,continuous,current_action,0.42849757531453064,0.13372159534692346,5062565,1443742,722523,0.9114530086517334,
ridge,episode,continuous,future_action_mean,0.38622119295831453,0.13135806816261303,5062565,1443742,722523,0.03744935989379883,
