probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.6821516974086712,0.058524412789727025,3289126,941386,476711,21.412861108779907,43.0
mlp,episode,continuous,future_action_mean,0.6717197976268874,0.05582921856935284,3289126,941386,476711,27.51353907585144,61.0
ridge,episode,continuous,current_action,0.47163325275659584,0.11950016788580588,3289126,941386,476711,1.1770563125610352,
ridge,episode,continuous,future_action_mean,0.4440238480578071,0.11666940843274728,3289126,941386,476711,0.023857831954956055,
