probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.4630340307814787,0.08084377649234038,5062565,1443742,722523,122.72964406013489,145.0
mlp,episode,continuous,future_action_mean,0.4530574126086798,0.07841504594375129,5062565,1443742,722523,84.26679801940918,100.0
ridge,episode,continuous,current_action,0.31542013935756674,0.13734720976593398,5062565,1443742,722523,0.5700514316558838,
ridge,episode,continuous,future_action_mean,0.30820458922474764,0.1299148123687488,5062565,1443742,722523,0.25833702087402344,
