probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.3201620625543962,0.13772959753739136,2180590,623933,315038,31.747602939605713,84.0
mlp,episode,continuous,future_action_mean,0.3102951722839461,0.13250483336052016,2180590,623933,315038,34.2394323348999,91.0
ridge,episode,continuous,current_action,0.2407246557088031,0.17738411723584877,2180590,623933,315038,1.0052449703216553,
ridge,episode,continuous,future_action_mean,0.23259482552437794,0.17040808784499384,2180590,623933,315038,0.07777595520019531,
