probe_model,split_mode,feature_set,target,mean_r2,mean_mse,n_train,n_test,n_val,train_seconds,epochs
mlp,episode,continuous,current_action,0.551438630837905,0.08267499989718119,2180590,623933,315038,23.331117868423462,74.0
mlp,episode,continuous,future_action_mean,0.5425110004798555,0.07847080229957207,2180590,623933,315038,37.56772041320801,123.0
ridge,episode,continuous,current_action,0.38421562172796403,0.14477401321157604,2180590,623933,315038,1.0200984477996826,
ridge,episode,continuous,future_action_mean,0.34441433417078066,0.14305835049451263,2180590,623933,315038,0.016623735427856445,
