model,checkpoint,source,tsne_x,tsne_y
sharedlam2,030000,robot_3cam,-39.9,8.51
sharedlam2,030000,robot_3cam,19.25,84.86
sharedlam2,030000,robot_3cam,54.41,103.44
sharedlam2,030000,robot_3cam,-16.5,115.56
sharedlam2,030000,robot_3cam,-38.9,83.62
sharedlam2,030000,robot_3cam,-38.98,29.78
sharedlam2,030000,robot_3cam,-34.35,67.98
sharedlam2,030000,robot_3cam,-20.74,83.48
sharedlam2,030000,robot_3cam,7.18,84.83
sharedlam2,030000,robot_3cam,-53.14,66.45
sharedlam2,030000,robot_3cam,-23.88,9.31
sharedlam2,030000,video_2cam,-64.29,-50.29
sharedlam2,030000,video_2cam,-17.61,-94.76
sharedlam2,030000,video_2cam,-15.18,-56.39
sharedlam2,030000,video_2cam,77.12,-79.87
sharedlam2,030000,video_2cam,28.92,-93.66
sharedlam2,030000,video_2cam,38.82,-35.12
sharedlam2,030000,video_2cam,-57.3,-35.11
sharedlam2,030000,video_2cam,23.45,-50.4
sharedlam2,030000,video_2cam,-5.74,-66.88
sharedlam2,030000,video_2cam,24.6,-79.16
sharedlam2,030000,video_2cam,21.59,-108.98
sharedlam2,030000,video_2cam,-115.49,-2.95
sharedlam2,030000,video_2cam,46.91,-77.64
sharedlam2,030000,video_2cam,-96.04,-33.72
sharedlam2,030000,video_2cam,-31.58,-121.45
sharedlam2,030000,video_2cam,46.98,-90.64
sharedlam2,030000,video_2cam,-48.72,-27.35
sharedlam2,030000,video_2cam,-53.77,-22.84
sharedlam2,030000,video_2cam,64.63,-96.24
sharedlam2,030000,video_2cam,-2.15,-23.23
sharedlam2,030000,video_2cam,-22.07,-62.1
sharedlam2,030000,video_2cam,-99.12,-73.24
sharedlam2,030000,video_2cam,-103.24,18.38
sharedlam2,030000,video_2cam,-121.48,-19.72
sharedlam2,030000,video_2cam,-38.4,-50.9
sharedlam2,030000,video_2cam,23.83,-38.85
sharedlam2,030000,video_2cam,41.24,-88.85
sharedlam2,030000,video_2cam,71.2,-56.56
sharedlam2,030000,video_2cam,35.16,-108.5
sharedlam2,030000,video_2cam,-48.53,-13.42
sharedlam2,030000,video_2cam,50.29,-115.6
sharedlam2,030000,video_2cam,-118.6,5.93
sharedlam2,030000,video_2cam,26.49,-116.56
sharedlam2,030000,video_2cam,-21.41,-92.19
sharedlam2,030000,video_2cam,-3.89,-44.58
sharedlam2,030000,video_2cam,43.69,-45.1
sharedlam2,030000,video_2cam,-97.32,8.47
sharedlam2,030000,video_2cam,88.37,-92.69
sharedlam2,030000,video_2cam,-24.04,-83.57
sharedlam2,030000,video_2cam,84.62,-95.22
sharedlam2,030000,video_2cam,-122.89,-22.25
sharedlam2,030000,video_2cam,-79.78,-43.88
sharedlam2,030000,video_2cam,90.16,-91.04
sharedlam2,030000,video_2cam,35.62,-64.92
sharedlam2,030000,video_2cam,92.08,-88.58
sharedlam2,030000,video_2cam,97.65,-64.46
sharedlam2,030000,video_2cam,5.38,-46.51
sharedlam2,030000,video_2cam,-85.81,-86.41
sharedlam2,030000,video_2cam,-4.58,-45.03
sharedlam2,030000,video_2cam,47.2,-77.9
sharedlam2,030000,video_2cam,-56.23,-69.97
sharedlam2,030000,video_2cam,-98.92,16.61
sharedlam2,030000,video_2cam,-72.37,-65.09
sharedlam2,030000,video_2cam,-62.66,-79.73
sharedlam2,030000,video_2cam,1.55,-57.81
sharedlam2,030000,video_2cam,80.97,-73.56
sharedlam2,030000,video_2cam,48.15,-78.45
sharedlam2,030000,video_2cam,-72.12,-15.94
sharedlam2,030000,video_2cam,-110.2,-55.6
sharedlam2,030000,video_2cam,-71.53,-97.2
sharedlam2,030000,video_2cam,-49.56,-12.39
sharedlam2,030000,video_2cam,-73.72,-29.29
sharedlam2,030000,video_2cam,-120.67,2.46
sharedlam2,030000,video_2cam,51.13,-65.46
sharedlam2,030000,video_2cam,-22.93,-22.32
sharedlam2,030000,video_2cam,1.05,-47.69
sharedlam2,030000,video_2cam,27.44,-114.94
sharedlam2,030000,video_2cam,-71.89,-95.19
sharedlam2,030000,video_2cam,10.69,-53.33
sharedlam2,030000,video_2cam,-62.24,1.54
sharedlam2,030000,video_2cam,-106.37,-34.92
sharedlam2,030000,video_2cam,-23.69,-81.54
sharedlam2,030000,video_2cam,-68.92,-85.06
sharedlam2,030000,video_2cam,26.91,-79.99
sharedlam2,030000,video_2cam,98.61,-67.67
sharedlam2,030000,video_2cam,-22.87,-89.0
sharedlam2,030000,video_2cam,23.4,-108.69
sharedlam2,030000,video_2cam,-25.46,-35.76
sharedlam2,030000,video_2cam,-20.98,-62.44
sharedlam2,030000,video_2cam,90.92,82.04
sharedlam2,030000,video_2cam,10.92,-53.79
sharedlam2,030000,video_2cam,-85.74,-5.34
sharedlam2,030000,video_2cam,7.06,-59.56
sharedlam2,030000,video_2cam,22.61,-127.44
sharedlam2,030000,video_2cam,-93.47,-5.51
sharedlam2,030000,video_2cam,-68.33,-69.22
sharedlam2,030000,video_2cam,-26.79,-44.12
sharedlam2,030000,video_2cam,58.11,-60.16
sharedlam2,030000,video_2cam,-95.66,15.5
sharedlam2,030000,video_2cam,-94.14,-5.62
sharedlam2,030000,video_2cam,-88.4,-71.93
sharedlam2,030000,video_2cam,-24.01,-77.16
sharedlam2,030000,video_2cam,-71.68,-96.56
sharedlam2,030000,video_2cam,43.85,-102.99
sharedlam2,030000,video_2cam,48.53,-118.69
sharedlam2,030000,video_2cam,-117.07,7.78
sharedlam2,030000,video_2cam,5.06,-66.07
sharedlam2,030000,video_2cam,-32.82,-112.4
sharedlam2,030000,video_2cam,-72.24,-16.56
sharedlam2,030000,video_2cam,37.45,-105.71
sharedlam2,030000,video_2cam,-36.55,-61.3
sharedlam2,030000,video_2cam,-43.72,-111.04
sharedlam2,030000,video_2cam,48.54,-78.46
sharedlam2,030000,video_2cam,-23.9,-57.32
sharedlam2,030000,video_2cam,-13.14,-79.42
sharedlam2,030000,video_2cam,-20.12,-109.37
sharedlam2,030000,video_2cam,-119.44,4.37
sharedlam2,030000,video_2cam,97.45,-64.17
sharedlam2,030000,video_2cam,46.03,-77.18
sharedlam2,030000,video_2cam,-71.22,-97.63
sharedlam2,030000,video_2cam,77.19,-79.22
sharedlam2,030000,video_2cam,29.4,-72.45
sharedlam2,030000,video_2cam,-94.27,-55.06
sharedlam2,030000,video_2cam,55.38,-78.54
sharedlam2,030000,video_2cam,98.56,-68.2
sharedlam2,030000,video_2cam,-107.28,8.96
sharedlam2,030000,video_2cam,79.8,-59.84
sharedlam2,030000,video_2cam,34.37,-67.72
sharedlam2,030000,video_2cam,-14.27,-60.46
sharedlam2,030000,video_2cam,40.96,-88.81
sharedlam2,030000,video_2cam,-14.2,-96.24
sharedlam2,030000,video_2cam,39.35,-35.31
sharedlam2,030000,video_2cam,-86.97,-87.4
sharedlam2,030000,video_2cam,13.57,-86.82
sharedlam2,030000,video_2cam,35.53,-85.18
sharedlam2,030000,video_2cam,81.83,-97.14
sharedlam2,030000,video_2cam,-22.44,-66.69
sharedlam2,030000,video_2cam,45.15,-68.35
sharedlam2,030000,video_2cam,13.21,-87.28
sharedlam2,030000,video_2cam,-95.67,-74.19
sharedlam2,030000,video_2cam,21.19,-97.91
sharedlam2,030000,video_2cam,-69.31,6.75
sharedlam2,030000,video_2cam,-19.76,-109.21
sharedlam2,030000,video_2cam,82.5,-96.7
sharedlam2,030000,video_2cam,-78.32,5.26
sharedlam2,030000,video_2cam,19.32,-98.88
sharedlam2,030000,video_2cam,77.74,-65.98
sharedlam2,030000,video_2cam,-100.02,-35.78
sharedlam2,030000,video_2cam,-30.1,-122.14
sharedlam2,030000,video_2cam,-57.94,-109.27
sharedlam2,030000,video_2cam,26.68,-55.32
sharedlam2,030000,video_2cam,-62.63,-88.11
sharedlam2,030000,video_2cam,26.57,-46.49
sharedlam2,030000,video_2cam,36.76,-42.27
sharedlam2,030000,video_2cam,49.54,-118.4
sharedlam2,030000,video_2cam,-39.06,-22.66
sharedlam2,030000,video_2cam,79.17,-63.29
sharedlam2,030000,video_2cam,80.68,-72.9
sharedlam2,030000,video_2cam,-36.91,-37.02
sharedlam2,030000,video_2cam,26.99,-44.82
sharedlam2,030000,video_2cam,-71.56,-92.21
sharedlam2,030000,video_2cam,-77.08,-40.2
sharedlam2,030000,video_2cam,40.3,-35.66
sharedlam2,030000,video_2cam,-23.43,-78.81
sharedlam2,030000,video_2cam,79.96,-62.49
sharedlam2,030000,video_2cam,27.99,-113.98
sharedlam2,030000,video_2cam,-28.1,-122.71
sharedlam2,030000,video_2cam,-22.26,-48.0
sharedlam2,030000,video_2cam,-84.38,-48.44
sharedlam2,030000,video_2cam,-21.52,-47.22
sharedlam2,030000,video_2cam,4.81,-40.9
sharedlam2,030000,video_2cam,-93.89,-33.53
sharedlam2,030000,video_2cam,-23.23,-125.13
sharedlam2,030000,video_2cam,-81.88,4.76
sharedlam2,030000,video_2cam,-92.8,-45.49
sharedlam2,030000,video_2cam,-72.13,-14.38
sharedlam2,030000,video_2cam,-6.19,-53.35
sharedlam2,030000,video_2cam,-16.51,-127.0
sharedlam2,030000,video_2cam,89.76,85.86
sharedlam2,030000,video_2cam,-35.46,-41.38
sharedlam2,030000,video_2cam,-16.7,-54.9
sharedlam2,030000,video_2cam,40.11,-88.48
sharedlam2,030000,video_2cam,-69.55,-85.36
sharedlam2,030000,video_2cam,87.39,-92.97
sharedlam2,030000,video_2cam,-65.87,-68.98
sharedlam2,030000,video_2cam,-7.92,-47.44
sharedlam2,030000,video_2cam,-110.11,-56.13
sharedlam2,030000,video_2cam,-18.84,-94.06
sharedlam2,030000,video_2cam,-49.27,-53.85
sharedlam2,030000,video_2cam,25.37,-64.6
sharedlam2,030000,video_2cam,27.14,-73.26
sharedlam2,030000,video_2cam,-6.46,-19.86
sharedlam2,030000,video_2cam,98.67,-70.27
sharedlam2,030000,video_2cam,-110.33,-26.33
sharedlam2,030000,video_2cam,34.65,-84.45
sharedlam2,030000,video_2cam,-107.17,18.57
sharedlam2,030000,video_2cam,-15.91,-55.38
sharedlam2,030000,video_2cam,-4.75,-62.99
sharedlam2,030000,video_2cam,-58.4,-94.9
sharedlam2,030000,video_2cam,-120.16,-16.89
sharedlam2,030000,video_2cam,-22.16,-66.92
sharedlam2,030000,video_2cam,-6.09,-53.03
sharedlam2,030000,video_2cam,57.23,-60.36
sharedlam2,030000,video_2cam,-78.21,-0.51
sharedlam2,030000,video_2cam,-8.18,-103.47
sharedlam2,030000,video_2cam,50.71,-58.12
sharedlam2,030000,video_2cam,18.46,-99.44
sharedlam2,030000,video_2cam,63.97,-97.9
sharedlam2,030000,video_2cam,96.14,-80.87
sharedlam2,030000,video_2cam,98.55,-69.14
sharedlam2,030000,video_2cam,-103.9,-34.96
sharedlam2,030000,video_2cam,-23.93,-59.03
sharedlam2,030000,video_2cam,-7.51,-44.66
sharedlam2,030000,video_2cam,-86.98,-70.85
sharedlam2,030000,video_2cam,12.01,-49.07
sharedlam2,030000,video_2cam,-98.61,16.53
sharedlam2,030000,video_2cam,76.95,-81.27
sharedlam2,030000,video_2cam,-56.58,-22.21
sharedlam2,030000,video_2cam,77.99,-57.39
sharedlam2,030000,video_2cam,22.16,-97.76
sharedlam2,030000,video_2cam,16.82,-61.58
sharedlam2,030000,video_2cam,-6.04,-23.66
sharedlam2,030000,video_2cam,-23.62,-81.18
sharedlam2,030000,video_2cam,-68.1,-73.06
sharedlam2,030000,video_2cam,-61.39,6.39
sharedlam2,030000,video_2cam,11.65,-63.32
sharedlam2,030000,video_2cam,92.04,76.35
sharedlam2,030000,video_2cam,98.79,-70.97
sharedlam2,030000,video_2cam,48.79,-98.12
sharedlam2,030000,video_2cam,-23.58,-87.41
sharedlam2,030000,video_2cam,-81.33,3.56
sharedlam2,030000,video_2cam,-76.5,-39.65
sharedlam2,030000,video_2cam,-80.97,-84.12
sharedlam2,030000,video_2cam,-67.37,-19.75
sharedlam2,030000,video_2cam,-3.45,-23.05
sharedlam2,030000,video_2cam,92.06,-88.75
sharedlam2,030000,video_2cam,29.1,-90.89
sharedlam2,030000,video_2cam,93.99,66.18
sharedlam2,030000,video_2cam,-20.02,-68.05
sharedlam2,030000,video_2cam,-5.55,-52.23
sharedlam2,030000,video_2cam,22.41,-39.39
sharedlam2,030000,video_2cam,-8.13,-103.53
sharedlam2,030000,video_2cam,93.71,68.49
sharedlam2,030000,video_2cam,-69.63,-38.84
sharedlam2,030000,video_2cam,-84.89,-69.75
sharedlam2,030000,video_2cam,16.26,-71.97
sharedlam2,030000,video_2cam,-23.5,-110.88
sharedlam2,030000,video_2cam,17.45,-65.11
sharedlam2,030000,video_2cam,-80.84,-2.09
sharedlam2,030000,video_2cam,-7.63,-39.97
sharedlam2,030000,video_2cam,-41.0,-20.5
sharedlam2,030000,video_2cam,4.97,-65.89
sharedlam2,030000,video_2cam,-61.58,6.98
sharedlam2,030000,video_2cam,-58.76,-93.86
sharedlam2,030000,video_2cam,-53.42,-70.59
sharedlam2,030000,video_2cam,-85.22,-86.17
sharedlam2,030000,video_2cam,46.66,-90.79
sharedlam2,030000,video_2cam,-12.73,-37.73
sharedlam2,030000,video_2cam,-115.45,-2.48
sharedlam2,030000,video_2cam,-66.75,-23.59
sharedlam2,030000,video_2cam,20.47,-64.63
sharedlam2,030000,video_2cam,51.09,-77.9
sharedlam2,030000,video_2cam,-52.24,-108.8
sharedlam2,030000,video_2cam,-39.06,-115.76
sharedlam2,030000,video_2cam,-66.72,-23.54
sharedlam2,030000,video_2cam,-119.76,3.85
sharedlam2,030000,video_2cam,-100.74,-49.66
sharedlam2,030000,video_2cam,5.86,-58.17
sharedlam2,030000,video_2cam,-2.86,-37.15
sharedlam2,030000,video_2cam,-84.71,-69.15
sharedlam2,030000,video_2cam,-80.53,-44.66
sharedlam2,030000,video_2cam,-101.64,-35.53
sharedlam2,030000,video_2cam,-11.17,-33.6
sharedlam2,030000,video_2cam,46.21,-98.78
sharedlam2,030000,video_2cam,-92.71,-74.41
sharedlam2,030000,video_2cam,43.05,-99.57
sharedlam2,030000,video_2cam,-15.23,-29.33
sharedlam2,030000,video_2cam,-77.07,-6.89
sharedlam2,030000,video_2cam,46.65,-90.91
sharedlam2,030000,video_2cam,-86.3,-86.69
sharedlam2,030000,video_2cam,66.54,-58.29
sharedlam2,030000,video_2cam,-52.43,-42.31
sharedlam2,030000,video_2cam,-116.26,-4.02
sharedlam2,030000,video_2cam,16.07,-65.1
sharedlam2,030000,video_2cam,10.78,-96.34
sharedlam2,030000,video_2cam,35.82,-85.34
sharedlam2,030000,video_2cam,93.23,71.02
sharedlam2,030000,video_2cam,48.11,-118.61
sharedlam2,030000,video_2cam,27.95,-72.98
sharedlam2,030000,video_2cam,-19.17,-108.84
sharedlam2,030000,video_2cam,-28.79,-111.75
sharedlam2,030000,video_2cam,-5.59,-19.52
sharedlam2,030000,video_2cam,63.28,-58.91
sharedlam2,030000,video_2cam,-5.27,-65.23
sharedlam2,030000,video_2cam,-52.68,-42.48
sharedlam2,030000,video_2cam,47.57,-47.09
sharedlam2,030000,video_2cam,-95.51,8.17
sharedlam2,030000,video_2cam,-35.57,-64.07
sharedlam2,030000,video_2cam,-95.38,15.27
sharedlam2,030000,video_2cam,42.23,-44.53
sharedlam2,030000,video_2cam,-51.15,-11.43
sharedlam2,030000,video_2cam,-51.69,-113.09
sharedlam2,030000,video_2cam,-84.04,-85.3
sharedlam2,030000,video_2cam,-108.2,-27.78
sharedlam2,030000,video_2cam,-8.17,-57.1
sharedlam2,030000,video_2cam,46.77,-77.54
sharedlam2,030000,video_2cam,60.07,-64.0
sharedlam2,030000,video_2cam,-71.65,-96.7
sharedlam2,030000,video_2cam,53.27,-54.01
sharedlam2,030000,video_2cam,-26.0,-30.66
sharedlam2,030000,video_2cam,29.02,-94.0
sharedlam2,030000,video_2cam,-73.19,-31.92
sharedlam2,030000,video_2cam,48.51,-47.71
sharedlam2,030000,video_2cam,-5.36,-52.3
sharedlam2,030000,video_2cam,-66.72,-23.5
sharedlam2,030000,video_2cam,-25.93,-75.59
sharedlam2,030000,video_2cam,-49.15,-48.81
sharedlam2,030000,video_2cam,31.14,-71.48
sharedlam2,030000,video_2cam,-27.99,-29.74
sharedlam2,030000,video_2cam,-16.98,-106.05
sharedlam2,030000,video_2cam,-8.65,-52.89
sharedlam2,030000,video_2cam,-107.31,-57.95
sharedlam2,030000,video_2cam,-84.88,-48.85
sharedlam2,030000,video_2cam,-110.22,19.11
sharedlam2,030000,video_2cam,-35.73,-39.88
sharedlam2,030000,video_2cam,-37.25,-36.38
sharedlam2,030000,video_2cam,18.49,-89.92
sharedlam2,030000,video_2cam,-23.62,-110.93
sharedlam2,030000,video_2cam,43.29,-44.94
sharedlam2,030000,video_2cam,5.71,-46.23
sharedlam2,030000,video_2cam,34.08,-68.56
sharedlam2,030000,video_2cam,39.42,-75.9
sharedlam2,030000,video_2cam,-51.38,-11.31
sharedlam2,030000,video_2cam,-30.78,-52.23
sharedlam2,030000,video_2cam,-60.84,-38.03
sharedlam2,030000,video_2cam,-40.04,-21.35
sharedlam2,030000,video_2cam,-119.56,-9.92
sharedlam2,030000,video_2cam,3.93,-39.97
sharedlam2,030000,video_2cam,75.21,-83.73
sharedlam2,030000,video_2cam,-68.71,-84.99
sharedlam2,030000,video_2cam,25.61,-125.05
sharedlam2,030000,video_2cam,1.89,-58.63
sharedlam2,030000,video_2cam,95.7,-82.14
sharedlam2,030000,video_2cam,-98.33,-58.04
sharedlam2,030000,video_2cam,24.45,-73.59
sharedlam2,030000,video_2cam,39.78,-35.48
sharedlam2,030000,video_2cam,-101.05,-35.9
sharedlam2,030000,video_2cam,-10.07,-43.14
sharedlam2,030000,video_2cam,-23.8,-86.72
sharedlam2,030000,video_2cam,-77.01,-8.63
sharedlam2,030000,video_2cam,-35.8,-63.62
sharedlam2,030000,video_2cam,36.35,-43.2
sharedlam2,030000,video_2cam,-23.98,-83.09
sharedlam2,030000,video_2cam,-27.44,-46.72
sharedlam2,030000,video_2cam,46.43,-90.36
sharedlam2,030000,video_2cam,90.03,86.22
sharedlam2,030000,video_2cam,13.52,-42.18
sharedlam2,030000,video_2cam,-119.57,4.15
sharedlam2,030000,video_2cam,-54.39,-109.38
sharedlam2,030000,video_2cam,-87.35,-87.81
sharedlam2,030000,video_2cam,-4.62,-62.44
sharedlam2,030000,video_2cam,14.21,-93.04
sharedlam2,030000,video_2cam,47.57,-47.01
sharedlam2,030000,video_2cam,77.73,-56.87
sharedlam2,030000,video_2cam,-45.35,-15.73
sharedlam2,030000,video_2cam,-67.39,-64.4
sharedlam2,030000,video_2cam,43.38,-99.49
sharedlam2,030000,video_2cam,-116.22,8.32
sharedlam2,030000,video_2cam,-34.2,-71.57
sharedlam2,030000,video_2cam,-26.59,-43.45
sharedlam2,030000,video_2cam,38.9,-44.13
sharedlam2,030000,video_2cam,-61.5,6.61
sharedlam2,030000,video_2cam,61.59,-47.76
sharedlam2,030000,video_2cam,-94.48,-74.57
sharedlam2,030000,video_2cam,82.93,-96.45
sharedlam2,030000,video_2cam,25.79,-108.1
sharedlam2,030000,video_2cam,21.79,-108.91
sharedlam2,030000,video_2cam,27.97,-97.13
sharedlam2,030000,video_2cam,65.88,-58.44
sharedlam2,030000,video_2cam,-93.17,15.69
sharedlam2,030000,video_2cam,77.73,-76.9
sharedlam2,030000,video_2cam,53.37,-53.34
sharedlam2,030000,video_2cam,-9.54,-21.5
sharedlam2,030000,video_2cam,0.79,-51.06
sharedlam2,030000,video_2cam,44.63,-103.25
sharedlam2,030000,video_2cam,-8.04,-29.55
sharedlam2,030000,video_2cam,1.7,-57.99
sharedlam2,030000,video_2cam,24.9,-98.04
sharedlam2,030000,video_2cam,29.6,-112.84
sharedlam2,030000,video_2cam,98.07,-65.23
sharedlam2,030000,video_2cam,-23.88,-111.02
sharedlam2,030000,video_2cam,22.29,-64.88
sharedlam2,030000,video_2cam,-55.59,-101.02
sharedlam2,030000,video_2cam,82.1,-96.97
sharedlam2,030000,video_2cam,3.11,-64.67
sharedlam2,030000,video_2cam,21.56,-73.46
sharedlam2,030000,video_2cam,-65.75,-68.27
sharedlam2,030000,video_2cam,-8.28,-103.22
sharedlam2,030000,video_2cam,98.51,-67.59
sharedlam2,030000,video_2cam,-102.73,-71.04
sharedlam2,030000,video_2cam,-125.77,-25.95
sharedlam2,030000,video_2cam,27.76,-114.39
sharedlam2,030000,video_2cam,4.25,-47.85
sharedlam2,030000,video_2cam,-56.25,-77.67
sharedlam2,030000,video_2cam,-4.67,-45.15
sharedlam2,030000,video_2cam,-52.09,-108.93
sharedlam2,030000,video_2cam,-67.53,-19.78
sharedlam2,030000,video_2cam,-70.08,-86.43
sharedlam2,030000,video_2cam,5.19,-66.01
sharedlam2,030000,video_2cam,80.15,-60.41
sharedlam2,030000,video_2cam,-96.9,-45.06
sharedlam2,030000,video_2cam,-24.05,-36.86
sharedlam2,030000,video_2cam,-29.62,-37.16
sharedlam2,030000,video_2cam,-82.6,-4.09
sharedlam2,030000,video_2cam,37.02,-106.26
sharedlam2,030000,video_2cam,61.93,-59.16
sharedlam2,030000,video_2cam,-61.66,-5.33
sharedlam2,030000,video_2cam,34.1,-74.42
sharedlam2,030000,video_2cam,21.54,-40.52
sharedlam2,030000,video_2cam,-27.24,-45.52
sharedlam2,030000,video_2cam,-23.73,-77.69
sharedlam2,030000,video_2cam,69.46,-57.69
sharedlam2,030000,video_2cam,-110.95,19.17
sharedlam2,030000,video_2cam,35.18,-34.02
sharedlam2,030000,video_2cam,-121.34,-19.49
sharedlam2,030000,video_2cam,32.65,-125.43
sharedlam2,030000,video_2cam,-87.35,-87.81
sharedlam2,030000,video_2cam,32.71,-83.04
sharedlam2,030000,video_2cam,76.61,-70.41
sharedlam2,030000,video_2cam,-8.5,-59.4
sharedlam2,030000,video_2cam,-70.83,-89.57
sharedlam2,030000,video_2cam,49.1,-97.91
sharedlam2,030000,video_2cam,-26.38,-42.39
sharedlam2,030000,video_2cam,-123.24,-22.6
sharedlam2,030000,video_2cam,-68.36,-84.83
sharedlam2,030000,video_2cam,-19.42,-109.02
sharedlam2,030000,video_2cam,-57.28,-97.57
sharedlam2,030000,video_2cam,-55.28,-31.49
sharedlam2,030000,video_2cam,31.66,-40.14
sharedlam2,030000,video_2cam,-92.08,-33.06
sharedlam2,030000,video_2cam,-34.88,-112.75
sharedlam2,030000,video_2cam,12.9,-61.44
sharedlam2,030000,video_2cam,-67.73,-67.78
sharedlam2,030000,video_2cam,-62.92,-11.4
sharedlam2,030000,video_2cam,15.68,-61.3
sharedlam2,030000,video_2cam,49.6,-118.18
sharedlam2,030000,video_2cam,-116.82,-4.62
sharedlam2,030000,video_2cam,-101.58,-36.01
sharedlam2,030000,video_2cam,-85.14,-5.24
sharedlam2,030000,video_2cam,-22.94,-65.78
sharedlam2,030000,video_2cam,-19.0,-42.92
sharedlam2,030000,video_2cam,17.41,-65.12
sharedlam2,030000,video_2cam,-24.07,-84.88
sharedlam2,030000,video_2cam,-57.74,-36.0
sharedlam2,030000,video_2cam,-10.96,-33.67
sharedlam2,030000,video_2cam,-67.76,5.48
sharedlam2,030000,video_2cam,-121.02,1.7
sharedlam2,030000,video_2cam,-66.75,-53.91
sharedlam2,030000,video_2cam,-107.27,-28.62
sharedlam2,030000,video_2cam,-83.26,-47.31
sharedlam2,030000,video_2cam,15.72,-71.89
sharedlam2,030000,video_2cam,13.23,-61.3
sharedlam2,030000,video_2cam,-54.2,-69.07
sharedlam2,030000,video_2cam,-56.23,-100.25
sharedlam2,030000,video_2cam,-24.41,-76.72
sharedlam2,030000,video_2cam,41.67,-56.8
sharedlam2,030000,video_2cam,-26.69,-49.22
sharedlam2,030000,video_2cam,23.06,-49.99
sharedlam2,030000,video_2cam,-16.42,-62.75
sharedlam2,030000,video_2cam,-82.94,-84.81
sharedlam2,030000,video_2cam,-118.6,5.82
sharedlam2,030000,video_2cam,-67.06,-64.48
sharedlam2,030000,video_2cam,-21.06,-92.59
sharedlam2,030000,video_2cam,-18.48,-108.18
sharedlam2,030000,video_2cam,-22.05,-91.16
sharedlam2,030000,video_2cam,-119.51,-11.44
sharedlam2,030000,video_2cam,-61.95,-6.44
sharedlam2,030000,video_2cam,-55.34,-70.3
sharedlam2,030000,video_2cam,-94.01,-5.63
sharedlam2,030000,video_2cam,-2.08,-25.29
sharedlam2,030000,video_2cam,76.95,-70.56
sharedlam2,030000,video_2cam,-120.64,-18.04
sharedlam2,030000,video_2cam,-17.28,-20.68
sharedlam2,030000,video_2cam,-10.85,-83.6
sharedlam2,030000,video_2cam,-10.33,-85.72
sharedlam2,030000,video_2cam,14.15,-64.31
sharedlam2,030000,video_2cam,-30.34,-111.94
sharedlam2,030000,video_2cam,-52.58,-42.82
sharedlam2,030000,video_2cam,-54.31,-25.67
sharedlam2,030000,video_2cam,-36.16,-38.8
sharedlam2,030000,video_2cam,59.53,-79.81
sharedlam2,030000,video_2cam,24.36,-79.13
sharedlam2,030000,video_2cam,-68.93,6.33
sharedlam2,030000,video_2cam,81.28,-97.54
sharedlam2,030000,video_2cam,-88.48,-50.71
sharedlam2,030000,video_2cam,-61.53,-80.65
sharedlam2,030000,video_2cam,-62.61,-11.21
sharedlam2,030000,video_2cam,20.46,-128.98
sharedlam2,030000,video_2cam,-62.06,-10.21
sharedlam2,030000,video_2cam,78.14,-99.64
sharedlam2,030000,video_2cam,-30.02,-52.38
sharedlam2,030000,video_2cam,-68.86,-23.18
sharedlam2,030000,video_2cam,10.23,-39.17
sharedlam2,030000,video_2cam,-124.51,-24.57
sharedlam2,030000,video_2cam,-67.17,5.01
sharedlam2,030000,video_2cam,-44.91,-16.22
sharedlam2,030000,video_2cam,39.9,-103.58
sharedlam2,030000,video_2cam,-14.61,-96.02
sharedlam2,030000,video_2cam,-16.25,-19.62
sharedlam2,030000,video_2cam,-46.98,-53.87
sharedlam2,030000,video_2cam,-84.22,-67.28
sharedlam2,030000,video_2cam,-23.41,-79.25
sharedlam2,030000,video_2cam,-78.54,-42.42
sharedlam2,030000,video_2cam,-53.45,-21.71
sharedlam2,030000,video_2cam,-8.59,-59.23
sharedlam2,030000,video_2cam,-84.04,-66.67
sharedlam2,030000,video_2cam,-34.08,-119.8
sharedlam2,030000,video_2cam,20.24,-61.95
sharedlam2,030000,video_2cam,-37.96,-73.8
sharedlam2,030000,video_2cam,-112.64,19.06
sharedlam2,030000,video_2cam,-26.72,-43.9
sharedlam2,030000,video_2cam,-7.7,-56.11
sharedlam2,030000,video_2cam,-22.65,-48.33
sharedlam2,030000,video_2cam,-5.63,-52.58
sharedlam2,030000,video_2cam,26.92,-98.13
sharedlam2,030000,video_2cam,-93.01,-45.56
sharedlam2,030000,video_2cam,-19.84,-44.36
sharedlam2,030000,video_2cam,-54.7,-70.15
sharedlam2,030000,video_2cam,-80.02,-83.89
sharedlam2,030000,video_2cam,94.92,-84.14
sharedlam2,030000,video_2cam,51.42,-49.94
sharedlam2,030000,video_2cam,58.9,-45.89
sharedlam2,030000,video_2cam,-78.32,-0.01
sharedlam2,030000,video_2cam,-55.5,-101.1
sharedlam2,030000,video_2cam,-82.44,-46.58
sharedlam2,030000,video_2cam,-22.37,-90.44
sharedlam2,030000,video_2cam,-68.23,5.87
sharedlam2,030000,video_2cam,-49.06,-54.36
sharedlam2,030000,video_2cam,-59.24,-51.17
sharedlam2,030000,video_2cam,-53.79,-103.6
sharedlam2,030000,video_2cam,-9.79,-100.08
sharedlam2,030000,video_2cam,-51.44,-11.46
sharedlam2,030000,video_2cam,-67.05,-84.57
sharedlam2,030000,video_2cam,-109.55,19.01
sharedlam2,030000,video_2cam,-96.19,-7.68
sharedlam2,030000,video_2cam,-72.91,-66.38
