model,checkpoint,view,source,tsne_x,tsne_y
sharedlam2,030000,motion,video_2cam,21.43,5.86
sharedlam2,030000,motion,video_2cam,-41.16,22.84
sharedlam2,030000,motion,video_2cam,-8.12,41.2
sharedlam2,030000,motion,video_2cam,59.14,5.93
sharedlam2,030000,motion,video_2cam,27.29,-4.18
sharedlam2,030000,motion,video_2cam,31.07,49.35
sharedlam2,030000,motion,video_2cam,-66.4,17.41
sharedlam2,030000,motion,video_2cam,24.39,21.92
sharedlam2,030000,motion,video_2cam,3.48,-29.71
sharedlam2,030000,motion,video_2cam,-53.26,-0.49
sharedlam2,030000,motion,video_2cam,28.3,42.9
sharedlam2,030000,motion,video_2cam,-34.01,-38.58
sharedlam2,030000,motion,video_2cam,17.63,-20.28
sharedlam2,030000,motion,video_2cam,20.47,5.04
sharedlam2,030000,motion,video_2cam,-69.66,14.35
sharedlam2,030000,motion,video_2cam,63.38,8.8
sharedlam2,030000,motion,video_2cam,-68.56,21.52
sharedlam2,030000,motion,video_2cam,19.49,6.9
sharedlam2,030000,motion,video_2cam,-10.15,58.85
sharedlam2,030000,motion,video_2cam,2.03,13.84
sharedlam2,030000,motion,video_2cam,58.93,7.82
sharedlam2,030000,motion,video_2cam,-38.55,50.63
sharedlam2,030000,motion,video_2cam,-67.29,11.92
sharedlam2,030000,motion,video_2cam,21.9,5.87
sharedlam2,030000,motion,video_2cam,-31.71,48.6
sharedlam2,030000,motion,video_2cam,-24.55,35.64
sharedlam2,030000,motion,video_2cam,-36.09,-32.93
sharedlam2,030000,motion,video_2cam,28.97,28.51
sharedlam2,030000,motion,video_2cam,50.56,14.49
sharedlam2,030000,motion,video_2cam,1.13,-51.1
sharedlam2,030000,motion,video_2cam,27.17,43.25
sharedlam2,030000,motion,video_2cam,62.9,5.82
sharedlam2,030000,motion,video_2cam,23.33,52.21
sharedlam2,030000,motion,video_2cam,-23.07,23.51
sharedlam2,030000,motion,video_2cam,-33.34,-47.53
sharedlam2,030000,motion,video_2cam,33.18,33.46
sharedlam2,030000,motion,video_2cam,-39.2,38.05
sharedlam2,030000,motion,video_2cam,-35.69,-46.94
sharedlam2,030000,motion,video_2cam,-35.39,20.22
sharedlam2,030000,motion,video_2cam,57.9,6.68
sharedlam2,030000,motion,video_2cam,-13.76,9.99
sharedlam2,030000,motion,video_2cam,-21.53,22.09
sharedlam2,030000,motion,video_2cam,26.65,-2.08
sharedlam2,030000,motion,video_2cam,-43.31,28.24
sharedlam2,030000,motion,video_2cam,-70.34,15.46
sharedlam2,030000,motion,video_2cam,54.76,20.31
sharedlam2,030000,motion,video_2cam,0.88,26.95
sharedlam2,030000,motion,video_2cam,51.48,14.38
sharedlam2,030000,motion,video_2cam,24.9,-1.65
sharedlam2,030000,motion,video_2cam,26.87,42.1
sharedlam2,030000,motion,video_2cam,27.92,48.9
sharedlam2,030000,motion,video_2cam,6.96,28.98
sharedlam2,030000,motion,video_2cam,-60.62,21.68
sharedlam2,030000,motion,video_2cam,-59.24,20.84
sharedlam2,030000,motion,video_2cam,51.45,-9.54
sharedlam2,030000,motion,video_2cam,-22.57,-47.77
sharedlam2,030000,motion,video_2cam,45.1,11.85
sharedlam2,030000,motion,video_2cam,-23.6,31.96
sharedlam2,030000,motion,video_2cam,17.78,19.0
sharedlam2,030000,motion,video_2cam,-12.59,11.22
sharedlam2,030000,motion,video_2cam,25.52,19.3
sharedlam2,030000,motion,video_2cam,-40.56,-29.33
sharedlam2,030000,motion,video_2cam,15.98,56.44
sharedlam2,030000,motion,video_2cam,-59.06,12.93
sharedlam2,030000,motion,video_2cam,56.92,-8.59
sharedlam2,030000,motion,video_2cam,64.98,26.05
sharedlam2,030000,motion,video_2cam,-6.03,10.54
sharedlam2,030000,motion,video_2cam,8.81,8.56
sharedlam2,030000,motion,video_2cam,-5.55,10.42
sharedlam2,030000,motion,video_2cam,12.43,34.25
sharedlam2,030000,motion,video_2cam,17.57,48.76
sharedlam2,030000,motion,video_2cam,4.62,28.64
sharedlam2,030000,motion,video_2cam,9.57,22.2
sharedlam2,030000,motion,video_2cam,-38.37,3.7
sharedlam2,030000,motion,video_2cam,8.9,9.32
sharedlam2,030000,motion,video_2cam,-7.69,48.15
sharedlam2,030000,motion,video_2cam,21.57,19.63
sharedlam2,030000,motion,video_2cam,18.37,4.16
sharedlam2,030000,motion,video_2cam,60.42,17.74
sharedlam2,030000,motion,video_2cam,-59.63,20.28
sharedlam2,030000,motion,video_2cam,-67.5,16.94
sharedlam2,030000,motion,video_2cam,62.26,8.54
sharedlam2,030000,motion,video_2cam,-65.49,19.72
sharedlam2,030000,motion,video_2cam,-42.48,-6.56
sharedlam2,030000,motion,video_2cam,-27.55,31.01
sharedlam2,030000,motion,video_2cam,-59.58,15.43
sharedlam2,030000,motion,video_2cam,-28.71,-45.79
sharedlam2,030000,motion,video_2cam,34.26,33.44
sharedlam2,030000,motion,video_2cam,-37.94,-21.78
sharedlam2,030000,motion,video_2cam,29.93,44.48
sharedlam2,030000,motion,video_2cam,-47.19,-17.53
sharedlam2,030000,motion,video_2cam,11.21,19.76
sharedlam2,030000,motion,video_2cam,-45.37,29.85
sharedlam2,030000,motion,video_2cam,5.74,9.15
sharedlam2,030000,motion,video_2cam,-1.24,40.39
sharedlam2,030000,motion,video_2cam,46.09,-1.08
sharedlam2,030000,motion,video_2cam,-16.46,31.24
sharedlam2,030000,motion,video_2cam,-26.14,15.35
sharedlam2,030000,motion,video_2cam,16.27,-8.03
sharedlam2,030000,motion,video_2cam,-49.88,32.2
sharedlam2,030000,motion,video_2cam,-17.17,54.1
sharedlam2,030000,motion,video_2cam,26.06,29.78
sharedlam2,030000,motion,video_2cam,34.77,7.8
sharedlam2,030000,motion,video_2cam,49.9,9.0
sharedlam2,030000,motion,video_2cam,-37.87,48.71
sharedlam2,030000,motion,video_2cam,25.52,30.85
sharedlam2,030000,motion,video_2cam,47.43,1.08
sharedlam2,030000,motion,video_2cam,-3.47,63.14
sharedlam2,030000,motion,video_2cam,9.32,7.42
sharedlam2,030000,motion,video_2cam,10.88,35.73
sharedlam2,030000,motion,video_2cam,-27.81,31.76
sharedlam2,030000,motion,video_2cam,-40.57,-6.61
sharedlam2,030000,motion,video_2cam,37.22,50.34
sharedlam2,030000,motion,video_2cam,21.91,-13.32
sharedlam2,030000,motion,video_2cam,-2.13,51.69
sharedlam2,030000,motion,video_2cam,7.96,-36.8
sharedlam2,030000,motion,video_2cam,-31.02,48.48
sharedlam2,030000,motion,video_2cam,51.41,14.75
sharedlam2,030000,motion,video_2cam,-42.74,24.8
sharedlam2,030000,motion,video_2cam,3.77,-30.17
sharedlam2,030000,motion,video_2cam,22.24,46.0
sharedlam2,030000,motion,video_2cam,14.3,14.75
sharedlam2,030000,motion,video_2cam,-32.64,-50.41
sharedlam2,030000,motion,video_2cam,24.5,2.48
sharedlam2,030000,motion,video_2cam,-35.84,-39.78
sharedlam2,030000,motion,video_2cam,-26.95,-51.71
sharedlam2,030000,motion,video_2cam,1.5,14.15
sharedlam2,030000,motion,video_2cam,-35.61,-49.46
sharedlam2,030000,motion,video_2cam,-5.05,4.61
sharedlam2,030000,motion,video_2cam,-3.84,37.9
sharedlam2,030000,motion,video_2cam,20.89,0.04
sharedlam2,030000,motion,video_2cam,41.89,37.28
sharedlam2,030000,motion,video_2cam,16.15,51.83
sharedlam2,030000,motion,video_2cam,17.65,-6.56
sharedlam2,030000,motion,video_2cam,-32.28,-49.39
sharedlam2,030000,motion,video_2cam,-22.58,22.68
sharedlam2,030000,motion,video_2cam,-38.04,2.01
sharedlam2,030000,motion,video_2cam,62.51,5.67
sharedlam2,030000,motion,video_2cam,-10.62,65.43
sharedlam2,030000,motion,video_2cam,29.51,28.54
sharedlam2,030000,motion,video_2cam,39.15,-6.93
sharedlam2,030000,motion,video_2cam,29.55,-5.82
sharedlam2,030000,motion,video_2cam,-58.6,-32.33
sharedlam2,030000,motion,video_2cam,7.64,11.68
sharedlam2,030000,motion,video_2cam,-5.01,45.96
sharedlam2,030000,motion,video_2cam,42.01,38.26
sharedlam2,030000,motion,video_2cam,-50.08,24.43
sharedlam2,030000,motion,video_2cam,23.44,9.72
sharedlam2,030000,motion,video_2cam,-21.57,17.59
sharedlam2,030000,motion,video_2cam,38.98,45.0
sharedlam2,030000,motion,video_2cam,58.52,2.49
sharedlam2,030000,motion,video_2cam,-5.17,49.76
sharedlam2,030000,motion,video_2cam,-27.84,30.69
sharedlam2,030000,motion,video_2cam,-40.1,47.91
sharedlam2,030000,motion,video_2cam,4.26,-35.31
sharedlam2,030000,motion,video_2cam,-37.86,1.79
sharedlam2,030000,motion,video_2cam,-7.24,34.98
sharedlam2,030000,motion,video_2cam,-26.03,21.43
sharedlam2,030000,motion,video_2cam,24.15,23.08
sharedlam2,030000,motion,video_2cam,-9.28,50.72
sharedlam2,030000,motion,video_2cam,1.77,11.46
sharedlam2,030000,motion,video_2cam,-45.02,13.4
sharedlam2,030000,motion,video_2cam,54.45,22.14
sharedlam2,030000,motion,video_2cam,-38.74,-32.22
sharedlam2,030000,motion,video_2cam,63.45,24.41
sharedlam2,030000,motion,video_2cam,52.99,22.52
sharedlam2,030000,motion,video_2cam,70.46,21.06
sharedlam2,030000,motion,video_2cam,9.56,5.54
sharedlam2,030000,motion,video_2cam,-21.48,25.72
sharedlam2,030000,motion,video_2cam,-20.14,-7.54
sharedlam2,030000,motion,video_2cam,-13.9,46.61
sharedlam2,030000,motion,video_2cam,28.12,-2.84
sharedlam2,030000,motion,video_2cam,3.18,-33.39
sharedlam2,030000,motion,video_2cam,36.69,10.08
sharedlam2,030000,motion,video_2cam,27.07,9.89
sharedlam2,030000,motion,video_2cam,25.82,-2.56
sharedlam2,030000,motion,video_2cam,-31.56,-19.92
sharedlam2,030000,motion,video_2cam,-62.98,1.62
sharedlam2,030000,motion,video_2cam,-14.06,30.49
sharedlam2,030000,motion,video_2cam,14.63,-17.16
sharedlam2,030000,motion,video_2cam,-45.06,17.91
sharedlam2,030000,motion,video_2cam,-16.93,8.91
sharedlam2,030000,motion,video_2cam,-5.16,49.6
sharedlam2,030000,motion,video_2cam,2.24,12.5
sharedlam2,030000,motion,video_2cam,50.81,18.5
sharedlam2,030000,motion,video_2cam,-60.65,22.74
sharedlam2,030000,motion,video_2cam,-13.85,55.13
sharedlam2,030000,motion,video_2cam,21.06,-23.25
sharedlam2,030000,motion,video_2cam,-64.48,21.9
sharedlam2,030000,motion,video_2cam,44.74,43.4
sharedlam2,030000,motion,video_2cam,-8.67,63.73
sharedlam2,030000,motion,video_2cam,25.27,32.6
sharedlam2,030000,motion,video_2cam,-8.01,39.74
sharedlam2,030000,motion,video_2cam,36.63,50.85
sharedlam2,030000,motion,video_2cam,-7.22,10.34
sharedlam2,030000,motion,video_2cam,-21.36,53.55
sharedlam2,030000,motion,video_2cam,12.24,20.77
sharedlam2,030000,motion,video_2cam,-7.57,6.24
sharedlam2,030000,motion,video_2cam,-50.18,25.14
sharedlam2,030000,motion,video_2cam,-11.64,10.86
sharedlam2,030000,motion,video_2cam,4.87,-15.41
sharedlam2,030000,motion,video_2cam,28.56,1.61
sharedlam2,030000,motion,video_2cam,-31.21,-20.28
sharedlam2,030000,motion,video_2cam,24.44,54.81
sharedlam2,030000,motion,video_2cam,-27.02,-21.56
sharedlam2,030000,motion,video_2cam,4.15,54.84
sharedlam2,030000,motion,video_2cam,-47.76,21.32
sharedlam2,030000,motion,video_2cam,60.03,23.07
sharedlam2,030000,motion,video_2cam,-66.74,20.65
sharedlam2,030000,motion,video_2cam,-50.21,0.19
sharedlam2,030000,motion,video_2cam,-6.61,10.34
sharedlam2,030000,motion,video_2cam,-45.74,12.44
sharedlam2,030000,motion,video_2cam,-35.31,-22.21
sharedlam2,030000,motion,video_2cam,25.49,48.92
sharedlam2,030000,motion,video_2cam,27.19,-3.07
sharedlam2,030000,motion,video_2cam,18.49,54.17
sharedlam2,030000,motion,video_2cam,-38.14,1.72
sharedlam2,030000,motion,video_2cam,-44.38,13.04
sharedlam2,030000,motion,video_2cam,64.06,-3.71
sharedlam2,030000,motion,video_2cam,-45.52,19.15
sharedlam2,030000,motion,video_2cam,1.15,11.45
sharedlam2,030000,motion,video_2cam,-35.68,-37.54
sharedlam2,030000,motion,video_2cam,51.51,20.49
sharedlam2,030000,motion,video_2cam,33.66,40.91
sharedlam2,030000,motion,video_2cam,66.45,24.21
sharedlam2,030000,motion,video_2cam,-49.96,33.65
sharedlam2,030000,motion,video_2cam,37.08,-8.35
sharedlam2,030000,motion,video_2cam,61.48,-19.11
sharedlam2,030000,motion,video_2cam,53.49,3.43
sharedlam2,030000,motion,video_2cam,40.33,41.5
sharedlam2,030000,motion,video_2cam,-52.5,16.59
sharedlam2,030000,motion,video_2cam,18.11,20.03
sharedlam2,030000,motion,video_2cam,21.31,-12.48
sharedlam2,030000,motion,video_2cam,-20.04,55.61
sharedlam2,030000,motion,video_2cam,-39.08,-28.48
sharedlam2,030000,motion,video_2cam,-4.5,4.67
sharedlam2,030000,motion,video_2cam,17.54,20.15
sharedlam2,030000,motion,video_2cam,-17.03,-7.54
sharedlam2,030000,motion,video_2cam,25.35,0.08
sharedlam2,030000,motion,video_2cam,68.15,-3.4
sharedlam2,030000,motion,video_2cam,42.78,38.07
sharedlam2,030000,motion,video_2cam,8.24,-34.15
sharedlam2,030000,motion,video_2cam,25.42,3.17
sharedlam2,030000,motion,video_2cam,67.08,28.42
sharedlam2,030000,motion,video_2cam,-31.12,17.46
sharedlam2,030000,motion,video_2cam,-3.41,-5.06
sharedlam2,030000,motion,video_2cam,3.87,51.26
sharedlam2,030000,motion,video_2cam,-22.76,12.28
sharedlam2,030000,motion,video_2cam,65.71,24.12
sharedlam2,030000,motion,video_2cam,31.27,-6.31
sharedlam2,030000,motion,video_2cam,-10.33,8.47
sharedlam2,030000,motion,video_2cam,70.53,21.29
sharedlam2,030000,motion,video_2cam,48.57,-7.42
sharedlam2,030000,motion,video_2cam,-31.34,-20.66
sharedlam2,030000,motion,video_2cam,-15.38,30.51
sharedlam2,030000,motion,video_2cam,19.04,2.04
sharedlam2,030000,motion,video_2cam,5.24,8.19
sharedlam2,030000,motion,video_2cam,39.2,-7.39
sharedlam2,030000,motion,video_2cam,5.13,5.0
sharedlam2,030000,motion,video_2cam,18.52,5.26
sharedlam2,030000,motion,video_2cam,30.23,36.44
sharedlam2,030000,motion,video_2cam,-27.31,-50.07
sharedlam2,030000,motion,video_2cam,63.8,-6.04
sharedlam2,030000,motion,video_2cam,15.34,56.62
sharedlam2,030000,motion,video_2cam,33.97,50.27
sharedlam2,030000,motion,video_2cam,-44.06,-17.36
sharedlam2,030000,motion,video_2cam,4.44,8.44
sharedlam2,030000,motion,video_2cam,-33.4,-51.87
sharedlam2,030000,motion,video_2cam,-30.98,-48.68
sharedlam2,030000,motion,video_2cam,11.71,35.22
sharedlam2,030000,motion,video_2cam,-13.37,40.99
sharedlam2,030000,motion,video_2cam,61.65,5.66
sharedlam2,030000,motion,video_2cam,55.9,11.97
sharedlam2,030000,motion,video_2cam,-41.12,47.11
sharedlam2,030000,motion,video_2cam,-12.68,47.48
sharedlam2,030000,motion,video_2cam,-7.71,4.78
sharedlam2,030000,motion,video_2cam,6.09,-33.3
sharedlam2,030000,motion,video_2cam,29.39,-5.51
sharedlam2,030000,motion,video_2cam,-26.39,-19.43
sharedlam2,030000,motion,video_2cam,37.55,-8.61
sharedlam2,030000,motion,video_2cam,14.92,13.09
sharedlam2,030000,motion,video_2cam,18.63,5.3
sharedlam2,030000,motion,video_2cam,38.61,35.37
sharedlam2,030000,motion,video_2cam,54.95,10.43
sharedlam2,030000,motion,video_2cam,-12.44,59.31
sharedlam2,030000,motion,video_2cam,63.94,-21.55
sharedlam2,030000,motion,video_2cam,-53.12,36.0
sharedlam2,030000,motion,video_2cam,-8.53,34.46
sharedlam2,030000,motion,video_2cam,-19.93,31.89
sharedlam2,030000,motion,video_2cam,-5.35,64.58
sharedlam2,030000,motion,video_2cam,62.9,8.12
sharedlam2,030000,motion,video_2cam,-16.06,48.37
sharedlam2,030000,motion,video_2cam,-61.73,22.62
sharedlam2,030000,motion,video_2cam,-53.08,13.48
sharedlam2,030000,motion,video_2cam,-61.29,1.32
sharedlam2,030000,motion,video_2cam,-3.29,28.3
sharedlam2,030000,motion,video_2cam,14.51,15.01
sharedlam2,030000,motion,video_2cam,50.85,14.36
sharedlam2,030000,motion,video_2cam,-2.61,41.46
sharedlam2,030000,motion,video_2cam,29.29,36.89
sharedlam2,030000,motion,video_2cam,-13.43,30.77
sharedlam2,030000,motion,video_2cam,2.52,29.99
sharedlam2,030000,motion,video_2cam,60.59,15.26
sharedlam2,030000,motion,video_2cam,-2.22,10.34
sharedlam2,030000,motion,video_2cam,-69.67,15.12
sharedlam2,030000,motion,video_2cam,-3.34,39.15
sharedlam2,030000,motion,video_2cam,17.24,-6.41
sharedlam2,030000,motion,video_2cam,32.22,45.81
sharedlam2,030000,motion,video_2cam,28.81,-19.36
sharedlam2,030000,motion,video_2cam,6.85,0.89
sharedlam2,030000,motion,video_2cam,-46.49,-19.69
sharedlam2,030000,motion,video_2cam,-1.48,12.86
sharedlam2,030000,motion,video_2cam,16.86,56.01
sharedlam2,030000,motion,video_2cam,61.16,15.83
sharedlam2,030000,motion,video_2cam,17.37,14.6
sharedlam2,030000,motion,video_2cam,-39.41,33.83
sharedlam2,030000,motion,video_2cam,-22.08,-4.77
sharedlam2,030000,motion,video_2cam,-31.08,-40.72
sharedlam2,030000,motion,video_2cam,0.19,61.3
sharedlam2,030000,motion,video_2cam,21.02,-13.63
sharedlam2,030000,motion,video_2cam,9.57,22.41
sharedlam2,030000,motion,video_2cam,-3.68,-30.06
sharedlam2,030000,motion,video_2cam,-33.6,-51.01
sharedlam2,030000,motion,video_2cam,65.24,-4.57
sharedlam2,030000,motion,video_2cam,-0.31,12.96
sharedlam2,030000,motion,video_2cam,3.06,29.28
sharedlam2,030000,motion,video_2cam,-25.95,10.25
sharedlam2,030000,motion,video_2cam,15.32,-5.69
sharedlam2,030000,motion,video_2cam,-12.39,47.83
sharedlam2,030000,motion,video_2cam,1.82,30.45
sharedlam2,030000,motion,video_2cam,-44.35,-46.15
sharedlam2,030000,motion,video_2cam,-33.51,-41.81
sharedlam2,030000,motion,video_2cam,-20.72,17.34
sharedlam2,030000,motion,video_2cam,62.21,5.64
sharedlam2,030000,motion,video_2cam,-27.16,19.75
sharedlam2,030000,motion,video_2cam,36.33,37.88
sharedlam2,030000,motion,video_2cam,-4.23,63.86
sharedlam2,030000,motion,video_2cam,30.22,48.7
sharedlam2,030000,motion,video_2cam,0.83,-30.19
sharedlam2,030000,motion,video_2cam,64.58,24.81
sharedlam2,030000,motion,video_2cam,-4.83,12.13
sharedlam2,030000,motion,video_2cam,-54.87,-19.7
sharedlam2,030000,motion,video_2cam,-11.63,59.06
sharedlam2,030000,motion,video_2cam,21.39,-10.56
sharedlam2,030000,motion,video_2cam,2.28,-60.92
sharedlam2,030000,motion,video_2cam,-30.73,48.4
sharedlam2,030000,motion,video_2cam,-8.37,-9.1
sharedlam2,030000,motion,video_2cam,61.14,6.32
sharedlam2,030000,motion,video_2cam,-19.53,32.4
sharedlam2,030000,motion,video_2cam,5.59,-15.24
sharedlam2,030000,motion,video_2cam,29.77,3.91
sharedlam2,030000,motion,video_2cam,-28.66,31.8
sharedlam2,030000,motion,video_2cam,-66.8,3.18
sharedlam2,030000,motion,video_2cam,-31.51,18.35
sharedlam2,030000,motion,video_2cam,-10.58,57.98
sharedlam2,030000,motion,video_2cam,-21.55,22.52
sharedlam2,030000,motion,video_2cam,-33.01,47.01
sharedlam2,030000,motion,video_2cam,63.49,-7.39
sharedlam2,030000,motion,video_2cam,14.51,-17.54
sharedlam2,030000,motion,video_2cam,-25.1,-19.72
sharedlam2,030000,motion,video_2cam,-37.15,3.98
sharedlam2,030000,motion,video_2cam,-43.43,13.87
sharedlam2,030000,motion,video_2cam,-20.31,-7.36
sharedlam2,030000,motion,video_2cam,-44.38,44.74
sharedlam2,030000,motion,video_2cam,-23.52,33.95
sharedlam2,030000,motion,video_2cam,-38.68,49.85
sharedlam2,030000,motion,video_2cam,-13.7,40.41
sharedlam2,030000,motion,video_2cam,20.77,23.75
sharedlam2,030000,motion,video_2cam,-0.25,62.18
sharedlam2,030000,motion,video_2cam,-28.51,-8.42
sharedlam2,030000,motion,video_2cam,-50.69,-0.55
sharedlam2,030000,motion,video_2cam,-15.41,-4.74
sharedlam2,030000,motion,video_2cam,26.1,0.44
sharedlam2,030000,motion,video_2cam,54.37,20.02
sharedlam2,030000,motion,video_2cam,19.27,4.27
sharedlam2,030000,motion,video_2cam,-37.55,-29.63
sharedlam2,030000,motion,video_2cam,31.31,8.92
sharedlam2,030000,motion,video_2cam,-29.31,25.83
sharedlam2,030000,motion,video_2cam,-29.55,22.41
sharedlam2,030000,motion,video_2cam,60.85,22.89
sharedlam2,030000,motion,video_2cam,-12.37,36.79
sharedlam2,030000,motion,video_2cam,-42.74,-21.5
sharedlam2,030000,motion,video_2cam,14.67,14.75
sharedlam2,030000,motion,video_2cam,-59.05,13.65
sharedlam2,030000,motion,video_2cam,-19.27,32.5
sharedlam2,030000,motion,video_2cam,63.82,-8.38
sharedlam2,030000,motion,video_2cam,-36.95,-29.8
sharedlam2,030000,motion,video_2cam,-15.83,31.19
sharedlam2,030000,motion,video_2cam,-49.99,-1.64
sharedlam2,030000,motion,video_2cam,19.1,24.47
sharedlam2,030000,motion,video_2cam,35.29,50.79
sharedlam2,030000,motion,video_2cam,-22.8,30.1
sharedlam2,030000,motion,video_2cam,-37.01,-45.44
sharedlam2,030000,motion,video_2cam,68.42,-6.62
sharedlam2,030000,motion,video_2cam,-11.03,65.4
sharedlam2,030000,motion,video_2cam,-21.62,24.05
sharedlam2,030000,motion,video_2cam,35.93,35.53
sharedlam2,030000,motion,video_2cam,25.64,52.47
sharedlam2,030000,motion,video_2cam,27.3,-2.1
sharedlam2,030000,motion,video_2cam,2.24,27.18
sharedlam2,030000,motion,video_2cam,24.79,19.97
sharedlam2,030000,motion,video_2cam,-9.92,-4.93
sharedlam2,030000,motion,video_2cam,40.18,42.16
sharedlam2,030000,motion,video_2cam,-30.44,25.42
sharedlam2,030000,motion,video_2cam,16.16,56.45
sharedlam2,030000,motion,video_2cam,-33.79,48.67
sharedlam2,030000,motion,video_2cam,14.61,-4.63
sharedlam2,030000,motion,video_2cam,37.21,8.26
sharedlam2,030000,motion,video_2cam,-28.22,25.72
sharedlam2,030000,motion,video_2cam,-67.82,18.11
sharedlam2,030000,motion,video_2cam,66.31,24.53
sharedlam2,030000,motion,video_2cam,42.0,-16.06
sharedlam2,030000,motion,video_2cam,-28.61,15.68
sharedlam2,030000,motion,video_2cam,-17.4,46.32
sharedlam2,030000,motion,video_2cam,33.26,-5.63
sharedlam2,030000,motion,video_2cam,-1.42,6.89
sharedlam2,030000,motion,video_2cam,-50.69,35.22
sharedlam2,030000,motion,video_2cam,57.39,-8.84
sharedlam2,030000,motion,video_2cam,-29.48,31.77
sharedlam2,030000,motion,video_2cam,45.56,13.49
sharedlam2,030000,motion,video_2cam,67.04,28.56
sharedlam2,030000,motion,video_2cam,-23.16,-46.39
sharedlam2,030000,motion,video_2cam,-28.26,-11.48
sharedlam2,030000,motion,video_2cam,-13.28,-8.02
sharedlam2,030000,motion,video_2cam,-40.77,33.65
sharedlam2,030000,motion,video_2cam,-42.25,18.93
sharedlam2,030000,motion,video_2cam,-28.68,13.53
sharedlam2,030000,motion,video_2cam,4.95,4.81
sharedlam2,030000,motion,video_2cam,11.75,39.76
sharedlam2,030000,motion,video_2cam,-43.59,28.53
sharedlam2,030000,motion,video_2cam,-2.88,39.29
sharedlam2,030000,motion,video_2cam,33.83,-8.53
sharedlam2,030000,motion,video_2cam,61.96,5.04
sharedlam2,030000,motion,video_2cam,35.39,6.67
sharedlam2,030000,motion,video_2cam,-39.89,-28.54
sharedlam2,030000,motion,video_2cam,14.89,-19.66
sharedlam2,030000,motion,video_2cam,4.91,8.6
sharedlam2,030000,motion,video_2cam,-1.85,37.26
sharedlam2,030000,motion,video_2cam,63.19,24.57
sharedlam2,030000,motion,video_2cam,-5.86,5.8
sharedlam2,030000,motion,video_2cam,-16.14,-7.32
sharedlam2,030000,motion,video_2cam,-63.88,1.88
sharedlam2,030000,motion,video_2cam,-51.55,34.16
sharedlam2,030000,motion,video_2cam,69.94,-10.44
sharedlam2,030000,motion,video_2cam,44.69,45.07
sharedlam2,030000,motion,video_2cam,-69.44,15.95
sharedlam2,030000,motion,video_2cam,-0.53,60.98
sharedlam2,030000,motion,video_2cam,0.34,24.98
sharedlam2,030000,motion,video_2cam,47.61,1.95
sharedlam2,030000,motion,video_2cam,36.63,42.13
sharedlam2,030000,motion,video_2cam,-0.19,7.55
sharedlam2,030000,motion,video_2cam,-43.02,19.65
sharedlam2,030000,motion,video_2cam,-27.26,-7.13
sharedlam2,030000,motion,video_2cam,-2.21,62.61
sharedlam2,030000,motion,video_2cam,-4.01,26.21
sharedlam2,030000,motion,video_2cam,-12.33,39.59
sharedlam2,030000,motion,video_2cam,21.13,4.81
sharedlam2,030000,motion,video_2cam,22.03,23.97
sharedlam2,030000,motion,video_2cam,-37.91,-5.06
sharedlam2,030000,motion,video_2cam,61.16,24.05
sharedlam2,030000,motion,video_2cam,-63.44,1.74
sharedlam2,030000,motion,video_2cam,19.29,-11.05
sharedlam2,030000,motion,video_2cam,-37.54,52.55
sharedlam2,030000,motion,video_2cam,57.51,12.84
sharedlam2,030000,motion,video_2cam,64.71,-5.21
sharedlam2,030000,motion,video_2cam,-46.64,14.71
sharedlam2,030000,motion,video_2cam,-29.68,21.88
sharedlam2,030000,motion,video_2cam,-33.8,-52.0
sharedlam2,030000,motion,video_2cam,33.35,-7.4
sharedlam2,030000,motion,video_2cam,-18.38,54.5
sharedlam2,030000,motion,video_2cam,56.02,12.0
sharedlam2,030000,motion,video_2cam,3.5,51.51
sharedlam2,030000,motion,video_2cam,15.57,48.75
sharedlam2,030000,motion,video_2cam,-22.56,17.42
sharedlam2,030000,motion,video_2cam,68.04,22.52
sharedlam2,030000,motion,video_2cam,-43.06,19.11
sharedlam2,030000,motion,video_2cam,-19.76,54.69
sharedlam2,030000,motion,video_2cam,-53.51,17.21
sharedlam2,030000,motion,video_2cam,60.41,22.56
sharedlam2,030000,motion,video_2cam,17.73,-9.07
sharedlam2,030000,motion,video_2cam,4.57,-31.23
sharedlam2,030000,motion,video_2cam,-11.78,49.68
sharedlam2,030000,motion,video_2cam,-34.36,-51.55
sharedlam2,030000,motion,video_2cam,-10.0,55.87
sharedlam2,030000,motion,video_2cam,17.13,2.0
sharedlam2,030000,motion,video_2cam,-10.88,58.68
sharedlam2,030000,motion,video_2cam,-33.7,-16.51
sharedlam2,030000,motion,video_2cam,68.98,-6.35
sharedlam2,030000,motion,video_2cam,-9.28,52.18
sharedlam2,030000,motion,video_2cam,2.76,51.64
sharedlam2,030000,motion,video_2cam,-38.32,-19.19
sharedlam2,030000,motion,video_2cam,21.01,5.61
sharedlam2,030000,motion,video_2cam,-19.57,-7.18
sharedlam2,030000,motion,video_2cam,-44.68,30.05
sharedlam2,030000,motion,video_2cam,-34.61,-42.89
sharedlam2,030000,motion,video_2cam,1.91,8.69
sharedlam2,030000,motion,video_2cam,-35.36,-45.18
sharedlam2,030000,motion,video_2cam,-37.48,51.86
sharedlam2,030000,motion,video_2cam,31.74,48.74
sharedlam2,030000,motion,video_2cam,-0.94,9.69
sharedlam2,030000,motion,video_2cam,35.43,36.73
sharedlam2,030000,motion,video_2cam,25.76,30.57
sharedlam2,030000,motion,video_2cam,-38.97,29.98
