teacher,n_emb,checkpoint,embodiment,tsne_x,tsne_y
xemb1iiwa,2,001000,iiwa,-88.16,-11.37
xemb1iiwa,2,001000,iiwa,-77.25,29.72
xemb1iiwa,2,001000,iiwa,1.48,103.92
xemb1iiwa,2,001000,iiwa,97.87,-31.0
xemb1iiwa,2,001000,iiwa,-85.61,37.23
xemb1iiwa,2,001000,iiwa,-2.71,104.85
xemb1iiwa,2,001000,iiwa,0.2,105.76
xemb1iiwa,2,001000,iiwa,64.81,-75.42
xemb1iiwa,2,001000,iiwa,94.38,-15.79
xemb1iiwa,2,001000,iiwa,-67.68,26.21
xemb1iiwa,2,001000,iiwa,88.8,-36.28
xemb1iiwa,2,001000,iiwa,-71.21,37.56
xemb1iiwa,2,001000,iiwa,-89.25,14.08
xemb1iiwa,2,001000,iiwa,-74.83,28.24
xemb1iiwa,2,001000,iiwa,13.46,105.06
xemb1iiwa,2,001000,iiwa,84.31,-17.02
xemb1iiwa,2,001000,iiwa,-80.06,28.65
xemb1iiwa,2,001000,iiwa,-64.52,-0.9
xemb1iiwa,2,001000,iiwa,84.46,-15.28
xemb1iiwa,2,001000,iiwa,97.63,-31.16
xemb1iiwa,2,001000,iiwa,88.08,-35.95
xemb1iiwa,2,001000,iiwa,-93.96,12.51
xemb1iiwa,2,001000,iiwa,-54.34,-1.0
xemb1iiwa,2,001000,iiwa,-73.01,48.39
xemb1iiwa,2,001000,iiwa,-51.84,-11.57
xemb1iiwa,2,001000,iiwa,94.23,-24.3
xemb1iiwa,2,001000,iiwa,97.02,-17.68
xemb1iiwa,2,001000,iiwa,-52.56,-3.84
xemb1iiwa,2,001000,iiwa,51.27,94.36
xemb1iiwa,2,001000,iiwa,2.82,111.76
xemb1iiwa,2,001000,iiwa,-52.77,-14.41
xemb1iiwa,2,001000,iiwa,-57.45,-13.09
xemb1iiwa,2,001000,iiwa,-56.44,25.25
xemb1iiwa,2,001000,iiwa,-56.74,27.47
xemb1iiwa,2,001000,iiwa,86.57,-28.33
xemb1iiwa,2,001000,iiwa,-87.7,38.06
xemb1iiwa,2,001000,iiwa,-91.8,14.11
xemb1iiwa,2,001000,iiwa,65.84,-76.59
xemb1iiwa,2,001000,iiwa,93.33,-16.78
xemb1iiwa,2,001000,iiwa,-73.38,26.38
xemb1iiwa,2,001000,iiwa,0.84,103.58
xemb1iiwa,2,001000,iiwa,56.08,-73.1
xemb1iiwa,2,001000,iiwa,-59.83,-6.12
xemb1iiwa,2,001000,iiwa,-81.83,21.06
xemb1iiwa,2,001000,iiwa,-85.39,-7.32
xemb1iiwa,2,001000,iiwa,83.25,-13.52
xemb1iiwa,2,001000,iiwa,-77.8,40.49
xemb1iiwa,2,001000,iiwa,-92.27,-18.95
xemb1iiwa,2,001000,iiwa,-67.64,31.81
xemb1iiwa,2,001000,iiwa,87.12,-22.58
xemb1iiwa,2,001000,iiwa,-81.85,-6.59
xemb1iiwa,2,001000,iiwa,-54.61,4.8
xemb1iiwa,2,001000,iiwa,65.97,-76.43
xemb1iiwa,2,001000,iiwa,-93.74,-20.75
xemb1iiwa,2,001000,iiwa,-51.94,-1.92
xemb1iiwa,2,001000,iiwa,-52.93,0.66
xemb1iiwa,2,001000,iiwa,-51.83,0.37
xemb1iiwa,2,001000,iiwa,89.48,-27.43
xemb1iiwa,2,001000,iiwa,-55.03,-12.55
xemb1iiwa,2,001000,iiwa,91.65,-15.04
xemb1iiwa,2,001000,iiwa,-73.64,24.17
xemb1iiwa,2,001000,iiwa,-74.22,36.7
xemb1iiwa,2,001000,iiwa,84.79,-17.75
xemb1iiwa,2,001000,iiwa,-91.16,33.84
xemb1iiwa,2,001000,iiwa,-73.93,18.41
xemb1iiwa,2,001000,iiwa,-1.14,106.95
xemb1iiwa,2,001000,iiwa,-73.74,18.22
xemb1iiwa,2,001000,iiwa,85.87,-24.35
xemb1iiwa,2,001000,iiwa,-59.6,29.5
xemb1iiwa,2,001000,iiwa,-86.26,-17.61
xemb1iiwa,2,001000,iiwa,-89.78,-20.42
xemb1iiwa,2,001000,iiwa,-56.62,-13.0
xemb1iiwa,2,001000,iiwa,-89.76,13.59
xemb1iiwa,2,001000,iiwa,82.32,-12.73
xemb1iiwa,2,001000,iiwa,-81.95,-6.72
xemb1iiwa,2,001000,iiwa,0.64,103.49
xemb1iiwa,2,001000,iiwa,93.78,-22.61
xemb1iiwa,2,001000,iiwa,97.62,-27.18
xemb1iiwa,2,001000,iiwa,13.06,104.23
xemb1iiwa,2,001000,iiwa,96.62,-13.83
xemb1iiwa,2,001000,iiwa,85.54,-14.86
xemb1iiwa,2,001000,iiwa,97.86,-31.05
xemb1iiwa,2,001000,iiwa,-76.47,32.5
xemb1iiwa,2,001000,iiwa,-57.93,27.92
xemb1iiwa,2,001000,iiwa,-80.1,28.38
xemb1iiwa,2,001000,iiwa,-54.59,5.47
xemb1iiwa,2,001000,iiwa,-91.49,14.5
xemb1iiwa,2,001000,iiwa,-82.31,-10.95
xemb1iiwa,2,001000,iiwa,-51.11,-14.93
xemb1iiwa,2,001000,iiwa,66.44,-72.8
xemb1iiwa,2,001000,iiwa,-51.52,-15.15
xemb1iiwa,2,001000,iiwa,-71.5,48.88
xemb1iiwa,2,001000,iiwa,86.58,-33.94
xemb1iiwa,2,001000,iiwa,62.06,-71.45
xemb1iiwa,2,001000,iiwa,-90.04,-8.0
xemb1iiwa,2,001000,iiwa,-82.33,-7.13
xemb1iiwa,2,001000,iiwa,87.87,-19.44
xemb1iiwa,2,001000,iiwa,-65.49,30.06
xemb1iiwa,2,001000,iiwa,-77.94,31.08
xemb1iiwa,2,001000,iiwa,-67.72,35.5
xemb1iiwa,2,001000,iiwa,86.58,-27.56
xemb1iiwa,2,001000,iiwa,81.86,-28.21
xemb1iiwa,2,001000,iiwa,67.93,-72.91
xemb1iiwa,2,001000,iiwa,-71.47,37.7
xemb1iiwa,2,001000,iiwa,-55.65,-3.84
xemb1iiwa,2,001000,iiwa,-75.77,20.5
xemb1iiwa,2,001000,iiwa,-81.74,-9.41
xemb1iiwa,2,001000,iiwa,-90.4,-14.81
xemb1iiwa,2,001000,iiwa,-54.99,-0.76
xemb1iiwa,2,001000,iiwa,-77.97,29.78
xemb1iiwa,2,001000,iiwa,2.28,111.32
xemb1iiwa,2,001000,iiwa,92.26,-29.17
xemb1iiwa,2,001000,iiwa,-89.63,-9.29
xemb1iiwa,2,001000,iiwa,-91.02,-13.71
xemb1iiwa,2,001000,iiwa,53.4,93.48
xemb1iiwa,2,001000,iiwa,-83.84,24.21
xemb1iiwa,2,001000,iiwa,-90.65,36.22
xemb1iiwa,2,001000,iiwa,-65.84,20.46
xemb1iiwa,2,001000,iiwa,87.88,-33.41
xemb1iiwa,2,001000,iiwa,-90.84,33.37
xemb1iiwa,2,001000,iiwa,62.3,-75.53
xemb1iiwa,2,001000,iiwa,-77.84,18.33
xemb1iiwa,2,001000,iiwa,67.25,-73.58
xemb1iiwa,2,001000,iiwa,-54.78,5.83
xemb1iiwa,2,001000,iiwa,-54.91,0.39
xemb1iiwa,2,001000,iiwa,-51.82,-14.47
xemb1iiwa,2,001000,iiwa,-83.6,24.32
xemb1iiwa,2,001000,iiwa,-58.5,-12.54
xemb1iiwa,2,001000,iiwa,89.15,-35.62
xemb1iiwa,2,001000,iiwa,-93.85,14.54
xemb1iiwa,2,001000,iiwa,50.46,91.92
xemb1iiwa,2,001000,iiwa,-94.12,-9.27
xemb1iiwa,2,001000,iiwa,-68.38,35.33
xemb1iiwa,2,001000,iiwa,-52.89,-9.58
xemb1iiwa,2,001000,iiwa,94.47,-29.66
xemb1iiwa,2,001000,iiwa,-80.05,28.65
xemb1iiwa,2,001000,iiwa,-89.44,5.85
xemb1iiwa,2,001000,iiwa,-83.83,42.1
xemb1iiwa,2,001000,iiwa,6.24,109.09
xemb1iiwa,2,001000,iiwa,-88.85,-9.33
xemb1iiwa,2,001000,iiwa,89.53,-27.3
xemb1iiwa,2,001000,iiwa,99.98,-21.32
xemb1iiwa,2,001000,iiwa,-82.23,-11.07
xemb1iiwa,2,001000,iiwa,50.69,91.02
xemb1iiwa,2,001000,iiwa,-72.01,19.93
xemb1iiwa,2,001000,iiwa,-87.84,36.69
xemb1iiwa,2,001000,iiwa,87.59,-13.78
xemb1iiwa,2,001000,iiwa,51.55,91.54
xemb1iiwa,2,001000,iiwa,64.77,-78.65
xemb1iiwa,2,001000,iiwa,-51.59,-14.67
xemb1iiwa,2,001000,iiwa,-76.04,32.58
xemb1iiwa,2,001000,iiwa,-77.01,53.05
xemb1iiwa,2,001000,iiwa,-59.08,-16.78
xemb1iiwa,2,001000,iiwa,77.11,-27.47
xemb1iiwa,2,001000,iiwa,-76.01,32.58
xemb1iiwa,2,001000,iiwa,87.47,-19.56
xemb1iiwa,2,001000,iiwa,-58.29,-11.06
xemb1iiwa,2,001000,iiwa,-73.29,36.06
xemb1iiwa,2,001000,iiwa,82.53,-13.16
xemb1iiwa,2,001000,iiwa,3.6,106.57
xemb1iiwa,2,001000,iiwa,-101.72,7.89
xemb1iiwa,2,001000,iiwa,-80.08,28.47
xemb1iiwa,2,001000,iiwa,12.29,104.17
xemb1iiwa,2,001000,iiwa,-68.14,35.51
xemb1iiwa,2,001000,iiwa,84.41,-15.26
xemb1iiwa,2,001000,iiwa,-2.37,103.55
xemb1iiwa,2,001000,iiwa,83.91,-13.66
xemb1iiwa,2,001000,iiwa,92.73,-15.04
xemb1iiwa,2,001000,iiwa,-76.54,31.07
xemb1iiwa,2,001000,iiwa,-73.58,23.53
xemb1iiwa,2,001000,iiwa,88.76,-19.62
xemb1iiwa,2,001000,iiwa,93.39,-23.81
xemb1iiwa,2,001000,iiwa,98.3,-32.39
xemb1iiwa,2,001000,iiwa,-53.83,-2.31
xemb1iiwa,2,001000,iiwa,-86.9,-14.26
xemb1iiwa,2,001000,iiwa,-60.75,-9.98
xemb1iiwa,2,001000,iiwa,52.02,90.76
xemb1iiwa,2,001000,iiwa,-75.63,46.39
xemb1iiwa,2,001000,iiwa,50.56,91.93
xemb1iiwa,2,001000,iiwa,97.04,-32.1
xemb1iiwa,2,001000,iiwa,-55.48,1.61
xemb1iiwa,2,001000,iiwa,57.93,-72.73
xemb1iiwa,2,001000,iiwa,0.62,105.93
xemb1iiwa,2,001000,iiwa,-65.0,19.87
xemb1iiwa,2,001000,iiwa,-91.31,-22.65
xemb1iiwa,2,001000,iiwa,-78.79,28.74
xemb1iiwa,2,001000,iiwa,-90.97,13.84
xemb1iiwa,2,001000,iiwa,-73.38,48.82
xemb1iiwa,2,001000,iiwa,-53.26,4.07
xemb1iiwa,2,001000,iiwa,78.56,-26.86
xemb1iiwa,2,001000,iiwa,-88.33,-9.22
xemb1iiwa,2,001000,iiwa,58.66,-72.5
xemb1iiwa,2,001000,iiwa,-68.8,33.89
xemb1iiwa,2,001000,iiwa,88.45,-17.4
xemb1iiwa,2,001000,iiwa,-60.41,-5.66
xemb1iiwa,2,001000,iiwa,-74.17,36.71
xemb1iiwa,2,001000,iiwa,-83.64,41.98
xemb1iiwa,2,001000,iiwa,-58.55,-5.83
xemb1iiwa,2,001000,iiwa,2.07,110.77
xemb1iiwa,2,001000,iiwa,-0.25,110.88
xemb1iiwa,2,001000,iiwa,-53.99,3.66
xemb1iiwa,2,001000,iiwa,-86.19,-17.26
xemb1iiwa,2,001000,iiwa,-91.79,15.17
xemb1iiwa,2,001000,iiwa,96.36,-17.04
xemb1iiwa,2,001000,iiwa,82.51,-22.44
xemb1iiwa,2,001000,iiwa,-70.81,24.29
xemb1iiwa,2,001000,iiwa,-87.14,-17.76
xemb1iiwa,2,001000,iiwa,-57.69,-14.41
xemb1iiwa,2,001000,iiwa,96.37,-13.92
xemb1iiwa,2,001000,iiwa,-93.03,-21.61
xemb1iiwa,2,001000,iiwa,-52.05,-1.99
xemb1iiwa,2,001000,iiwa,-71.85,19.36
xemb1iiwa,2,001000,iiwa,80.61,-27.36
xemb1iiwa,2,001000,iiwa,-84.04,24.48
xemb1iiwa,2,001000,iiwa,-83.89,42.33
xemb1iiwa,2,001000,iiwa,91.69,-17.98
xemb1iiwa,2,001000,iiwa,-95.35,-10.7
xemb1iiwa,2,001000,iiwa,-90.08,-15.27
xemb1iiwa,2,001000,iiwa,-0.13,110.88
xemb1iiwa,2,001000,iiwa,-52.1,-13.51
xemb1iiwa,2,001000,iiwa,-68.92,23.78
xemb1iiwa,2,001000,iiwa,-60.52,-5.43
xemb1iiwa,2,001000,iiwa,-56.55,27.58
xemb1iiwa,2,001000,iiwa,51.31,93.66
xemb1iiwa,2,001000,iiwa,-94.42,14.45
xemb1iiwa,2,001000,iiwa,64.23,-78.78
xemb1iiwa,2,001000,iiwa,85.62,-24.83
xemb1iiwa,2,001000,iiwa,64.14,-77.18
xemb1iiwa,2,001000,iiwa,50.88,92.81
xemb1iiwa,2,001000,iiwa,-74.35,24.4
xemb1iiwa,2,001000,iiwa,61.96,-78.21
xemb1iiwa,2,001000,iiwa,89.4,-27.71
xemb1iiwa,2,001000,iiwa,-76.6,29.04
xemb1iiwa,2,001000,iiwa,64.59,-73.6
xemb1iiwa,2,001000,iiwa,-59.62,30.33
xemb1iiwa,2,001000,iiwa,93.36,-21.1
xemb1iiwa,2,001000,iiwa,99.0,-27.6
xemb1iiwa,2,001000,iiwa,12.15,104.22
xemb1iiwa,2,001000,iiwa,-95.94,13.69
xemb1iiwa,2,001000,iiwa,1.23,106.67
xemb1iiwa,2,001000,iiwa,-62.04,20.77
xemb1iiwa,2,001000,iiwa,-93.64,14.5
xemb1iiwa,2,001000,iiwa,56.75,-74.68
xemb1iiwa,2,001000,iiwa,99.88,-19.41
xemb1iiwa,2,001000,iiwa,-77.93,53.04
xemb1iiwa,2,001000,iiwa,-54.96,5.58
xemb1iiwa,2,001000,iiwa,-100.36,8.74
xemb1iiwa,2,001000,iiwa,84.14,-14.8
xemb1iiwa,2,001000,iiwa,-56.27,-0.51
xemb1iiwa,2,001000,iiwa,84.74,-26.33
xemb1iiwa,2,001000,iiwa,64.98,-78.71
xemb1iiwa,2,001000,iiwa,-54.43,5.78
xemb1iiwa,2,001000,iiwa,91.75,-15.83
xemb1iiwa,2,001000,iiwa,-0.86,106.86
xemb1iiwa,2,001000,iiwa,68.13,-72.16
xemb1iiwa,2,001000,iiwa,-97.23,8.17
xemb1iiwa,2,001000,iiwa,89.24,-37.58
xemb1iiwa,2,001000,iiwa,66.77,-71.91
xemb1iiwa,2,001000,iiwa,-74.71,20.85
xemb1iiwa,2,001000,iiwa,96.81,-24.4
xemb1iiwa,2,001000,iiwa,94.16,-24.32
xemb1iiwa,2,001000,iiwa,86.67,-28.21
xemb1iiwa,2,001000,iiwa,99.0,-28.58
xemb1iiwa,2,001000,iiwa,-66.12,-3.92
xemb1iiwa,2,001000,iiwa,-75.47,32.66
xemb1iiwa,2,001000,iiwa,11.88,104.2
xemb1iiwa,2,001000,iiwa,83.43,-25.72
xemb1iiwa,2,001000,iiwa,-59.47,-18.67
xemb1iiwa,2,001000,iiwa,98.82,-20.0
xemb1iiwa,2,001000,iiwa,-69.92,33.01
xemb1iiwa,2,001000,iiwa,-2.88,104.51
xemb1iiwa,2,001000,iiwa,-80.05,28.57
xemb1iiwa,2,001000,iiwa,1.87,106.81
xemb1iiwa,2,001000,iiwa,-90.12,-15.18
xemb1iiwa,2,001000,iiwa,50.25,92.12
xemb1iiwa,2,001000,iiwa,-55.15,-11.81
xemb1iiwa,2,001000,iiwa,96.67,-23.97
xemb1iiwa,2,001000,iiwa,-65.66,34.04
xemb1iiwa,2,001000,iiwa,-67.36,23.7
xemb1iiwa,2,001000,iiwa,-56.26,-17.96
xemb1iiwa,2,001000,iiwa,57.66,-72.78
xemb1iiwa,2,001000,iiwa,-76.69,30.95
xemb1iiwa,2,001000,iiwa,-56.4,-10.66
xemb1iiwa,2,001000,iiwa,94.01,-17.2
xemb1iiwa,2,001000,iiwa,-76.31,46.46
xemb1iiwa,2,001000,iiwa,-72.23,47.46
xemb1iiwa,2,001000,iiwa,-99.16,8.05
xemb1iiwa,2,001000,iiwa,-89.85,37.23
xemb1iiwa,2,001000,iiwa,-85.47,-12.08
xemb1iiwa,2,001000,iiwa,85.06,-16.27
xemb1iiwa,2,001000,iiwa,-78.32,39.43
xemb1iiwa,2,001000,iiwa,-70.55,24.21
xemb1iiwa,2,001000,iiwa,90.49,-20.66
xemb1iiwa,2,001000,iiwa,-87.78,-8.37
xemb1iiwa,2,001000,iiwa,-76.88,50.53
xemb1iiwa,2,001000,iiwa,64.87,-78.45
xemb1iiwa,2,001000,iiwa,98.05,-31.35
xemb1iiwa,2,001000,iiwa,91.39,-18.28
xemb1iiwa,2,001000,iiwa,-77.69,39.22
xemb1iiwa,2,001000,iiwa,-74.34,38.3
xemb1iiwa,2,001000,iiwa,65.69,-75.28
xemb1iiwa,2,001000,iiwa,-59.7,29.37
xemb1iiwa,2,001000,iiwa,90.75,-17.88
xemb1iiwa,2,001000,iiwa,-81.94,-6.5
xemb1iiwa,2,001000,iiwa,-61.59,-4.68
xemb1iiwa,2,001000,iiwa,-77.57,51.19
xemb1iiwa,2,001000,iiwa,-57.16,-4.46
xemb1iiwa,2,001000,iiwa,-88.84,-15.33
xemb1iiwa,2,001000,iiwa,4.83,108.39
xemb1iiwa,2,001000,iiwa,-96.64,-19.33
xemb1iiwa,2,001000,iiwa,10.52,106.12
xemb1iiwa,2,001000,iiwa,81.45,-22.42
xemb1iiwa,2,001000,iiwa,93.88,-14.65
xemb1iiwa,2,001000,iiwa,87.9,-35.02
xemb1iiwa,2,001000,iiwa,-100.69,9.77
xemb1iiwa,2,001000,iiwa,-67.93,17.85
xemb1iiwa,2,001000,iiwa,85.11,-13.08
xemb1iiwa,2,001000,iiwa,-91.88,12.71
xemb1iiwa,2,001000,iiwa,-51.84,-12.02
xemb1iiwa,2,001000,iiwa,96.89,-31.74
xemb1iiwa,2,001000,iiwa,-89.58,37.4
xemb1iiwa,2,001000,iiwa,-96.8,-19.24
xemb1iiwa,2,001000,iiwa,-86.19,37.15
xemb1iiwa,2,001000,iiwa,-86.71,-6.9
xemb1iiwa,2,001000,iiwa,91.88,-18.18
xemb1iiwa,2,001000,iiwa,-56.37,-0.43
xemb1iiwa,2,001000,iiwa,-2.17,104.22
xemb1iiwa,2,001000,iiwa,97.57,-16.93
xemb1iiwa,2,001000,iiwa,89.05,-18.65
xemb1iiwa,2,001000,iiwa,-61.69,-9.74
xemb1iiwa,2,001000,iiwa,-73.15,37.96
xemb1iiwa,2,001000,iiwa,-83.81,40.36
xemb1iiwa,2,001000,iiwa,-91.19,13.76
xemb1iiwa,2,001000,iiwa,-57.59,-11.59
xemb1iiwa,2,001000,iiwa,-61.97,21.06
xemb1iiwa,2,001000,iiwa,-56.19,-11.59
xemb1iiwa,2,001000,iiwa,-94.32,14.68
xemb1iiwa,2,001000,iiwa,62.96,-78.54
xemb1iiwa,2,001000,iiwa,-74.21,37.09
xemb1iiwa,2,001000,iiwa,65.28,-76.65
xemb1iiwa,2,001000,iiwa,-84.2,19.2
xemb1iiwa,2,001000,iiwa,95.02,-13.62
xemb1iiwa,2,001000,iiwa,-84.43,19.26
xemb1iiwa,2,001000,iiwa,98.05,-32.32
xemb1iiwa,2,001000,iiwa,-52.18,-2.63
xemb1iiwa,2,001000,iiwa,93.4,-29.63
xemb1iiwa,2,001000,iiwa,88.48,-33.34
xemb1iiwa,2,001000,iiwa,-53.5,-0.27
xemb1iiwa,2,001000,iiwa,63.02,-78.8
xemb1iiwa,2,001000,iiwa,-74.69,21.72
xemb1iiwa,2,001000,iiwa,97.63,-16.8
xemb1iiwa,2,001000,iiwa,8.79,106.39
xemb1iiwa,2,001000,iiwa,-75.89,33.24
xemb1iiwa,2,001000,iiwa,-89.3,13.88
xemb1iiwa,2,001000,iiwa,93.13,-21.41
xemb1iiwa,2,001000,iiwa,-89.25,-8.02
xemb1iiwa,2,001000,iiwa,-68.49,24.9
xemb1iiwa,2,001000,iiwa,-1.68,102.78
xemb1iiwa,2,001000,iiwa,-55.15,-1.57
xemb1iiwa,2,001000,iiwa,99.96,-20.7
xemb1iiwa,2,001000,iiwa,61.71,-71.25
xemb1iiwa,2,001000,iiwa,0.96,103.4
xemb1iiwa,2,001000,iiwa,-59.44,-6.63
xemb1iiwa,2,001000,iiwa,5.96,106.68
xemb1iiwa,2,001000,iiwa,-86.8,37.08
xemb1iiwa,2,001000,iiwa,-86.87,-7.06
xemb1iiwa,2,001000,iiwa,-54.63,5.65
xemb1iiwa,2,001000,iiwa,-95.81,-17.35
xemb1iiwa,2,001000,iiwa,2.48,109.61
xemb1iiwa,2,001000,iiwa,-54.47,1.46
xemb1iiwa,2,001000,iiwa,67.54,-71.59
xemb1iiwa,2,001000,iiwa,-81.0,28.13
xemb1iiwa,2,001000,iiwa,-90.62,-21.28
xemb1iiwa,2,001000,iiwa,-89.74,15.02
xemb1iiwa,2,001000,iiwa,-58.67,-6.26
xemb1iiwa,2,001000,iiwa,-87.65,-8.92
xemb1iiwa,2,001000,iiwa,9.79,108.63
xemb1iiwa,2,001000,iiwa,-54.57,5.56
xemb1iiwa,2,001000,iiwa,83.11,-28.35
xemb1iiwa,2,001000,iiwa,-90.01,-15.66
xemb1iiwa,2,001000,iiwa,-0.87,110.63
xemb1iiwa,2,001000,iiwa,-59.14,22.59
xemb1iiwa,2,001000,iiwa,84.52,-16.43
xemb1iiwa,2,001000,iiwa,96.54,-23.26
xemb1iiwa,2,001000,iiwa,50.09,94.87
xemb1iiwa,2,001000,iiwa,4.37,106.53
xemb1iiwa,2,001000,iiwa,-98.45,8.58
xemb1iiwa,2,001000,iiwa,-2.06,106.31
xemb1iiwa,2,001000,iiwa,-86.1,23.09
xemb1iiwa,2,001000,iiwa,-100.11,5.57
xemb1iiwa,2,001000,iiwa,-73.47,18.34
xemb1iiwa,2,001000,iiwa,89.39,-19.79
xemb1iiwa,2,001000,iiwa,-53.68,-0.35
xemb1iiwa,2,001000,iiwa,90.32,-16.72
xemb1iiwa,2,001000,iiwa,-93.42,9.59
xemb1iiwa,2,001000,iiwa,-76.47,53.44
xemb1iiwa,2,001000,iiwa,-60.31,26.98
xemb1iiwa,2,001000,iiwa,5.67,106.63
xemb1iiwa,2,001000,iiwa,-59.14,-7.39
xemb1iiwa,2,001000,iiwa,-84.59,38.39
xemb1iiwa,2,001000,iiwa,93.17,-29.85
xemb1iiwa,2,001000,iiwa,-55.77,25.27
xemb1iiwa,2,001000,iiwa,2.91,106.31
xemb1iiwa,2,001000,iiwa,-93.57,14.65
xemb1iiwa,2,001000,iiwa,-71.48,46.25
xemb1iiwa,2,001000,iiwa,-87.44,38.86
xemb1iiwa,2,001000,iiwa,-59.7,-16.29
xemb1iiwa,2,001000,iiwa,-57.3,-8.12
xemb1iiwa,2,001000,iiwa,-0.15,107.25
xemb1iiwa,2,001000,iiwa,93.07,-21.64
xemb1iiwa,2,001000,iiwa,97.64,-16.75
xemb1iiwa,2,001000,iiwa,-1.52,102.94
xemb1iiwa,2,001000,iiwa,-90.46,-7.59
xemb1iiwa,2,001000,iiwa,-89.76,12.25
xemb1iiwa,2,001000,iiwa,-0.62,104.97
xemb1iiwa,2,001000,iiwa,85.31,-25.24
xemb1iiwa,2,001000,iiwa,13.84,104.56
xemb1iiwa,2,001000,iiwa,-88.29,36.67
xemb1iiwa,2,001000,iiwa,-60.92,23.55
xemb1iiwa,2,001000,iiwa,-54.58,5.52
xemb1iiwa,2,001000,iiwa,-101.89,7.7
xemb1iiwa,2,001000,iiwa,-55.75,-12.07
xemb1iiwa,2,001000,iiwa,-72.37,25.3
xemb1iiwa,2,001000,iiwa,-101.88,8.52
xemb1iiwa,2,001000,iiwa,-61.96,32.16
xemb1iiwa,2,001000,iiwa,1.92,105.91
xemb1iiwa,2,001000,iiwa,-93.26,-21.03
xemb1iiwa,2,001000,iiwa,99.76,-23.16
xemb1iiwa,2,001000,iiwa,85.31,-14.37
xemb1iiwa,2,001000,iiwa,94.48,-17.08
xemb1iiwa,2,001000,iiwa,-83.95,42.14
xemb1iiwa,2,001000,iiwa,-1.79,104.99
xemb1iiwa,2,001000,iiwa,-87.0,40.13
xemb1iiwa,2,001000,iiwa,9.67,108.3
xemb1iiwa,2,001000,iiwa,84.17,-23.48
xemb1iiwa,2,001000,iiwa,-67.95,26.19
xemb1iiwa,2,001000,iiwa,-71.69,19.27
xemb1iiwa,2,001000,iiwa,-60.43,-5.57
xemb1iiwa,2,001000,iiwa,-92.29,5.86
xemb1iiwa,2,001000,iiwa,-55.77,0.1
xemb1iiwa,2,001000,iiwa,88.88,-34.89
xemb1iiwa,2,001000,iiwa,49.17,91.32
xemb1iiwa,2,001000,iiwa,-88.45,38.2
xemb1iiwa,2,001000,iiwa,-67.82,26.09
xemb1iiwa,2,001000,iiwa,63.01,-76.46
xemb1iiwa,2,001000,iiwa,96.92,-24.42
xemb1iiwa,2,001000,iiwa,-101.48,9.6
xemb1iiwa,2,001000,iiwa,-84.7,25.15
xemb1iiwa,2,001000,iiwa,-54.39,5.69
xemb1iiwa,2,001000,iiwa,9.92,103.86
xemb1iiwa,2,001000,iiwa,-63.4,20.86
xemb1iiwa,2,001000,iiwa,1.33,110.94
xemb1iiwa,2,001000,iiwa,-60.07,23.58
xemb1iiwa,2,001000,iiwa,-82.79,19.88
xemb1iiwa,2,001000,iiwa,97.58,-32.19
xemb1iiwa,2,001000,iiwa,-90.29,-18.52
xemb1iiwa,2,001000,iiwa,-81.77,27.12
xemb1iiwa,2,001000,iiwa,80.43,-22.25
xemb1iiwa,2,001000,iiwa,52.87,93.62
xemb1iiwa,2,001000,iiwa,87.38,-33.75
xemb1iiwa,2,001000,iiwa,-89.42,-9.38
xemb1iiwa,2,001000,iiwa,83.43,-14.91
xemb1iiwa,2,001000,iiwa,-66.38,-14.77
xemb1iiwa,2,001000,iiwa,-96.17,-16.42
xemb1iiwa,2,001000,iiwa,50.13,94.81
xemb1iiwa,2,001000,iiwa,62.4,-71.62
xemb1iiwa,2,001000,iiwa,-52.37,2.14
xemb1iiwa,2,001000,iiwa,89.37,-37.84
xemb1iiwa,2,001000,iiwa,-91.14,33.86
xemb1iiwa,2,001000,iiwa,-77.13,31.51
xemb1iiwa,2,001000,iiwa,-72.73,49.73
xemb1iiwa,2,001000,iiwa,62.66,-78.08
xemb1iiwa,2,001000,iiwa,-83.73,42.11
xemb1iiwa,2,001000,iiwa,-86.86,-17.99
xemb1iiwa,2,001000,iiwa,-58.89,-10.02
xemb1iiwa,2,001000,iiwa,-52.86,0.93
xemb1iiwa,2,001000,iiwa,-56.09,24.3
xemb1iiwa,2,001000,iiwa,9.7,106.17
xemb1iiwa,2,001000,iiwa,-52.12,-11.82
xemb1iiwa,2,001000,iiwa,79.07,-27.21
xemb1iiwa,2,001000,iiwa,96.26,-16.91
xemb1iiwa,2,001000,iiwa,-67.98,32.08
xemb1iiwa,2,001000,iiwa,-53.71,-15.35
xemb1iiwa,2,001000,iiwa,-52.29,6.28
xemb1iiwa,2,001000,iiwa,96.79,-17.36
xemb1iiwa,2,001000,iiwa,80.33,-25.67
xemb1iiwa,2,001000,iiwa,93.85,-24.13
xemb1iiwa,2,001000,iiwa,-75.4,26.08
xemb1iiwa,2,001000,iiwa,-84.17,41.53
xemb1iiwa,2,001000,iiwa,11.58,105.63
xemb1iiwa,2,001000,iiwa,-52.64,4.82
xemb1iiwa,2,001000,iiwa,82.43,-24.28
xemb1iiwa,2,001000,iiwa,65.57,-73.59
xemb1iiwa,2,001000,iiwa,-80.94,-6.12
xemb1iiwa,2,001000,iiwa,86.97,-27.3
xemb1iiwa,2,001000,iiwa,57.49,-72.87
