episode_index,task,source_kind,n_valid,ood_maha,agree_ridge_mlp,agree_multi_side,amp_dx,heldout,r2_dx_ridge_multi,r2_dx_ridge_side,r2_xyz_ridge_multi,score,proxy,rank_in_task
620,milk on pink plate,robot_3cam,235,2.5604,0.9658,0.9148,0.0116,False,0.8550,0.8291,0.8778,0.9658,agree_ridge_mlp,1
596,milk on pink plate,robot_3cam,216,2.5310,0.9514,0.9061,0.0125,False,0.7938,0.6598,0.8292,0.9514,agree_ridge_mlp,2
605,milk on pink plate,robot_3cam,252,2.5738,0.9485,0.9141,0.0120,False,0.7781,0.6588,0.8458,0.9485,agree_ridge_mlp,3
600,milk on pink plate,robot_3cam,248,2.3657,0.9479,0.8836,0.0093,False,0.7678,0.5619,0.8521,0.9479,agree_ridge_mlp,4
592,milk on pink plate,robot_3cam,228,2.5833,0.9466,0.9368,0.0107,False,0.8147,0.6839,0.8678,0.9466,agree_ridge_mlp,5
601,milk on pink plate,robot_3cam,239,2.2778,0.9436,0.9736,0.0105,False,0.8274,0.8445,0.8645,0.9436,agree_ridge_mlp,6
617,milk on pink plate,robot_3cam,211,2.3724,0.9432,0.9200,0.0101,False,0.7697,0.8455,0.7878,0.9432,agree_ridge_mlp,7
624,milk on pink plate,robot_3cam,247,2.3501,0.9410,0.8963,0.0102,False,0.6597,0.8143,0.7863,0.9410,agree_ridge_mlp,8
610,milk on pink plate,robot_3cam,224,2.7497,0.9398,0.9591,0.0113,False,0.7906,0.8299,0.8630,0.9398,agree_ridge_mlp,9
626,milk on pink plate,robot_3cam,259,1.9691,0.9384,0.9536,0.0094,False,0.8033,0.8387,0.8286,0.9384,agree_ridge_mlp,10
614,milk on pink plate,robot_3cam,244,2.4355,0.9354,0.9251,0.0089,False,0.8544,0.7277,0.8749,0.9354,agree_ridge_mlp,11
623,milk on pink plate,robot_3cam,239,2.4015,0.9295,0.8878,0.0094,False,0.8029,0.5736,0.8517,0.9295,agree_ridge_mlp,12
583,milk on pink plate,robot_3cam,228,2.3012,0.9288,0.9494,0.0099,False,0.7775,0.6290,0.8327,0.9288,agree_ridge_mlp,13
616,milk on pink plate,robot_3cam,218,2.4654,0.9287,0.9366,0.0099,True,0.7308,0.7755,0.8414,0.9287,agree_ridge_mlp,14
612,milk on pink plate,robot_3cam,229,2.4063,0.9260,0.8871,0.0086,False,0.7792,0.5820,0.8592,0.9260,agree_ridge_mlp,15
613,milk on pink plate,robot_3cam,214,2.4579,0.9250,0.9597,0.0103,False,0.6766,0.7211,0.8043,0.9250,agree_ridge_mlp,16
611,milk on pink plate,robot_3cam,276,2.3026,0.9190,0.9054,0.0097,False,0.7319,0.6689,0.8375,0.9190,agree_ridge_mlp,17
622,milk on pink plate,robot_3cam,250,2.8327,0.9145,0.8844,0.0129,False,0.6386,0.7622,0.7644,0.9145,agree_ridge_mlp,18
618,milk on pink plate,robot_3cam,241,2.6911,0.9133,0.8998,0.0082,True,0.8080,0.5391,0.8114,0.9133,agree_ridge_mlp,19
603,milk on pink plate,robot_3cam,280,2.4477,0.9105,0.8507,0.0080,True,0.7244,0.5357,0.8385,0.9105,agree_ridge_mlp,20
587,milk on pink plate,robot_3cam,222,2.7096,0.9081,0.9057,0.0098,True,0.7064,0.6534,0.7758,0.9081,agree_ridge_mlp,21
602,milk on pink plate,robot_3cam,250,2.2631,0.9065,0.9107,0.0075,False,0.7978,0.6760,0.8439,0.9065,agree_ridge_mlp,22
591,milk on pink plate,robot_3cam,249,2.3991,0.9062,0.8832,0.0079,False,0.7275,0.4586,0.8468,0.9062,agree_ridge_mlp,23
621,milk on pink plate,robot_3cam,243,2.8280,0.9053,0.9072,0.0117,False,0.6734,0.8047,0.8081,0.9053,agree_ridge_mlp,24
625,milk on pink plate,robot_3cam,256,2.5531,0.9048,0.8986,0.0121,False,0.6648,0.7702,0.7470,0.9048,agree_ridge_mlp,25
582,milk on pink plate,robot_3cam,286,2.3898,0.9035,0.9382,0.0085,True,0.7545,0.6661,0.8193,0.9035,agree_ridge_mlp,26
599,milk on pink plate,robot_3cam,253,2.5276,0.8991,0.7913,0.0084,False,0.5481,0.2997,0.7510,0.8991,agree_ridge_mlp,27
595,milk on pink plate,robot_3cam,251,2.2639,0.8980,0.9466,0.0090,False,0.6993,0.5737,0.8198,0.8980,agree_ridge_mlp,28
629,milk on pink plate,robot_3cam,240,2.8869,0.8979,0.8716,0.0083,False,0.6302,0.3890,0.8051,0.8979,agree_ridge_mlp,29
630,milk on pink plate,robot_3cam,243,2.2898,0.8955,0.8940,0.0082,False,0.7265,0.4987,0.8183,0.8955,agree_ridge_mlp,30
586,milk on pink plate,robot_3cam,232,2.1510,0.8932,0.8942,0.0086,True,0.7035,0.6158,0.8055,0.8932,agree_ridge_mlp,31
598,milk on pink plate,robot_3cam,217,2.6214,0.8905,0.9305,0.0102,False,0.6881,0.6580,0.8172,0.8905,agree_ridge_mlp,32
584,milk on pink plate,robot_3cam,248,2.2106,0.8868,0.9502,0.0087,True,0.7751,0.7659,0.8362,0.8868,agree_ridge_mlp,33
589,milk on pink plate,robot_3cam,232,2.2799,0.8850,0.9192,0.0078,False,0.7244,0.5821,0.7978,0.8850,agree_ridge_mlp,34
588,milk on pink plate,robot_3cam,220,2.2902,0.8847,0.9084,0.0080,False,0.6924,0.4847,0.8032,0.8847,agree_ridge_mlp,35
581,milk on pink plate,robot_3cam,261,2.4646,0.8842,0.8914,0.0087,True,0.6275,0.6534,0.7513,0.8842,agree_ridge_mlp,36
615,milk on pink plate,robot_3cam,242,2.6693,0.8818,0.9425,0.0083,False,0.6633,0.5732,0.7940,0.8818,agree_ridge_mlp,37
590,milk on pink plate,robot_3cam,263,2.6747,0.8762,0.7862,0.0081,False,0.7368,0.2212,0.8102,0.8762,agree_ridge_mlp,38
609,milk on pink plate,robot_3cam,254,2.3567,0.8701,0.9221,0.0075,True,0.7424,0.6322,0.8275,0.8701,agree_ridge_mlp,39
619,milk on pink plate,robot_3cam,215,2.8468,0.8671,0.9141,0.0107,False,0.7747,0.6362,0.8282,0.8671,agree_ridge_mlp,40
604,milk on pink plate,robot_3cam,206,2.4772,0.8502,0.9481,0.0085,False,0.6974,0.5840,0.7882,0.8502,agree_ridge_mlp,41
606,milk on pink plate,robot_3cam,229,2.3029,0.8467,0.9309,0.0092,False,0.5922,0.5158,0.7757,0.8467,agree_ridge_mlp,42
594,milk on pink plate,robot_3cam,230,2.4049,0.8286,0.8037,0.0068,False,0.5081,0.2948,0.7397,0.8286,agree_ridge_mlp,43
597,milk on pink plate,robot_3cam,211,2.4995,0.8263,0.9273,0.0082,False,0.5955,0.4632,0.7664,0.8263,agree_ridge_mlp,44
608,milk on pink plate,robot_3cam,241,2.7891,0.8224,0.8701,0.0104,False,0.6646,0.4265,0.7943,0.8224,agree_ridge_mlp,45
628,milk on pink plate,robot_3cam,195,2.4440,0.8132,0.8915,0.0055,False,0.4693,0.4136,0.7416,0.8132,agree_ridge_mlp,46
607,milk on pink plate,robot_3cam,243,2.3333,0.8131,0.8496,0.0080,False,0.5136,0.3656,0.7459,0.8131,agree_ridge_mlp,47
585,milk on pink plate,robot_3cam,256,2.3051,0.7957,0.9279,0.0076,False,0.7327,0.5868,0.8209,0.7957,agree_ridge_mlp,48
627,milk on pink plate,robot_3cam,219,2.3243,0.7742,0.8697,0.0070,False,0.5536,0.4019,0.7718,0.7742,agree_ridge_mlp,49
593,milk on pink plate,robot_3cam,218,2.5250,0.7540,0.8261,0.0085,False,0.6489,0.1981,0.8124,0.7540,agree_ridge_mlp,50
1700,salt on pink plate,video_2cam,206,4.2273,0.9359,0.8790,0.0094,False,,,,0.9359,agree_ridge_mlp,1
1704,salt on pink plate,video_2cam,195,4.9379,0.9328,0.8787,0.0089,False,,,,0.9328,agree_ridge_mlp,2
1701,salt on pink plate,video_2cam,219,5.2742,0.9088,0.8767,0.0093,False,,,,0.9088,agree_ridge_mlp,3
1719,salt on pink plate,video_2cam,185,5.3231,0.9060,0.8057,0.0068,False,,,,0.9060,agree_ridge_mlp,4
1714,salt on pink plate,video_2cam,184,5.2278,0.9045,0.8317,0.0074,False,,,,0.9045,agree_ridge_mlp,5
1703,salt on pink plate,video_2cam,180,4.3130,0.8983,0.8641,0.0073,False,,,,0.8983,agree_ridge_mlp,6
1698,salt on pink plate,video_2cam,167,4.3542,0.8982,0.8844,0.0081,False,,,,0.8982,agree_ridge_mlp,7
1687,salt on pink plate,video_2cam,203,5.3716,0.8915,0.8302,0.0078,False,,,,0.8915,agree_ridge_mlp,8
1707,salt on pink plate,video_2cam,190,4.5033,0.8904,0.7916,0.0064,False,,,,0.8904,agree_ridge_mlp,9
1706,salt on pink plate,video_2cam,180,4.3929,0.8832,0.7506,0.0067,False,,,,0.8832,agree_ridge_mlp,10
1708,salt on pink plate,video_2cam,194,5.0358,0.8799,0.7473,0.0059,False,,,,0.8799,agree_ridge_mlp,11
1691,salt on pink plate,video_2cam,169,4.5916,0.8789,0.7944,0.0070,False,,,,0.8789,agree_ridge_mlp,12
1697,salt on pink plate,video_2cam,188,5.3149,0.8737,0.8396,0.0066,False,,,,0.8737,agree_ridge_mlp,13
1689,salt on pink plate,video_2cam,182,5.2168,0.8736,0.8340,0.0065,False,,,,0.8736,agree_ridge_mlp,14
1683,salt on pink plate,video_2cam,188,4.8341,0.8724,0.7178,0.0063,False,,,,0.8724,agree_ridge_mlp,15
1686,salt on pink plate,video_2cam,197,4.8375,0.8669,0.8663,0.0084,False,,,,0.8669,agree_ridge_mlp,16
1702,salt on pink plate,video_2cam,168,5.2166,0.8622,0.9191,0.0084,False,,,,0.8622,agree_ridge_mlp,17
1682,salt on pink plate,video_2cam,220,4.8702,0.8593,0.6779,0.0065,False,,,,0.8593,agree_ridge_mlp,18
1699,salt on pink plate,video_2cam,203,4.5139,0.8590,0.6572,0.0062,False,,,,0.8590,agree_ridge_mlp,19
1690,salt on pink plate,video_2cam,171,4.4500,0.8579,0.8396,0.0082,False,,,,0.8579,agree_ridge_mlp,20
1678,salt on pink plate,video_2cam,193,4.9048,0.8551,0.8650,0.0085,False,,,,0.8551,agree_ridge_mlp,21
1671,salt on pink plate,video_2cam,174,4.8626,0.8527,0.8524,0.0068,False,,,,0.8527,agree_ridge_mlp,22
1680,salt on pink plate,video_2cam,219,4.7534,0.8525,0.7148,0.0053,False,,,,0.8525,agree_ridge_mlp,23
1705,salt on pink plate,video_2cam,180,5.1099,0.8520,0.8523,0.0079,False,,,,0.8520,agree_ridge_mlp,24
1718,salt on pink plate,video_2cam,196,5.3920,0.8484,0.8094,0.0073,False,,,,0.8484,agree_ridge_mlp,25
1676,salt on pink plate,video_2cam,194,4.6672,0.8456,0.7467,0.0063,False,,,,0.8456,agree_ridge_mlp,26
1709,salt on pink plate,video_2cam,210,4.9731,0.8444,0.7443,0.0066,False,,,,0.8444,agree_ridge_mlp,27
1688,salt on pink plate,video_2cam,177,5.3008,0.8309,0.8488,0.0055,False,,,,0.8309,agree_ridge_mlp,28
1679,salt on pink plate,video_2cam,171,4.5752,0.8288,0.8224,0.0071,False,,,,0.8288,agree_ridge_mlp,29
1672,salt on pink plate,video_2cam,159,5.0962,0.8189,0.6928,0.0059,False,,,,0.8189,agree_ridge_mlp,30
1710,salt on pink plate,video_2cam,225,5.0503,0.8186,0.8131,0.0058,False,,,,0.8186,agree_ridge_mlp,31
1696,salt on pink plate,video_2cam,175,5.8575,0.8118,0.8109,0.0065,False,,,,0.8118,agree_ridge_mlp,32
1685,salt on pink plate,video_2cam,196,4.7702,0.8076,0.8391,0.0074,False,,,,0.8076,agree_ridge_mlp,33
1673,salt on pink plate,video_2cam,163,4.8272,0.8033,0.7542,0.0062,False,,,,0.8033,agree_ridge_mlp,34
1692,salt on pink plate,video_2cam,208,4.7053,0.7943,0.8243,0.0077,False,,,,0.7943,agree_ridge_mlp,35
1695,salt on pink plate,video_2cam,201,5.2623,0.7929,0.6617,0.0071,False,,,,0.7929,agree_ridge_mlp,36
1693,salt on pink plate,video_2cam,226,4.5465,0.7891,0.7163,0.0059,False,,,,0.7891,agree_ridge_mlp,37
1715,salt on pink plate,video_2cam,207,4.9972,0.7770,0.6090,0.0048,False,,,,0.7770,agree_ridge_mlp,38
1717,salt on pink plate,video_2cam,184,5.0186,0.7693,0.7572,0.0060,False,,,,0.7693,agree_ridge_mlp,39
1694,salt on pink plate,video_2cam,207,4.8832,0.7674,0.7773,0.0078,False,,,,0.7674,agree_ridge_mlp,40
1720,salt on pink plate,video_2cam,229,5.4606,0.7609,0.7709,0.0055,False,,,,0.7609,agree_ridge_mlp,41
1681,salt on pink plate,video_2cam,201,5.0211,0.7429,0.6589,0.0062,False,,,,0.7429,agree_ridge_mlp,42
1674,salt on pink plate,video_2cam,171,4.6516,0.7312,0.6776,0.0049,False,,,,0.7312,agree_ridge_mlp,43
1677,salt on pink plate,video_2cam,179,4.5673,0.7284,0.7477,0.0059,False,,,,0.7284,agree_ridge_mlp,44
1711,salt on pink plate,video_2cam,167,4.9505,0.7242,0.7067,0.0045,False,,,,0.7242,agree_ridge_mlp,45
1716,salt on pink plate,video_2cam,193,5.1528,0.7236,0.6129,0.0059,False,,,,0.7236,agree_ridge_mlp,46
1684,salt on pink plate,video_2cam,179,4.6853,0.7172,0.6578,0.0059,False,,,,0.7172,agree_ridge_mlp,47
1713,salt on pink plate,video_2cam,179,5.1485,0.6826,0.7414,0.0051,False,,,,0.6826,agree_ridge_mlp,48
1712,salt on pink plate,video_2cam,196,5.1646,0.6096,0.5345,0.0044,False,,,,0.6096,agree_ridge_mlp,49
1675,salt on pink plate,video_2cam,189,4.6968,0.5752,0.5840,0.0040,False,,,,0.5752,agree_ridge_mlp,50
655,salt on pink plate,robot_3cam,249,2.4441,0.9543,0.9584,0.0123,False,0.8419,0.8734,0.8443,0.9543,agree_ridge_mlp,1
664,salt on pink plate,robot_3cam,263,2.2797,0.9482,0.8984,0.0103,False,0.6731,0.7160,0.7762,0.9482,agree_ridge_mlp,2
662,salt on pink plate,robot_3cam,271,2.2023,0.9449,0.9113,0.0113,False,0.6950,0.8007,0.8123,0.9449,agree_ridge_mlp,3
632,salt on pink plate,robot_3cam,232,2.3146,0.9409,0.8738,0.0075,True,0.6288,0.5049,0.7751,0.9409,agree_ridge_mlp,4
648,salt on pink plate,robot_3cam,247,2.3844,0.9384,0.9184,0.0087,True,0.8452,0.7295,0.8499,0.9384,agree_ridge_mlp,5
670,salt on pink plate,robot_3cam,224,1.8747,0.9371,0.9298,0.0095,False,0.8449,0.7490,0.7700,0.9371,agree_ridge_mlp,6
676,salt on pink plate,robot_3cam,262,2.4871,0.9357,0.9199,0.0112,True,0.6787,0.7415,0.7824,0.9357,agree_ridge_mlp,7
641,salt on pink plate,robot_3cam,245,2.5362,0.9322,0.8983,0.0094,False,0.7792,0.5554,0.8384,0.9322,agree_ridge_mlp,8
653,salt on pink plate,robot_3cam,239,2.5896,0.9304,0.8809,0.0091,True,0.6585,0.4819,0.7848,0.9304,agree_ridge_mlp,9
644,salt on pink plate,robot_3cam,264,2.6789,0.9295,0.9252,0.0105,True,0.7408,0.6645,0.8423,0.9295,agree_ridge_mlp,10
661,salt on pink plate,robot_3cam,239,2.1520,0.9279,0.8842,0.0098,False,0.8455,0.7068,0.8460,0.9279,agree_ridge_mlp,11
658,salt on pink plate,robot_3cam,239,2.1601,0.9257,0.9135,0.0094,False,0.6624,0.7906,0.7634,0.9257,agree_ridge_mlp,12
645,salt on pink plate,robot_3cam,264,2.1565,0.9243,0.9515,0.0084,False,0.6347,0.5715,0.7455,0.9243,agree_ridge_mlp,13
651,salt on pink plate,robot_3cam,250,2.1341,0.9230,0.9416,0.0093,False,0.8031,0.7376,0.7801,0.9230,agree_ridge_mlp,14
656,salt on pink plate,robot_3cam,241,2.4799,0.9161,0.8800,0.0084,False,0.7182,0.4734,0.8094,0.9161,agree_ridge_mlp,15
669,salt on pink plate,robot_3cam,264,2.7507,0.9153,0.9083,0.0106,False,0.8047,0.6615,0.7999,0.9153,agree_ridge_mlp,16
667,salt on pink plate,robot_3cam,270,2.6320,0.9103,0.7986,0.0095,False,0.6314,0.4565,0.7746,0.9103,agree_ridge_mlp,17
675,salt on pink plate,robot_3cam,249,2.5405,0.9048,0.9019,0.0096,False,0.7948,0.7220,0.8457,0.9048,agree_ridge_mlp,18
639,salt on pink plate,robot_3cam,223,2.4955,0.9046,0.9631,0.0103,False,0.7320,0.7053,0.8345,0.9046,agree_ridge_mlp,19
636,salt on pink plate,robot_3cam,223,2.0390,0.9036,0.9374,0.0078,False,0.6061,0.5315,0.7633,0.9036,agree_ridge_mlp,20
638,salt on pink plate,robot_3cam,237,2.3050,0.9018,0.8659,0.0084,False,0.7267,0.4289,0.8020,0.9018,agree_ridge_mlp,21
650,salt on pink plate,robot_3cam,254,2.0280,0.9005,0.8774,0.0071,False,0.7711,0.5504,0.8132,0.9005,agree_ridge_mlp,22
634,salt on pink plate,robot_3cam,251,2.4482,0.8990,0.9248,0.0082,True,0.7969,0.6572,0.8502,0.8990,agree_ridge_mlp,23
660,salt on pink plate,robot_3cam,259,3.0716,0.8974,0.8327,0.0104,False,0.5962,0.5127,0.7244,0.8974,agree_ridge_mlp,24
640,salt on pink plate,robot_3cam,226,2.4050,0.8966,0.9471,0.0091,False,0.7626,0.6655,0.8255,0.8966,agree_ridge_mlp,25
666,salt on pink plate,robot_3cam,277,2.6089,0.8948,0.8528,0.0094,False,0.6647,0.6428,0.7815,0.8948,agree_ridge_mlp,26
643,salt on pink plate,robot_3cam,247,2.3958,0.8920,0.9487,0.0102,False,0.6600,0.7007,0.8048,0.8920,agree_ridge_mlp,27
663,salt on pink plate,robot_3cam,232,2.7375,0.8897,0.8725,0.0114,False,0.5593,0.3537,0.6558,0.8897,agree_ridge_mlp,28
652,salt on pink plate,robot_3cam,236,2.3599,0.8883,0.9240,0.0080,False,0.7416,0.5773,0.8082,0.8883,agree_ridge_mlp,29
646,salt on pink plate,robot_3cam,245,2.3664,0.8805,0.9558,0.0103,False,0.6741,0.6063,0.8176,0.8805,agree_ridge_mlp,30
635,salt on pink plate,robot_3cam,248,2.2917,0.8776,0.8489,0.0078,False,0.5687,0.3721,0.7616,0.8776,agree_ridge_mlp,31
680,salt on pink plate,robot_3cam,246,2.3090,0.8769,0.8444,0.0080,False,0.5128,0.2227,0.7170,0.8769,agree_ridge_mlp,32
673,salt on pink plate,robot_3cam,224,2.2384,0.8743,0.8638,0.0080,False,0.6143,0.4915,0.7657,0.8743,agree_ridge_mlp,33
674,salt on pink plate,robot_3cam,248,2.4472,0.8686,0.7935,0.0086,False,0.5770,0.1572,0.7621,0.8686,agree_ridge_mlp,34
647,salt on pink plate,robot_3cam,235,2.1547,0.8599,0.9236,0.0072,False,0.5770,0.5167,0.7647,0.8599,agree_ridge_mlp,35
678,salt on pink plate,robot_3cam,212,2.7511,0.8543,0.8311,0.0079,False,0.7105,0.4702,0.8105,0.8543,agree_ridge_mlp,36
649,salt on pink plate,robot_3cam,208,2.5192,0.8473,0.9536,0.0077,True,0.6083,0.4699,0.7765,0.8473,agree_ridge_mlp,37
677,salt on pink plate,robot_3cam,241,2.4599,0.8365,0.9024,0.0082,True,0.4289,0.3780,0.7078,0.8365,agree_ridge_mlp,38
659,salt on pink plate,robot_3cam,292,3.1881,0.8322,0.7505,0.0076,False,0.5128,0.2858,0.7250,0.8322,agree_ridge_mlp,39
672,salt on pink plate,robot_3cam,263,2.6444,0.8319,0.7574,0.0080,True,0.5855,0.1724,0.7659,0.8319,agree_ridge_mlp,40
657,salt on pink plate,robot_3cam,267,2.8220,0.8312,0.8925,0.0108,False,0.5462,0.4709,0.7276,0.8312,agree_ridge_mlp,41
633,salt on pink plate,robot_3cam,238,2.3902,0.8297,0.9296,0.0084,False,0.6205,0.6286,0.7771,0.8297,agree_ridge_mlp,42
631,salt on pink plate,robot_3cam,240,2.0461,0.8256,0.9430,0.0079,True,0.6977,0.5027,0.8041,0.8256,agree_ridge_mlp,43
665,salt on pink plate,robot_3cam,259,2.4464,0.8162,0.9329,0.0102,False,0.5720,0.5209,0.7427,0.8162,agree_ridge_mlp,44
671,salt on pink plate,robot_3cam,282,2.3267,0.8099,0.8919,0.0080,False,0.4624,0.3054,0.7031,0.8099,agree_ridge_mlp,45
679,salt on pink plate,robot_3cam,249,2.5497,0.7930,0.6126,0.0073,False,0.3997,-0.3158,0.7004,0.7930,agree_ridge_mlp,46
668,salt on pink plate,robot_3cam,252,2.4474,0.7880,0.7667,0.0081,True,0.2887,-0.1641,0.6596,0.7880,agree_ridge_mlp,47
642,salt on pink plate,robot_3cam,195,2.2752,0.7879,0.9162,0.0066,True,0.4391,0.3940,0.6955,0.7879,agree_ridge_mlp,48
637,salt on pink plate,robot_3cam,245,2.0580,0.7769,0.8694,0.0070,True,0.4904,0.1858,0.7483,0.7769,agree_ridge_mlp,49
654,salt on pink plate,robot_3cam,226,2.4673,0.7452,0.9201,0.0073,True,0.6216,0.5056,0.7541,0.7452,agree_ridge_mlp,50
