benchmark,method,teacher_job,ckpt_step,probe,target,action_dim,dim_name,r2,n_train,n_test,source_dir,note
realworld,ours_multi,43524549,30000,ridge,state_delta_h5,3,droll,0.066721,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,ridge,state_delta_h5,4,dpitch,0.094745,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,ridge,state_delta_h5,5,dyaw,0.42875,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,ridge,state_delta_h5,6,gripper,0.01689,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,ridge,state_delta_h5,-1,mean,0.40604,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,mlp,state_delta_h5,0,dx,0.832062,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,mlp,state_delta_h5,1,dy,0.878242,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,mlp,state_delta_h5,2,dz,0.948745,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,mlp,state_delta_h5,3,droll,0.080368,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,mlp,state_delta_h5,4,dpitch,0.134952,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,mlp,state_delta_h5,5,dyaw,0.73868,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,mlp,state_delta_h5,6,gripper,0.102931,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_multi,43524549,30000,mlp,state_delta_h5,-1,mean,0.530854,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","front+side (multi-view) DINO768d6 LAM, 30k, sharedlam2; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,abs_action_local,0,dx,0.518766,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,abs_action_local,1,dy,0.358914,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,abs_action_local,2,dz,0.681502,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,abs_action_local,3,droll,0.279658,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,abs_action_local,4,dpitch,0.256326,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,abs_action_local,5,dyaw,0.57894,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,abs_action_local,6,gripper,0.235318,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,abs_action_local,-1,mean,0.415632,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,abs_action_local,0,dx,0.800618,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,abs_action_local,1,dy,0.875606,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,abs_action_local,2,dz,0.950824,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,abs_action_local,3,droll,0.432565,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,abs_action_local,4,dpitch,0.351286,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,abs_action_local,5,dyaw,0.870458,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,abs_action_local,6,gripper,0.490934,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,abs_action_local,-1,mean,0.681756,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,state_delta_h5,0,dx,0.662969,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,state_delta_h5,1,dy,0.119359,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,state_delta_h5,2,dz,0.818443,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,state_delta_h5,3,droll,0.047428,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,state_delta_h5,4,dpitch,0.081513,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,state_delta_h5,5,dyaw,0.423612,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,state_delta_h5,6,gripper,0.019079,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,ridge,state_delta_h5,-1,mean,0.310343,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,state_delta_h5,0,dx,0.84382,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,state_delta_h5,1,dy,0.452101,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,state_delta_h5,2,dz,0.932586,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,state_delta_h5,3,droll,0.107864,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,state_delta_h5,4,dpitch,0.133076,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,state_delta_h5,5,dyaw,0.75387,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,state_delta_h5,6,gripper,0.230858,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
realworld,ours_single,44160743,30000,mlp,state_delta_h5,-1,mean,0.493454,137152,35881,"local fit, experiments/fit_decode_realworld.py on the full exports","side-only (single-view) DINO768d6 LAM, 30k, sharedlam3; local 20%-episode holdout, ridge alpha=1 / MLP(512,256)"
