model,checkpoint,source,umap_x,umap_y
sharedlam2,001000,robot_3cam,11.8,1.65
sharedlam2,001000,robot_3cam,10.92,4.07
sharedlam2,001000,robot_3cam,8.99,4.11
sharedlam2,001000,robot_3cam,9.0,3.45
sharedlam2,001000,robot_3cam,12.13,2.67
sharedlam2,001000,robot_3cam,8.97,3.5
sharedlam2,001000,robot_3cam,15.43,4.47
sharedlam2,001000,robot_3cam,10.03,3.99
sharedlam2,001000,robot_3cam,8.91,3.5
sharedlam2,001000,robot_3cam,10.39,2.44
sharedlam2,001000,robot_3cam,8.63,0.64
sharedlam2,001000,robot_3cam,8.7,2.77
sharedlam2,001000,robot_3cam,8.95,1.74
sharedlam2,001000,robot_3cam,8.06,2.89
sharedlam2,001000,robot_3cam,10.15,3.72
sharedlam2,001000,robot_3cam,9.21,1.92
sharedlam2,001000,robot_3cam,7.57,2.65
sharedlam2,001000,robot_3cam,9.58,3.26
sharedlam2,001000,robot_3cam,9.08,2.04
sharedlam2,001000,robot_3cam,10.16,3.71
sharedlam2,001000,robot_3cam,8.09,2.9
sharedlam2,001000,robot_3cam,12.36,3.39
sharedlam2,001000,robot_3cam,11.91,3.49
sharedlam2,001000,robot_3cam,9.01,3.62
sharedlam2,001000,robot_3cam,9.09,4.19
sharedlam2,001000,robot_3cam,11.48,2.78
sharedlam2,001000,robot_3cam,9.66,1.77
sharedlam2,001000,robot_3cam,10.97,1.76
sharedlam2,001000,robot_3cam,11.83,1.67
sharedlam2,001000,robot_3cam,8.7,2.78
sharedlam2,001000,robot_3cam,9.86,3.74
sharedlam2,001000,robot_3cam,8.76,2.83
sharedlam2,001000,robot_3cam,9.2,2.99
sharedlam2,001000,robot_3cam,11.77,3.57
sharedlam2,001000,robot_3cam,10.0,3.25
sharedlam2,001000,robot_3cam,8.66,1.01
sharedlam2,001000,robot_3cam,11.39,2.79
sharedlam2,001000,robot_3cam,9.43,1.77
sharedlam2,001000,robot_3cam,11.55,1.39
sharedlam2,001000,robot_3cam,8.95,1.51
sharedlam2,001000,robot_3cam,8.43,0.57
sharedlam2,001000,robot_3cam,11.47,2.28
sharedlam2,001000,robot_3cam,9.49,3.82
sharedlam2,001000,robot_3cam,9.05,3.14
sharedlam2,001000,robot_3cam,8.41,2.81
sharedlam2,001000,robot_3cam,12.15,2.85
sharedlam2,001000,robot_3cam,8.44,0.58
sharedlam2,001000,robot_3cam,9.81,1.96
sharedlam2,001000,robot_3cam,11.69,2.18
sharedlam2,001000,robot_3cam,11.45,2.08
sharedlam2,001000,robot_3cam,8.08,2.92
sharedlam2,001000,robot_3cam,8.07,2.93
sharedlam2,001000,robot_3cam,11.52,1.45
sharedlam2,001000,robot_3cam,12.18,2.84
sharedlam2,001000,robot_3cam,10.88,4.04
sharedlam2,001000,robot_3cam,7.56,2.64
sharedlam2,001000,robot_3cam,10.14,3.62
sharedlam2,001000,robot_3cam,15.59,1.03
sharedlam2,001000,robot_3cam,11.15,1.39
sharedlam2,001000,robot_3cam,10.19,2.44
sharedlam2,001000,robot_3cam,9.94,3.51
sharedlam2,001000,robot_3cam,9.02,4.22
sharedlam2,001000,robot_3cam,9.61,1.09
sharedlam2,001000,robot_3cam,8.63,1.43
sharedlam2,001000,robot_3cam,10.14,3.41
sharedlam2,001000,robot_3cam,9.3,4.19
sharedlam2,001000,robot_3cam,9.6,1.03
sharedlam2,001000,robot_3cam,9.82,3.4
sharedlam2,001000,robot_3cam,9.06,3.26
sharedlam2,001000,robot_3cam,11.43,2.54
sharedlam2,001000,robot_3cam,8.11,2.94
sharedlam2,001000,robot_3cam,9.24,3.98
sharedlam2,001000,robot_3cam,9.5,2.66
sharedlam2,001000,robot_3cam,9.04,3.78
sharedlam2,001000,robot_3cam,10.32,2.48
sharedlam2,001000,robot_3cam,9.33,3.13
sharedlam2,001000,robot_3cam,10.09,3.05
sharedlam2,001000,robot_3cam,12.5,3.31
sharedlam2,001000,robot_3cam,9.48,3.42
sharedlam2,001000,robot_3cam,8.8,3.53
sharedlam2,001000,robot_3cam,10.07,3.88
sharedlam2,001000,robot_3cam,9.55,3.92
sharedlam2,001000,robot_3cam,10.22,3.29
sharedlam2,001000,robot_3cam,10.9,1.57
sharedlam2,001000,robot_3cam,10.01,3.82
sharedlam2,001000,robot_3cam,11.47,3.62
sharedlam2,001000,robot_3cam,9.45,3.51
sharedlam2,001000,robot_3cam,8.6,2.63
sharedlam2,001000,robot_3cam,10.82,1.52
sharedlam2,001000,robot_3cam,8.47,2.82
sharedlam2,001000,robot_3cam,9.26,2.97
sharedlam2,001000,robot_3cam,11.52,1.38
sharedlam2,001000,robot_3cam,11.76,1.62
sharedlam2,001000,robot_3cam,9.95,0.87
sharedlam2,001000,robot_3cam,9.54,4.1
sharedlam2,001000,robot_3cam,10.03,1.2
sharedlam2,001000,robot_3cam,12.4,12.57
sharedlam2,001000,robot_3cam,8.96,0.84
sharedlam2,001000,robot_3cam,8.1,2.91
sharedlam2,001000,robot_3cam,11.91,2.29
sharedlam2,001000,robot_3cam,11.63,1.42
sharedlam2,001000,robot_3cam,10.03,3.8
sharedlam2,001000,robot_3cam,12.27,2.59
sharedlam2,001000,robot_3cam,9.0,3.99
sharedlam2,001000,robot_3cam,9.56,3.94
sharedlam2,001000,robot_3cam,9.21,2.86
sharedlam2,001000,robot_3cam,10.57,1.17
sharedlam2,001000,robot_3cam,10.88,4.07
sharedlam2,001000,robot_3cam,11.71,2.17
sharedlam2,001000,robot_3cam,8.81,3.61
sharedlam2,001000,robot_3cam,9.14,3.03
sharedlam2,001000,robot_3cam,9.48,0.76
sharedlam2,001000,robot_3cam,9.24,2.95
sharedlam2,001000,robot_3cam,10.93,1.77
sharedlam2,001000,robot_3cam,12.36,12.52
sharedlam2,001000,robot_3cam,10.1,3.68
sharedlam2,001000,robot_3cam,8.9,3.62
sharedlam2,001000,robot_3cam,12.35,2.67
sharedlam2,001000,robot_3cam,8.54,0.83
sharedlam2,001000,robot_3cam,9.0,4.17
sharedlam2,001000,robot_3cam,9.6,3.09
sharedlam2,001000,robot_3cam,9.19,3.12
sharedlam2,001000,robot_3cam,10.84,2.6
sharedlam2,001000,robot_3cam,10.33,2.51
sharedlam2,001000,robot_3cam,8.81,0.85
sharedlam2,001000,robot_3cam,12.3,3.06
sharedlam2,001000,robot_3cam,8.42,0.55
sharedlam2,001000,robot_3cam,11.12,2.79
sharedlam2,001000,robot_3cam,8.73,1.34
sharedlam2,001000,robot_3cam,9.78,4.09
sharedlam2,001000,robot_3cam,11.12,12.85
sharedlam2,001000,robot_3cam,11.88,2.65
sharedlam2,001000,robot_3cam,9.65,0.94
sharedlam2,001000,robot_3cam,12.19,2.13
sharedlam2,001000,robot_3cam,11.67,2.18
sharedlam2,001000,robot_3cam,12.4,12.47
sharedlam2,001000,robot_3cam,10.09,3.64
sharedlam2,001000,robot_3cam,11.27,2.89
sharedlam2,001000,robot_3cam,9.3,2.86
sharedlam2,001000,robot_3cam,9.3,4.09
sharedlam2,001000,robot_3cam,9.56,3.88
sharedlam2,001000,robot_3cam,12.21,2.44
sharedlam2,001000,robot_3cam,10.19,3.59
sharedlam2,001000,robot_3cam,9.13,2.3
sharedlam2,001000,robot_3cam,9.28,2.9
sharedlam2,001000,robot_3cam,12.01,2.82
sharedlam2,001000,robot_3cam,8.05,2.86
sharedlam2,001000,robot_3cam,9.32,2.3
sharedlam2,001000,robot_3cam,10.37,2.37
sharedlam2,001000,robot_3cam,9.41,3.11
sharedlam2,001000,robot_3cam,9.69,3.94
sharedlam2,001000,robot_3cam,9.34,3.14
sharedlam2,001000,robot_3cam,11.19,2.78
sharedlam2,001000,robot_3cam,11.7,3.57
sharedlam2,001000,robot_3cam,9.07,4.13
sharedlam2,001000,robot_3cam,8.77,1.44
sharedlam2,001000,robot_3cam,9.32,4.4
sharedlam2,001000,robot_3cam,9.74,2.51
sharedlam2,001000,robot_3cam,8.73,0.94
sharedlam2,001000,robot_3cam,9.17,3.93
sharedlam2,001000,robot_3cam,9.85,2.93
sharedlam2,001000,robot_3cam,9.25,2.64
sharedlam2,001000,robot_3cam,9.67,1.26
sharedlam2,001000,robot_3cam,9.26,2.09
sharedlam2,001000,robot_3cam,10.9,4.07
sharedlam2,001000,robot_3cam,8.86,3.6
sharedlam2,001000,robot_3cam,8.96,4.13
sharedlam2,001000,robot_3cam,11.21,1.33
sharedlam2,001000,robot_3cam,8.47,0.62
sharedlam2,001000,robot_3cam,8.97,3.04
sharedlam2,001000,robot_3cam,8.07,2.88
sharedlam2,001000,robot_3cam,9.56,3.9
sharedlam2,001000,robot_3cam,9.52,3.44
sharedlam2,001000,robot_3cam,6.93,-1.59
sharedlam2,001000,robot_3cam,10.09,3.68
sharedlam2,001000,robot_3cam,8.95,3.6
sharedlam2,001000,robot_3cam,10.94,1.78
sharedlam2,001000,robot_3cam,9.83,3.64
sharedlam2,001000,robot_3cam,9.27,2.72
sharedlam2,001000,robot_3cam,8.92,2.24
sharedlam2,001000,robot_3cam,10.09,3.94
sharedlam2,001000,robot_3cam,8.79,1.2
sharedlam2,001000,robot_3cam,10.17,3.63
sharedlam2,001000,robot_3cam,10.4,2.44
sharedlam2,001000,robot_3cam,11.78,1.62
sharedlam2,001000,robot_3cam,9.9,2.5
sharedlam2,001000,robot_3cam,9.55,2.67
sharedlam2,001000,robot_3cam,8.09,2.94
sharedlam2,001000,robot_3cam,11.73,1.5
sharedlam2,001000,robot_3cam,10.93,1.72
sharedlam2,001000,robot_3cam,11.77,3.57
sharedlam2,001000,robot_3cam,9.65,2.96
sharedlam2,001000,robot_3cam,11.53,2.31
sharedlam2,001000,robot_3cam,11.45,2.76
sharedlam2,001000,robot_3cam,10.39,2.46
sharedlam2,001000,robot_3cam,8.64,1.17
sharedlam2,001000,robot_3cam,5.9,-3.12
sharedlam2,001000,robot_3cam,9.6,1.45
sharedlam2,001000,robot_3cam,8.71,3.48
sharedlam2,001000,robot_3cam,10.08,3.77
sharedlam2,001000,robot_3cam,12.29,3.11
sharedlam2,001000,robot_3cam,9.58,3.24
sharedlam2,001000,robot_3cam,8.08,2.77
sharedlam2,001000,robot_3cam,9.61,2.38
sharedlam2,001000,robot_3cam,10.87,2.66
sharedlam2,001000,robot_3cam,8.43,0.53
sharedlam2,001000,robot_3cam,9.54,3.48
sharedlam2,001000,robot_3cam,8.98,2.46
sharedlam2,001000,robot_3cam,9.67,3.9
sharedlam2,001000,robot_3cam,10.37,2.42
sharedlam2,001000,robot_3cam,11.76,1.6
sharedlam2,001000,robot_3cam,11.53,1.44
sharedlam2,001000,robot_3cam,10.89,4.07
sharedlam2,001000,robot_3cam,9.61,3.84
sharedlam2,001000,video_2cam,13.43,9.85
sharedlam2,001000,video_2cam,16.37,0.48
sharedlam2,001000,video_2cam,11.88,4.76
sharedlam2,001000,video_2cam,14.18,0.98
sharedlam2,001000,video_2cam,16.31,1.72
sharedlam2,001000,video_2cam,16.67,1.3
sharedlam2,001000,video_2cam,19.57,6.47
sharedlam2,001000,video_2cam,17.19,1.2
sharedlam2,001000,video_2cam,13.21,4.42
sharedlam2,001000,video_2cam,11.96,5.93
sharedlam2,001000,video_2cam,17.15,1.22
sharedlam2,001000,video_2cam,14.18,0.98
sharedlam2,001000,video_2cam,12.6,3.97
sharedlam2,001000,video_2cam,13.55,9.75
sharedlam2,001000,video_2cam,16.69,5.29
sharedlam2,001000,video_2cam,11.62,5.16
sharedlam2,001000,video_2cam,15.92,2.13
sharedlam2,001000,video_2cam,16.33,1.39
sharedlam2,001000,video_2cam,14.21,1.49
sharedlam2,001000,video_2cam,16.58,4.81
sharedlam2,001000,video_2cam,15.41,1.85
sharedlam2,001000,video_2cam,16.61,0.14
sharedlam2,001000,video_2cam,14.26,1.5
sharedlam2,001000,video_2cam,11.32,6.8
sharedlam2,001000,video_2cam,11.03,14.18
sharedlam2,001000,video_2cam,13.39,9.9
sharedlam2,001000,video_2cam,15.96,2.07
sharedlam2,001000,video_2cam,12.81,4.39
sharedlam2,001000,video_2cam,16.34,0.8
sharedlam2,001000,video_2cam,16.14,2.65
sharedlam2,001000,video_2cam,17.27,5.44
sharedlam2,001000,video_2cam,11.34,5.66
sharedlam2,001000,video_2cam,15.47,2.2
sharedlam2,001000,video_2cam,13.74,9.76
sharedlam2,001000,video_2cam,13.42,9.84
sharedlam2,001000,video_2cam,16.7,0.73
sharedlam2,001000,video_2cam,13.41,9.78
sharedlam2,001000,video_2cam,11.85,4.76
sharedlam2,001000,video_2cam,14.8,1.53
sharedlam2,001000,video_2cam,16.0,4.65
sharedlam2,001000,video_2cam,16.27,5.52
sharedlam2,001000,video_2cam,16.36,0.84
sharedlam2,001000,video_2cam,12.88,11.84
sharedlam2,001000,video_2cam,16.75,5.28
sharedlam2,001000,video_2cam,11.51,4.95
sharedlam2,001000,video_2cam,16.77,0.76
sharedlam2,001000,video_2cam,16.58,4.84
sharedlam2,001000,video_2cam,15.89,4.89
sharedlam2,001000,video_2cam,15.51,2.24
sharedlam2,001000,video_2cam,11.32,6.79
sharedlam2,001000,video_2cam,16.53,4.14
sharedlam2,001000,video_2cam,16.84,1.17
sharedlam2,001000,video_2cam,13.12,4.44
sharedlam2,001000,video_2cam,11.11,6.98
sharedlam2,001000,video_2cam,16.6,5.52
sharedlam2,001000,video_2cam,16.22,2.84
sharedlam2,001000,video_2cam,16.02,5.22
sharedlam2,001000,video_2cam,15.37,1.82
sharedlam2,001000,video_2cam,15.93,5.22
sharedlam2,001000,video_2cam,16.27,1.56
sharedlam2,001000,video_2cam,13.55,9.93
sharedlam2,001000,video_2cam,13.16,4.43
sharedlam2,001000,video_2cam,13.35,9.73
sharedlam2,001000,video_2cam,11.34,5.68
sharedlam2,001000,video_2cam,16.63,5.78
sharedlam2,001000,video_2cam,16.28,1.86
sharedlam2,001000,video_2cam,16.55,4.69
sharedlam2,001000,video_2cam,16.04,0.65
sharedlam2,001000,video_2cam,13.43,9.84
sharedlam2,001000,video_2cam,16.17,2.79
sharedlam2,001000,video_2cam,15.33,4.34
sharedlam2,001000,video_2cam,11.62,5.57
sharedlam2,001000,video_2cam,11.65,5.66
sharedlam2,001000,video_2cam,16.06,1.66
sharedlam2,001000,video_2cam,17.25,5.48
sharedlam2,001000,video_2cam,16.61,0.16
sharedlam2,001000,video_2cam,13.54,9.92
sharedlam2,001000,video_2cam,16.44,4.84
sharedlam2,001000,video_2cam,16.89,5.04
sharedlam2,001000,video_2cam,13.77,1.12
sharedlam2,001000,video_2cam,16.06,0.59
sharedlam2,001000,video_2cam,16.65,5.1
sharedlam2,001000,video_2cam,12.82,4.46
sharedlam2,001000,video_2cam,16.26,3.71
sharedlam2,001000,video_2cam,15.06,1.73
sharedlam2,001000,video_2cam,12.66,4.88
sharedlam2,001000,video_2cam,11.5,4.98
sharedlam2,001000,video_2cam,12.7,4.84
sharedlam2,001000,video_2cam,14.23,1.51
sharedlam2,001000,video_2cam,15.01,1.72
sharedlam2,001000,video_2cam,16.36,1.3
sharedlam2,001000,video_2cam,11.94,14.02
sharedlam2,001000,video_2cam,16.51,0.52
sharedlam2,001000,video_2cam,16.22,1.4
sharedlam2,001000,video_2cam,15.06,1.73
sharedlam2,001000,video_2cam,10.77,6.95
sharedlam2,001000,video_2cam,13.23,4.45
sharedlam2,001000,video_2cam,11.01,7.36
sharedlam2,001000,video_2cam,14.19,1.52
sharedlam2,001000,video_2cam,16.32,3.09
sharedlam2,001000,video_2cam,16.49,0.67
sharedlam2,001000,video_2cam,16.69,5.25
sharedlam2,001000,video_2cam,11.62,5.58
sharedlam2,001000,video_2cam,15.9,1.38
sharedlam2,001000,video_2cam,16.54,4.73
sharedlam2,001000,video_2cam,16.26,2.93
sharedlam2,001000,video_2cam,15.49,2.3
sharedlam2,001000,video_2cam,12.62,11.93
sharedlam2,001000,video_2cam,13.14,4.42
sharedlam2,001000,video_2cam,16.48,0.53
sharedlam2,001000,video_2cam,11.64,5.62
sharedlam2,001000,video_2cam,11.46,5.64
sharedlam2,001000,video_2cam,16.46,0.86
sharedlam2,001000,video_2cam,17.11,1.1
sharedlam2,001000,video_2cam,11.65,5.65
sharedlam2,001000,video_2cam,19.58,6.48
sharedlam2,001000,video_2cam,16.76,0.77
sharedlam2,001000,video_2cam,11.29,4.6
sharedlam2,001000,video_2cam,16.01,1.86
sharedlam2,001000,video_2cam,16.56,4.8
sharedlam2,001000,video_2cam,16.17,2.48
sharedlam2,001000,video_2cam,15.99,4.62
sharedlam2,001000,video_2cam,16.71,0.74
sharedlam2,001000,video_2cam,16.28,2.98
sharedlam2,001000,video_2cam,17.27,5.45
sharedlam2,001000,video_2cam,15.83,2.19
sharedlam2,001000,video_2cam,16.36,1.29
sharedlam2,001000,video_2cam,13.28,9.58
sharedlam2,001000,video_2cam,14.19,1.53
sharedlam2,001000,video_2cam,16.15,0.43
sharedlam2,001000,video_2cam,16.63,1.81
sharedlam2,001000,video_2cam,16.17,0.4
sharedlam2,001000,video_2cam,16.51,1.44
sharedlam2,001000,video_2cam,11.51,4.94
sharedlam2,001000,video_2cam,14.85,1.56
sharedlam2,001000,video_2cam,16.43,1.34
sharedlam2,001000,video_2cam,11.3,6.81
sharedlam2,001000,video_2cam,16.36,1.3
sharedlam2,001000,video_2cam,11.1,14.1
sharedlam2,001000,video_2cam,12.64,4.93
sharedlam2,001000,video_2cam,15.48,2.24
sharedlam2,001000,video_2cam,11.62,5.15
sharedlam2,001000,video_2cam,12.18,9.35
sharedlam2,001000,video_2cam,16.5,0.53
sharedlam2,001000,video_2cam,15.64,1.9
sharedlam2,001000,video_2cam,13.1,10.08
sharedlam2,001000,video_2cam,16.54,4.74
sharedlam2,001000,video_2cam,16.07,0.59
sharedlam2,001000,video_2cam,16.16,0.4
sharedlam2,001000,video_2cam,17.17,1.14
sharedlam2,001000,video_2cam,12.65,4.93
sharedlam2,001000,video_2cam,17.27,5.45
sharedlam2,001000,video_2cam,15.63,1.9
sharedlam2,001000,video_2cam,15.99,4.61
sharedlam2,001000,video_2cam,11.6,5.5
sharedlam2,001000,video_2cam,15.29,1.84
sharedlam2,001000,video_2cam,17.23,5.37
sharedlam2,001000,video_2cam,16.54,5.01
sharedlam2,001000,video_2cam,16.41,5.58
sharedlam2,001000,video_2cam,15.74,1.46
sharedlam2,001000,video_2cam,16.55,1.47
sharedlam2,001000,video_2cam,16.0,4.64
sharedlam2,001000,video_2cam,15.32,4.36
sharedlam2,001000,video_2cam,16.71,5.31
sharedlam2,001000,video_2cam,16.74,5.27
sharedlam2,001000,video_2cam,16.16,2.72
sharedlam2,001000,video_2cam,15.53,2.23
sharedlam2,001000,video_2cam,10.79,6.96
sharedlam2,001000,video_2cam,16.57,0.53
sharedlam2,001000,video_2cam,15.53,2.27
sharedlam2,001000,video_2cam,12.58,3.91
sharedlam2,001000,video_2cam,16.73,-0.07
sharedlam2,001000,video_2cam,16.52,4.67
sharedlam2,001000,video_2cam,14.26,0.96
sharedlam2,001000,video_2cam,13.8,1.12
sharedlam2,001000,video_2cam,16.17,2.76
sharedlam2,001000,video_2cam,16.34,1.35
sharedlam2,001000,video_2cam,16.71,5.25
sharedlam2,001000,video_2cam,16.66,1.36
sharedlam2,001000,video_2cam,14.21,1.49
sharedlam2,001000,video_2cam,12.65,11.91
sharedlam2,001000,video_2cam,16.7,5.24
sharedlam2,001000,video_2cam,12.7,4.74
sharedlam2,001000,video_2cam,17.23,1.37
sharedlam2,001000,video_2cam,16.44,1.27
sharedlam2,001000,video_2cam,16.74,5.27
sharedlam2,001000,video_2cam,16.29,1.53
sharedlam2,001000,video_2cam,11.55,4.37
sharedlam2,001000,video_2cam,16.95,1.02
sharedlam2,001000,video_2cam,16.47,4.66
sharedlam2,001000,video_2cam,16.76,5.29
sharedlam2,001000,video_2cam,16.77,1.16
sharedlam2,001000,video_2cam,16.37,4.54
sharedlam2,001000,video_2cam,17.18,1.18
sharedlam2,001000,video_2cam,12.62,4.01
sharedlam2,001000,video_2cam,13.09,10.1
sharedlam2,001000,video_2cam,16.7,5.25
sharedlam2,001000,video_2cam,11.11,6.97
sharedlam2,001000,video_2cam,12.68,4.94
sharedlam2,001000,video_2cam,15.6,1.83
sharedlam2,001000,video_2cam,16.71,5.48
sharedlam2,001000,video_2cam,16.33,1.54
sharedlam2,001000,video_2cam,16.19,1.44
sharedlam2,001000,video_2cam,14.23,1.51
sharedlam2,001000,video_2cam,16.17,0.4
sharedlam2,001000,video_2cam,13.13,4.44
sharedlam2,001000,video_2cam,17.27,5.46
sharedlam2,001000,video_2cam,11.94,14.09
sharedlam2,001000,video_2cam,17.22,5.49
sharedlam2,001000,video_2cam,16.16,2.73
sharedlam2,001000,video_2cam,17.27,1.28
sharedlam2,001000,video_2cam,16.31,1.34
sharedlam2,001000,video_2cam,16.84,1.16
sharedlam2,001000,video_2cam,15.52,2.3
sharedlam2,001000,video_2cam,16.02,1.76
sharedlam2,001000,video_2cam,16.65,5.79
sharedlam2,001000,video_2cam,13.21,10.05
sharedlam2,001000,video_2cam,15.65,1.49
sharedlam2,001000,video_2cam,19.59,6.49
sharedlam2,001000,video_2cam,16.72,-0.07
sharedlam2,001000,video_2cam,16.92,0.98
sharedlam2,001000,video_2cam,16.33,1.33
sharedlam2,001000,video_2cam,16.38,1.82
sharedlam2,001000,video_2cam,13.69,9.73
sharedlam2,001000,video_2cam,16.74,5.29
sharedlam2,001000,video_2cam,16.3,3.0
sharedlam2,001000,video_2cam,15.46,2.18
sharedlam2,001000,video_2cam,13.69,1.14
sharedlam2,001000,video_2cam,15.35,2.06
sharedlam2,001000,video_2cam,16.02,5.04
sharedlam2,001000,video_2cam,13.57,9.93
sharedlam2,001000,video_2cam,12.02,4.83
sharedlam2,001000,video_2cam,10.79,6.97
sharedlam2,001000,video_2cam,12.8,4.35
sharedlam2,001000,video_2cam,15.92,5.22
sharedlam2,001000,video_2cam,16.32,3.04
sharedlam2,001000,video_2cam,16.0,1.78
sharedlam2,001000,video_2cam,16.54,4.77
sharedlam2,001000,video_2cam,16.63,1.14
sharedlam2,001000,video_2cam,16.58,0.86
sharedlam2,001000,video_2cam,17.44,6.21
sharedlam2,001000,video_2cam,10.78,6.92
sharedlam2,001000,video_2cam,16.73,-0.08
sharedlam2,001000,video_2cam,10.98,7.41
sharedlam2,001000,video_2cam,16.37,0.94
sharedlam2,001000,video_2cam,19.57,6.47
sharedlam2,001000,video_2cam,15.37,1.82
sharedlam2,001000,video_2cam,16.35,0.82
sharedlam2,001000,video_2cam,16.36,4.52
sharedlam2,001000,video_2cam,10.79,6.92
sharedlam2,001000,video_2cam,15.61,1.89
sharedlam2,001000,video_2cam,14.83,1.6
sharedlam2,001000,video_2cam,17.41,6.03
sharedlam2,001000,video_2cam,12.17,9.32
sharedlam2,001000,video_2cam,12.74,4.77
sharedlam2,001000,video_2cam,15.91,1.35
sharedlam2,001000,video_2cam,14.26,1.06
sharedlam2,001000,video_2cam,16.45,1.28
sharedlam2,001000,video_2cam,15.34,1.8
sharedlam2,001000,video_2cam,13.73,9.74
sharedlam2,001000,video_2cam,10.78,6.92
sharedlam2,001000,video_2cam,13.08,10.11
sharedlam2,001000,video_2cam,12.04,6.03
sharedlam2,001000,video_2cam,13.07,11.17
sharedlam2,001000,video_2cam,16.4,1.28
sharedlam2,001000,video_2cam,13.71,1.14
sharedlam2,001000,video_2cam,15.87,4.74
sharedlam2,001000,video_2cam,15.91,1.31
sharedlam2,001000,video_2cam,15.43,1.89
sharedlam2,001000,video_2cam,16.18,2.77
sharedlam2,001000,video_2cam,12.15,9.35
sharedlam2,001000,video_2cam,13.5,9.92
sharedlam2,001000,video_2cam,13.37,9.74
sharedlam2,001000,video_2cam,19.51,6.44
sharedlam2,001000,video_2cam,15.02,1.73
sharedlam2,001000,video_2cam,15.44,2.04
sharedlam2,001000,video_2cam,19.58,6.48
sharedlam2,001000,video_2cam,13.09,10.09
sharedlam2,001000,video_2cam,12.8,4.56
sharedlam2,001000,video_2cam,16.78,0.83
sharedlam2,001000,video_2cam,16.47,1.44
sharedlam2,001000,video_2cam,16.04,4.6
sharedlam2,001000,video_2cam,13.55,9.91
sharedlam2,001000,video_2cam,16.56,4.77
sharedlam2,001000,video_2cam,13.43,9.83
sharedlam2,001000,video_2cam,16.51,5.44
sharedlam2,001000,video_2cam,17.18,1.39
sharedlam2,001000,video_2cam,15.96,2.07
sharedlam2,001000,video_2cam,15.66,1.48
sharedlam2,001000,video_2cam,15.87,1.26
sharedlam2,001000,video_2cam,16.59,1.54
sharedlam2,001000,video_2cam,16.04,5.04
sharedlam2,001000,video_2cam,16.65,5.23
sharedlam2,001000,video_2cam,11.63,5.17
sharedlam2,001000,video_2cam,13.73,9.73
sharedlam2,001000,video_2cam,16.05,0.62
sharedlam2,001000,video_2cam,16.95,6.0
sharedlam2,001000,video_2cam,15.04,1.74
sharedlam2,001000,video_2cam,16.25,1.87
sharedlam2,001000,video_2cam,17.25,1.31
sharedlam2,001000,video_2cam,11.83,4.69
sharedlam2,001000,video_2cam,11.65,5.23
sharedlam2,001000,video_2cam,16.34,0.55
sharedlam2,001000,video_2cam,11.5,4.36
sharedlam2,001000,video_2cam,13.26,9.98
sharedlam2,001000,video_2cam,11.7,5.54
sharedlam2,001000,video_2cam,16.38,0.44
sharedlam2,001000,video_2cam,16.13,2.48
sharedlam2,001000,video_2cam,16.53,4.07
sharedlam2,001000,video_2cam,16.06,0.6
sharedlam2,001000,video_2cam,15.78,1.75
sharedlam2,001000,video_2cam,17.25,5.49
sharedlam2,001000,video_2cam,16.53,4.7
sharedlam2,001000,video_2cam,16.59,0.83
sharedlam2,001000,video_2cam,14.18,0.98
sharedlam2,001000,video_2cam,16.3,5.55
sharedlam2,001000,video_2cam,11.32,5.72
sharedlam2,001000,video_2cam,16.43,1.8
sharedlam2,001000,video_2cam,13.8,9.82
sharedlam2,001000,video_2cam,14.21,1.49
sharedlam2,001000,video_2cam,15.98,4.61
sharedlam2,001000,video_2cam,16.64,5.07
sharedlam2,001000,video_2cam,19.58,6.48
sharedlam2,001000,video_2cam,16.39,1.82
sharedlam2,001000,video_2cam,13.18,4.42
sharedlam2,001000,video_2cam,16.71,5.25
sharedlam2,001000,video_2cam,13.21,4.42
sharedlam2,001000,video_2cam,14.18,0.98
sharedlam2,001000,video_2cam,10.77,6.96
sharedlam2,001000,video_2cam,19.52,6.45
sharedlam2,001000,video_2cam,16.75,5.85
sharedlam2,001000,video_2cam,16.58,0.61
sharedlam2,001000,video_2cam,13.44,9.89
sharedlam2,001000,video_2cam,14.28,1.49
sharedlam2,001000,video_2cam,13.02,10.31
sharedlam2,001000,video_2cam,16.61,0.14
sharedlam2,001000,video_2cam,19.57,6.47
sharedlam2,001000,video_2cam,16.72,-0.05
sharedlam2,001000,video_2cam,12.61,3.97
sharedlam2,001000,video_2cam,16.53,3.57
sharedlam2,001000,video_2cam,15.71,4.46
sharedlam2,001000,video_2cam,16.45,4.63
sharedlam2,001000,video_2cam,16.93,1.01
sharedlam2,001000,video_2cam,11.57,5.5
sharedlam2,001000,video_2cam,15.48,1.89
sharedlam2,001000,video_2cam,16.64,4.94
sharedlam2,001000,video_2cam,16.01,1.8
sharedlam2,001000,video_2cam,16.26,1.85
sharedlam2,001000,video_2cam,15.35,4.38
sharedlam2,001000,video_2cam,16.01,2.13
sharedlam2,001000,video_2cam,16.03,1.72
sharedlam2,001000,video_2cam,11.45,4.33
sharedlam2,001000,video_2cam,16.21,2.36
sharedlam2,001000,video_2cam,15.96,2.2
sharedlam2,001000,video_2cam,12.83,4.42
sharedlam2,001000,video_2cam,11.64,5.62
sharedlam2,001000,video_2cam,16.61,0.21
sharedlam2,001000,video_2cam,11.61,5.15
sharedlam2,001000,video_2cam,14.18,0.98
