model,model_label,view,source,tsne_x,tsne_y
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,8.41,-12.08
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,31.99,-4.1
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,25.21,-37.54
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,43.6,10.79
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,57.89,-29.92
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,13.88,-42.53
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-32.79,-45.03
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,55.62,-6.05
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,13.53,-32.12
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-28.67,-20.09
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,15.94,-48.06
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-3.12,-49.36
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-24.86,-25.96
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-44.89,-50.31
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,3.59,-59.87
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-33.56,-43.07
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,31.46,-45.26
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-9.32,-41.33
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-0.14,-19.68
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-2.58,-22.57
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-51.28,-23.96
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,40.65,-40.7
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,53.48,-21.3
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,38.3,-47.15
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-29.66,-49.3
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,37.34,-10.69
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,72.61,-17.25
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,39.42,6.33
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,4.08,-67.23
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,50.46,-37.33
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,37.34,-34.97
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-55.29,-20.51
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-54.77,-20.75
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,43.25,-42.91
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,13.07,-68.62
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,0.78,-42.97
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,5.58,-72.41
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-45.25,-23.84
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,59.63,-31.5
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-47.39,-17.49
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,12.5,-34.89
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,40.05,-35.4
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,53.68,-0.36
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,49.97,19.21
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,10.23,-73.36
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-63.58,-30.4
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,0.09,-11.92
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-42.98,-51.38
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-5.01,-42.35
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,74.15,-5.11
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,58.21,-1.66
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-57.41,-21.1
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-66.35,-7.45
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-4.57,-39.11
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-56.59,-32.33
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-0.36,-12.38
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-36.64,21.1
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,4.32,-3.73
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,41.59,-7.58
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,26.85,-38.01
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-44.49,-25.9
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-15.96,-18.11
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,40.32,-41.6
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,49.91,-42.26
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,41.12,6.64
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,72.8,-4.05
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-45.92,-47.95
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,41.65,-45.18
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-64.46,-31.34
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,73.11,-16.09
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,41.74,-9.77
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,11.72,-66.99
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,23.06,-43.14
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-28.21,-46.94
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,40.93,4.75
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,45.44,-39.1
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-21.7,-29.31
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-9.3,-45.06
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,5.69,14.05
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,0.38,-64.6
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,3.62,-50.38
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-62.72,-31.7
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-13.64,-18.63
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-6.81,-14.54
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,11.28,-69.23
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-16.12,-17.16
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-36.6,-49.77
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,49.12,-6.4
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-44.03,-48.04
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,25.74,-38.63
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,1.61,-35.67
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,47.08,-8.9
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,56.64,-22.66
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-44.82,-43.69
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,13.38,-12.67
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-51.0,-42.41
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-6.16,-14.57
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,38.23,-10.23
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,48.98,-31.31
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,39.1,6.45
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,1.35,-11.92
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,5.37,-49.98
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,3.89,-11.35
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-6.81,-13.02
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-32.25,-25.3
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,35.05,-4.43
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,51.2,2.76
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,48.8,-31.6
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,74.87,-16.55
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-10.42,-28.96
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-52.55,-28.34
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,2.9,-14.28
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-45.61,-27.71
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,8.16,-22.64
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,9.57,-67.76
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,27.33,-10.75
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,73.16,-5.14
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,15.52,-51.34
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,40.15,6.73
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,23.83,-43.07
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,3.73,-37.06
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,26.61,-8.03
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,25.67,-7.12
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-38.71,-40.93
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-2.18,-49.95
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-0.43,-69.01
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,37.46,-15.29
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-52.97,-22.03
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-43.31,-33.38
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-8.83,-14.74
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-52.16,-33.91
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-32.16,-23.6
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,4.99,-38.38
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,61.33,11.56
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,64.8,8.79
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,9.12,-7.93
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,49.0,-40.38
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,12.6,-68.85
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,58.66,-29.47
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-47.42,-27.45
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,24.78,-47.29
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-3.1,-11.67
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,16.53,-72.24
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-8.59,-19.07
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,43.54,17.22
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,45.4,17.47
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-55.76,-25.14
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-56.66,-41.72
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-40.76,-21.5
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-43.77,-50.88
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-8.89,-17.35
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,58.39,4.1
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,46.25,-43.44
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-33.97,-41.27
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,11.24,-67.78
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,22.54,-46.3
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,47.41,-4.59
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,34.44,-45.26
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,0.41,-35.48
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,14.87,-48.05
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-47.44,-42.59
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,44.94,-13.11
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-57.79,-33.29
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-59.86,-29.59
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,73.67,-13.53
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,1.56,25.31
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-12.21,-40.66
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-42.76,-27.74
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-12.93,-15.59
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,27.9,-21.1
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-34.4,-44.92
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,27.82,-11.75
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,41.7,-10.25
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,48.44,-29.78
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-23.72,-29.54
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,44.67,-16.05
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-32.4,-46.83
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,57.04,-20.19
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,1.05,-61.75
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,2.66,-0.61
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-11.8,-41.27
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-46.27,-43.73
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,51.97,-26.11
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,61.3,-22.76
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,11.78,-11.38
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-2.66,-8.73
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-6.27,-8.51
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-56.88,-40.16
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,56.02,-9.19
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,1.48,-42.77
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-45.02,-42.07
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,46.3,52.89
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,68.12,4.54
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-57.09,-40.33
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-15.73,-18.05
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-11.01,-12.93
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,41.53,-35.14
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,38.93,-31.36
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,25.89,-44.5
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,7.7,-39.02
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,69.24,3.63
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,11.01,-12.21
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-26.14,14.11
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-44.44,-50.46
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,33.86,-16.57
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-0.74,-50.48
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-49.53,-40.99
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,0.81,-21.44
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,6.99,-72.62
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-4.43,-47.27
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,40.49,-31.31
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-45.83,-42.93
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-45.13,-27.93
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-56.66,-41.28
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-62.85,-9.1
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,47.24,13.78
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,34.73,-10.09
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-14.19,-31.08
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-0.07,-69.51
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,7.28,-13.35
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-37.15,-43.92
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-48.0,-23.38
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-42.5,-49.26
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-56.37,-19.96
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,36.99,12.83
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,29.76,-7.12
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,55.43,-39.74
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-0.3,-45.94
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,42.79,-5.26
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,7.32,-22.58
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,25.93,-27.31
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-31.82,-46.08
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-43.93,-25.08
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-43.3,-33.6
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-18.49,-43.17
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,61.68,-24.51
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,11.92,-43.23
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,1.82,-72.07
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,41.21,-8.99
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,40.87,7.77
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,54.02,-22.63
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,7.61,-73.26
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,13.75,-42.05
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,45.1,-38.49
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,40.87,11.0
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,5.66,-71.81
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,19.9,-64.23
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-56.05,-25.15
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-34.25,-49.45
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,58.47,-36.55
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,37.05,-33.66
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,33.42,-17.24
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,57.12,-7.0
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-37.8,-44.43
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-58.55,-21.63
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-53.26,-24.34
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,4.05,-27.11
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,45.6,-13.48
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,67.62,-23.09
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-6.92,-13.07
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,30.12,-50.97
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,39.22,-32.22
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,65.75,5.24
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-17.38,-42.96
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,0.56,-43.19
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,14.1,-46.08
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-60.13,-15.74
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,28.25,-46.45
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-53.31,-35.69
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,37.06,11.57
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,21.86,-37.93
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,12.29,-68.38
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-37.6,-38.56
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,52.85,-4.35
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,9.43,-71.73
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,65.63,4.67
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,51.16,-36.87
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,32.99,-18.11
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-32.64,-45.75
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,64.04,5.23
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,60.94,-0.1
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,58.89,-34.33
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-56.7,-42.55
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,5.9,-49.54
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-5.1,-55.45
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-36.69,-20.73
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-2.55,-50.89
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,33.43,-42.53
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,32.56,-9.23
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-34.71,-45.32
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,41.0,-39.96
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-4.63,-7.02
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,30.62,-23.51
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-2.09,-12.69
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,76.81,-14.4
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,59.77,-16.82
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,36.58,8.92
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-31.91,-32.99
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-22.47,-28.28
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-6.27,-3.57
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,31.57,20.69
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,48.01,14.7
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-32.44,-49.55
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,27.22,-46.36
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,49.6,19.8
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,37.95,-12.56
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,62.4,-23.28
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-50.75,-29.16
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,13.89,-52.69
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-38.81,-16.58
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,27.14,-19.06
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-6.29,-42.29
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,25.18,-45.7
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,59.36,-30.76
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,65.94,5.4
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,57.0,-31.58
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,52.02,-38.69
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,58.45,5.22
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-54.66,-26.28
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,27.5,-18.25
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,57.56,-35.12
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,30.14,-46.44
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,4.86,-50.27
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,69.42,-8.55
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,1.7,-71.0
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,23.56,-37.16
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,14.28,-66.67
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,27.26,-40.85
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,-26.47,-28.44
sharedlam3side,side only,motion (xyz) subspace (3-D),robot_3cam,59.1,-29.74
