model,model_label,view,source,tsne_x,tsne_y
sharedlam2,front+side,raw latent (8-D),robot_3cam,-37.74,-10.49
sharedlam2,front+side,raw latent (8-D),robot_3cam,-55.04,4.92
sharedlam2,front+side,raw latent (8-D),robot_3cam,-18.44,-8.28
sharedlam2,front+side,raw latent (8-D),robot_3cam,-48.5,-29.85
sharedlam2,front+side,raw latent (8-D),robot_3cam,6.25,-56.11
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.66,-28.57
sharedlam2,front+side,raw latent (8-D),robot_3cam,30.8,-44.56
sharedlam2,front+side,raw latent (8-D),robot_3cam,-68.41,-10.34
sharedlam2,front+side,raw latent (8-D),robot_3cam,-22.23,-57.46
sharedlam2,front+side,raw latent (8-D),robot_3cam,-22.38,-31.38
sharedlam2,front+side,raw latent (8-D),robot_3cam,27.97,-46.51
sharedlam2,front+side,raw latent (8-D),robot_3cam,-54.86,-37.8
sharedlam2,front+side,raw latent (8-D),robot_3cam,-63.6,-22.61
sharedlam2,front+side,raw latent (8-D),robot_3cam,-36.88,-14.56
sharedlam2,front+side,raw latent (8-D),robot_3cam,-12.25,-63.58
sharedlam2,front+side,raw latent (8-D),robot_3cam,-22.99,-31.37
sharedlam2,front+side,raw latent (8-D),robot_3cam,-52.75,-33.21
sharedlam2,front+side,raw latent (8-D),robot_3cam,-23.81,-25.3
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.37,-7.3
sharedlam2,front+side,raw latent (8-D),robot_3cam,-41.25,-43.12
sharedlam2,front+side,raw latent (8-D),robot_3cam,-25.0,-33.63
sharedlam2,front+side,raw latent (8-D),robot_3cam,31.69,35.36
sharedlam2,front+side,raw latent (8-D),robot_3cam,14.56,-67.72
sharedlam2,front+side,raw latent (8-D),robot_3cam,-30.47,1.52
sharedlam2,front+side,raw latent (8-D),robot_3cam,-22.06,-71.09
sharedlam2,front+side,raw latent (8-D),robot_3cam,-10.72,-40.91
sharedlam2,front+side,raw latent (8-D),robot_3cam,-12.26,-42.46
sharedlam2,front+side,raw latent (8-D),robot_3cam,-44.42,-10.52
sharedlam2,front+side,raw latent (8-D),robot_3cam,-30.32,-15.43
sharedlam2,front+side,raw latent (8-D),robot_3cam,-28.87,-33.02
sharedlam2,front+side,raw latent (8-D),robot_3cam,-62.26,-15.2
sharedlam2,front+side,raw latent (8-D),robot_3cam,-40.03,-57.76
sharedlam2,front+side,raw latent (8-D),robot_3cam,-27.91,-71.27
sharedlam2,front+side,raw latent (8-D),robot_3cam,19.1,-42.15
sharedlam2,front+side,raw latent (8-D),robot_3cam,4.91,-51.24
sharedlam2,front+side,raw latent (8-D),robot_3cam,-19.49,-74.87
sharedlam2,front+side,raw latent (8-D),robot_3cam,-5.59,-50.56
sharedlam2,front+side,raw latent (8-D),robot_3cam,-60.58,-20.49
sharedlam2,front+side,raw latent (8-D),robot_3cam,22.41,-37.39
sharedlam2,front+side,raw latent (8-D),robot_3cam,-54.31,5.43
sharedlam2,front+side,raw latent (8-D),robot_3cam,-22.0,-22.28
sharedlam2,front+side,raw latent (8-D),robot_3cam,-25.45,-7.34
sharedlam2,front+side,raw latent (8-D),robot_3cam,-65.53,-10.81
sharedlam2,front+side,raw latent (8-D),robot_3cam,-23.66,-18.73
sharedlam2,front+side,raw latent (8-D),robot_3cam,-34.92,0.8
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.18,0.63
sharedlam2,front+side,raw latent (8-D),robot_3cam,2.37,-39.1
sharedlam2,front+side,raw latent (8-D),robot_3cam,11.47,-71.06
sharedlam2,front+side,raw latent (8-D),robot_3cam,-25.15,-20.64
sharedlam2,front+side,raw latent (8-D),robot_3cam,-62.62,-18.09
sharedlam2,front+side,raw latent (8-D),robot_3cam,-21.26,-61.17
sharedlam2,front+side,raw latent (8-D),robot_3cam,-62.51,-11.21
sharedlam2,front+side,raw latent (8-D),robot_3cam,0.6,-30.8
sharedlam2,front+side,raw latent (8-D),robot_3cam,13.71,-49.38
sharedlam2,front+side,raw latent (8-D),robot_3cam,-61.78,-5.34
sharedlam2,front+side,raw latent (8-D),robot_3cam,-38.95,-14.02
sharedlam2,front+side,raw latent (8-D),robot_3cam,39.6,-45.84
sharedlam2,front+side,raw latent (8-D),robot_3cam,-48.42,-6.5
sharedlam2,front+side,raw latent (8-D),robot_3cam,-24.92,3.7
sharedlam2,front+side,raw latent (8-D),robot_3cam,14.58,-51.62
sharedlam2,front+side,raw latent (8-D),robot_3cam,-39.29,0.51
sharedlam2,front+side,raw latent (8-D),robot_3cam,-46.59,3.75
sharedlam2,front+side,raw latent (8-D),robot_3cam,-5.71,-26.97
sharedlam2,front+side,raw latent (8-D),robot_3cam,-31.32,-53.69
sharedlam2,front+side,raw latent (8-D),robot_3cam,-29.11,-70.65
sharedlam2,front+side,raw latent (8-D),robot_3cam,-28.85,3.57
sharedlam2,front+side,raw latent (8-D),robot_3cam,-32.27,-35.86
sharedlam2,front+side,raw latent (8-D),robot_3cam,23.42,-53.61
sharedlam2,front+side,raw latent (8-D),robot_3cam,-24.76,0.79
sharedlam2,front+side,raw latent (8-D),robot_3cam,-2.45,-18.14
sharedlam2,front+side,raw latent (8-D),robot_3cam,-38.06,-30.53
sharedlam2,front+side,raw latent (8-D),robot_3cam,5.11,-18.77
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.42,-23.2
sharedlam2,front+side,raw latent (8-D),robot_3cam,-58.98,-24.17
sharedlam2,front+side,raw latent (8-D),robot_3cam,-47.49,-45.38
sharedlam2,front+side,raw latent (8-D),robot_3cam,-31.25,-53.59
sharedlam2,front+side,raw latent (8-D),robot_3cam,-49.96,-23.11
sharedlam2,front+side,raw latent (8-D),robot_3cam,-41.36,-10.3
sharedlam2,front+side,raw latent (8-D),robot_3cam,22.26,-40.82
sharedlam2,front+side,raw latent (8-D),robot_3cam,-33.99,-14.2
sharedlam2,front+side,raw latent (8-D),robot_3cam,40.88,-50.32
sharedlam2,front+side,raw latent (8-D),robot_3cam,-19.04,-72.55
sharedlam2,front+side,raw latent (8-D),robot_3cam,41.69,-35.09
sharedlam2,front+side,raw latent (8-D),robot_3cam,0.21,-17.46
sharedlam2,front+side,raw latent (8-D),robot_3cam,-61.44,-7.49
sharedlam2,front+side,raw latent (8-D),robot_3cam,-30.7,-29.46
sharedlam2,front+side,raw latent (8-D),robot_3cam,17.13,-55.56
sharedlam2,front+side,raw latent (8-D),robot_3cam,-0.01,-54.57
sharedlam2,front+side,raw latent (8-D),robot_3cam,-17.35,-53.52
sharedlam2,front+side,raw latent (8-D),robot_3cam,-63.39,-21.63
sharedlam2,front+side,raw latent (8-D),robot_3cam,18.73,-57.02
sharedlam2,front+side,raw latent (8-D),robot_3cam,-43.47,-6.58
sharedlam2,front+side,raw latent (8-D),robot_3cam,-17.11,-50.28
sharedlam2,front+side,raw latent (8-D),robot_3cam,1.4,-15.84
sharedlam2,front+side,raw latent (8-D),robot_3cam,-14.96,-67.67
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.47,-63.41
sharedlam2,front+side,raw latent (8-D),robot_3cam,2.61,-47.85
sharedlam2,front+side,raw latent (8-D),robot_3cam,-18.56,-57.04
sharedlam2,front+side,raw latent (8-D),robot_3cam,13.51,-57.12
sharedlam2,front+side,raw latent (8-D),robot_3cam,-65.46,-9.99
sharedlam2,front+side,raw latent (8-D),robot_3cam,11.75,-48.61
sharedlam2,front+side,raw latent (8-D),robot_3cam,-25.28,-71.6
sharedlam2,front+side,raw latent (8-D),robot_3cam,13.26,-70.3
sharedlam2,front+side,raw latent (8-D),robot_3cam,-2.44,-29.59
sharedlam2,front+side,raw latent (8-D),robot_3cam,-66.86,-11.8
sharedlam2,front+side,raw latent (8-D),robot_3cam,-49.4,-12.54
sharedlam2,front+side,raw latent (8-D),robot_3cam,-23.3,-37.18
sharedlam2,front+side,raw latent (8-D),robot_3cam,-4.27,-43.51
sharedlam2,front+side,raw latent (8-D),robot_3cam,-28.77,-41.77
sharedlam2,front+side,raw latent (8-D),robot_3cam,-0.41,-42.46
sharedlam2,front+side,raw latent (8-D),robot_3cam,5.16,-32.48
sharedlam2,front+side,raw latent (8-D),robot_3cam,33.81,-41.88
sharedlam2,front+side,raw latent (8-D),robot_3cam,-36.07,-51.56
sharedlam2,front+side,raw latent (8-D),robot_3cam,-33.07,-16.92
sharedlam2,front+side,raw latent (8-D),robot_3cam,-27.3,-52.32
sharedlam2,front+side,raw latent (8-D),robot_3cam,-50.95,-33.84
sharedlam2,front+side,raw latent (8-D),robot_3cam,-43.78,8.55
sharedlam2,front+side,raw latent (8-D),robot_3cam,-37.24,-39.31
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.71,-52.78
sharedlam2,front+side,raw latent (8-D),robot_3cam,6.06,-70.13
sharedlam2,front+side,raw latent (8-D),robot_3cam,33.35,-45.69
sharedlam2,front+side,raw latent (8-D),robot_3cam,-20.51,-69.53
sharedlam2,front+side,raw latent (8-D),robot_3cam,-46.58,-51.77
sharedlam2,front+side,raw latent (8-D),robot_3cam,-54.8,-4.68
sharedlam2,front+side,raw latent (8-D),robot_3cam,-45.26,8.31
sharedlam2,front+side,raw latent (8-D),robot_3cam,24.28,-30.33
sharedlam2,front+side,raw latent (8-D),robot_3cam,28.64,-46.53
sharedlam2,front+side,raw latent (8-D),robot_3cam,-57.73,-1.53
sharedlam2,front+side,raw latent (8-D),robot_3cam,36.09,-33.03
sharedlam2,front+side,raw latent (8-D),robot_3cam,-32.09,-46.71
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.64,-57.73
sharedlam2,front+side,raw latent (8-D),robot_3cam,-23.4,1.26
sharedlam2,front+side,raw latent (8-D),robot_3cam,4.98,-51.73
sharedlam2,front+side,raw latent (8-D),robot_3cam,-31.48,-45.9
sharedlam2,front+side,raw latent (8-D),robot_3cam,5.01,-18.59
sharedlam2,front+side,raw latent (8-D),robot_3cam,-28.9,-39.84
sharedlam2,front+side,raw latent (8-D),robot_3cam,-31.4,-38.83
sharedlam2,front+side,raw latent (8-D),robot_3cam,2.34,-28.33
sharedlam2,front+side,raw latent (8-D),robot_3cam,-55.62,-44.68
sharedlam2,front+side,raw latent (8-D),robot_3cam,17.6,-68.44
sharedlam2,front+side,raw latent (8-D),robot_3cam,-2.23,-16.18
sharedlam2,front+side,raw latent (8-D),robot_3cam,-16.83,-12.77
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.59,-26.45
sharedlam2,front+side,raw latent (8-D),robot_3cam,-52.78,4.43
sharedlam2,front+side,raw latent (8-D),robot_3cam,30.46,-35.09
sharedlam2,front+side,raw latent (8-D),robot_3cam,8.48,-52.72
sharedlam2,front+side,raw latent (8-D),robot_3cam,-20.44,-57.31
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.01,-15.11
sharedlam2,front+side,raw latent (8-D),robot_3cam,-44.93,9.25
sharedlam2,front+side,raw latent (8-D),robot_3cam,-23.18,-74.87
sharedlam2,front+side,raw latent (8-D),robot_3cam,-61.77,-9.86
sharedlam2,front+side,raw latent (8-D),robot_3cam,-1.63,-46.22
sharedlam2,front+side,raw latent (8-D),robot_3cam,5.25,-48.22
sharedlam2,front+side,raw latent (8-D),robot_3cam,3.53,-48.14
sharedlam2,front+side,raw latent (8-D),robot_3cam,8.87,-49.73
sharedlam2,front+side,raw latent (8-D),robot_3cam,-43.46,-46.11
sharedlam2,front+side,raw latent (8-D),robot_3cam,19.77,-66.07
sharedlam2,front+side,raw latent (8-D),robot_3cam,-19.81,-61.44
sharedlam2,front+side,raw latent (8-D),robot_3cam,-20.11,-14.54
sharedlam2,front+side,raw latent (8-D),robot_3cam,-18.81,-18.13
sharedlam2,front+side,raw latent (8-D),robot_3cam,-29.99,-40.17
sharedlam2,front+side,raw latent (8-D),robot_3cam,-51.21,-17.86
sharedlam2,front+side,raw latent (8-D),robot_3cam,-36.69,-54.0
sharedlam2,front+side,raw latent (8-D),robot_3cam,23.13,-46.64
sharedlam2,front+side,raw latent (8-D),robot_3cam,-64.13,-13.65
sharedlam2,front+side,raw latent (8-D),robot_3cam,-44.88,-17.9
sharedlam2,front+side,raw latent (8-D),robot_3cam,-13.7,-2.77
sharedlam2,front+side,raw latent (8-D),robot_3cam,-38.51,-37.19
sharedlam2,front+side,raw latent (8-D),robot_3cam,-50.05,-31.98
sharedlam2,front+side,raw latent (8-D),robot_3cam,-24.98,-32.03
sharedlam2,front+side,raw latent (8-D),robot_3cam,-9.47,7.43
sharedlam2,front+side,raw latent (8-D),robot_3cam,-58.72,-23.02
sharedlam2,front+side,raw latent (8-D),robot_3cam,-25.38,-7.33
sharedlam2,front+side,raw latent (8-D),robot_3cam,-44.79,-28.96
sharedlam2,front+side,raw latent (8-D),robot_3cam,-21.21,-48.26
sharedlam2,front+side,raw latent (8-D),robot_3cam,2.6,-54.71
sharedlam2,front+side,raw latent (8-D),robot_3cam,7.76,-53.47
sharedlam2,front+side,raw latent (8-D),robot_3cam,34.63,-29.22
sharedlam2,front+side,raw latent (8-D),robot_3cam,9.28,-27.76
sharedlam2,front+side,raw latent (8-D),robot_3cam,-52.92,-33.01
sharedlam2,front+side,raw latent (8-D),robot_3cam,-50.04,-46.56
sharedlam2,front+side,raw latent (8-D),robot_3cam,-27.68,-46.35
sharedlam2,front+side,raw latent (8-D),robot_3cam,-19.57,-75.04
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.81,-27.45
sharedlam2,front+side,raw latent (8-D),robot_3cam,-59.5,-15.21
sharedlam2,front+side,raw latent (8-D),robot_3cam,31.16,36.5
sharedlam2,front+side,raw latent (8-D),robot_3cam,-41.11,-57.85
sharedlam2,front+side,raw latent (8-D),robot_3cam,20.09,-38.94
sharedlam2,front+side,raw latent (8-D),robot_3cam,-39.0,-43.02
sharedlam2,front+side,raw latent (8-D),robot_3cam,15.09,-30.75
sharedlam2,front+side,raw latent (8-D),robot_3cam,-5.18,-2.1
sharedlam2,front+side,raw latent (8-D),robot_3cam,37.24,-50.59
sharedlam2,front+side,raw latent (8-D),robot_3cam,22.31,-43.57
sharedlam2,front+side,raw latent (8-D),robot_3cam,-40.37,-44.0
sharedlam2,front+side,raw latent (8-D),robot_3cam,8.98,-72.57
sharedlam2,front+side,raw latent (8-D),robot_3cam,-25.62,-57.32
sharedlam2,front+side,raw latent (8-D),robot_3cam,6.94,-70.13
sharedlam2,front+side,raw latent (8-D),robot_3cam,-0.65,-15.69
sharedlam2,front+side,raw latent (8-D),robot_3cam,-23.47,-62.39
sharedlam2,front+side,raw latent (8-D),robot_3cam,40.29,-52.48
sharedlam2,front+side,raw latent (8-D),robot_3cam,-58.52,-7.04
sharedlam2,front+side,raw latent (8-D),robot_3cam,-58.94,-2.64
sharedlam2,front+side,raw latent (8-D),robot_3cam,9.3,-74.47
sharedlam2,front+side,raw latent (8-D),robot_3cam,-3.61,-50.33
sharedlam2,front+side,raw latent (8-D),robot_3cam,4.26,-45.62
sharedlam2,front+side,raw latent (8-D),robot_3cam,2.04,-43.88
sharedlam2,front+side,raw latent (8-D),robot_3cam,30.76,-34.25
sharedlam2,front+side,raw latent (8-D),robot_3cam,2.25,-41.84
sharedlam2,front+side,raw latent (8-D),robot_3cam,-55.6,-20.62
sharedlam2,front+side,raw latent (8-D),robot_3cam,-46.82,-45.5
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.78,-27.4
sharedlam2,front+side,raw latent (8-D),robot_3cam,30.07,-49.65
sharedlam2,front+side,raw latent (8-D),robot_3cam,-55.84,4.62
sharedlam2,front+side,raw latent (8-D),robot_3cam,39.62,-52.6
sharedlam2,front+side,raw latent (8-D),robot_3cam,-28.27,-46.14
sharedlam2,front+side,raw latent (8-D),robot_3cam,-16.93,-71.35
sharedlam2,front+side,raw latent (8-D),robot_3cam,-7.86,-2.17
sharedlam2,front+side,raw latent (8-D),robot_3cam,-53.96,9.19
sharedlam2,front+side,raw latent (8-D),robot_3cam,-11.26,-68.36
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.35,-71.43
sharedlam2,front+side,raw latent (8-D),robot_3cam,-18.66,5.37
sharedlam2,front+side,raw latent (8-D),robot_3cam,-54.9,8.69
sharedlam2,front+side,raw latent (8-D),robot_3cam,-44.38,-56.88
sharedlam2,front+side,raw latent (8-D),robot_3cam,32.45,-38.9
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.48,-33.04
sharedlam2,front+side,raw latent (8-D),robot_3cam,-21.64,-63.9
sharedlam2,front+side,raw latent (8-D),robot_3cam,-21.42,-22.42
sharedlam2,front+side,raw latent (8-D),robot_3cam,-6.31,-50.82
sharedlam2,front+side,raw latent (8-D),robot_3cam,0.98,-2.89
sharedlam2,front+side,raw latent (8-D),robot_3cam,20.75,-38.41
sharedlam2,front+side,raw latent (8-D),robot_3cam,-23.44,-29.85
sharedlam2,front+side,raw latent (8-D),robot_3cam,31.88,-44.73
sharedlam2,front+side,raw latent (8-D),robot_3cam,-37.33,-45.35
sharedlam2,front+side,raw latent (8-D),robot_3cam,-28.45,-15.54
sharedlam2,front+side,raw latent (8-D),robot_3cam,-5.1,-44.49
sharedlam2,front+side,raw latent (8-D),robot_3cam,-44.22,-56.79
sharedlam2,front+side,raw latent (8-D),robot_3cam,-41.64,-57.78
sharedlam2,front+side,raw latent (8-D),robot_3cam,-41.28,-38.37
sharedlam2,front+side,raw latent (8-D),robot_3cam,-53.78,4.16
sharedlam2,front+side,raw latent (8-D),robot_3cam,-36.0,-34.46
sharedlam2,front+side,raw latent (8-D),robot_3cam,-34.86,0.82
sharedlam2,front+side,raw latent (8-D),robot_3cam,-48.47,-46.84
sharedlam2,front+side,raw latent (8-D),robot_3cam,3.0,-31.27
sharedlam2,front+side,raw latent (8-D),robot_3cam,1.63,-20.76
sharedlam2,front+side,raw latent (8-D),robot_3cam,-30.68,-32.69
sharedlam2,front+side,raw latent (8-D),robot_3cam,-45.22,-47.33
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.03,-3.88
sharedlam2,front+side,raw latent (8-D),robot_3cam,-33.9,-0.08
sharedlam2,front+side,raw latent (8-D),robot_3cam,-28.43,-72.35
sharedlam2,front+side,raw latent (8-D),robot_3cam,-58.76,-33.55
sharedlam2,front+side,raw latent (8-D),robot_3cam,-38.05,-20.56
sharedlam2,front+side,raw latent (8-D),robot_3cam,-20.93,-74.01
sharedlam2,front+side,raw latent (8-D),robot_3cam,-18.15,-75.64
sharedlam2,front+side,raw latent (8-D),robot_3cam,15.83,-51.9
sharedlam2,front+side,raw latent (8-D),robot_3cam,-17.41,3.57
sharedlam2,front+side,raw latent (8-D),robot_3cam,-20.35,-55.82
sharedlam2,front+side,raw latent (8-D),robot_3cam,5.03,-66.87
sharedlam2,front+side,raw latent (8-D),robot_3cam,-31.85,-36.41
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.61,-75.12
sharedlam2,front+side,raw latent (8-D),robot_3cam,-39.54,-51.48
sharedlam2,front+side,raw latent (8-D),robot_3cam,3.33,-45.4
sharedlam2,front+side,raw latent (8-D),robot_3cam,-54.73,5.34
sharedlam2,front+side,raw latent (8-D),robot_3cam,-36.31,-61.65
sharedlam2,front+side,raw latent (8-D),robot_3cam,4.23,-55.06
sharedlam2,front+side,raw latent (8-D),robot_3cam,-20.38,-69.31
sharedlam2,front+side,raw latent (8-D),robot_3cam,-48.58,-37.38
sharedlam2,front+side,raw latent (8-D),robot_3cam,39.32,-49.07
sharedlam2,front+side,raw latent (8-D),robot_3cam,16.72,-66.93
sharedlam2,front+side,raw latent (8-D),robot_3cam,-43.74,-4.27
sharedlam2,front+side,raw latent (8-D),robot_3cam,38.63,-32.65
sharedlam2,front+side,raw latent (8-D),robot_3cam,4.51,-48.24
sharedlam2,front+side,raw latent (8-D),robot_3cam,22.48,-46.71
sharedlam2,front+side,raw latent (8-D),robot_3cam,-18.88,-46.27
sharedlam2,front+side,raw latent (8-D),robot_3cam,-56.6,-33.79
sharedlam2,front+side,raw latent (8-D),robot_3cam,5.71,-55.21
sharedlam2,front+side,raw latent (8-D),robot_3cam,-37.08,-42.64
sharedlam2,front+side,raw latent (8-D),robot_3cam,-44.86,-23.01
sharedlam2,front+side,raw latent (8-D),robot_3cam,-67.78,-11.57
sharedlam2,front+side,raw latent (8-D),robot_3cam,1.4,-54.83
sharedlam2,front+side,raw latent (8-D),robot_3cam,1.24,-41.33
sharedlam2,front+side,raw latent (8-D),robot_3cam,25.57,-51.47
sharedlam2,front+side,raw latent (8-D),robot_3cam,-3.3,-42.04
sharedlam2,front+side,raw latent (8-D),robot_3cam,39.02,-50.97
sharedlam2,front+side,raw latent (8-D),robot_3cam,-57.34,-37.0
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.94,-46.71
sharedlam2,front+side,raw latent (8-D),robot_3cam,-4.66,-45.11
sharedlam2,front+side,raw latent (8-D),robot_3cam,17.73,-54.86
sharedlam2,front+side,raw latent (8-D),robot_3cam,-28.58,-45.98
sharedlam2,front+side,raw latent (8-D),robot_3cam,-27.82,-20.86
sharedlam2,front+side,raw latent (8-D),robot_3cam,-5.39,-45.44
sharedlam2,front+side,raw latent (8-D),robot_3cam,-64.27,-23.67
sharedlam2,front+side,raw latent (8-D),robot_3cam,24.53,-48.01
sharedlam2,front+side,raw latent (8-D),robot_3cam,-23.95,-76.72
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.13,0.79
sharedlam2,front+side,raw latent (8-D),robot_3cam,-54.43,7.6
sharedlam2,front+side,raw latent (8-D),robot_3cam,-29.43,-71.03
sharedlam2,front+side,raw latent (8-D),robot_3cam,-48.27,-44.9
sharedlam2,front+side,raw latent (8-D),robot_3cam,32.59,-36.89
sharedlam2,front+side,raw latent (8-D),robot_3cam,-19.66,-71.71
sharedlam2,front+side,raw latent (8-D),robot_3cam,13.78,-29.51
sharedlam2,front+side,raw latent (8-D),robot_3cam,16.71,-53.28
sharedlam2,front+side,raw latent (8-D),robot_3cam,-53.3,6.57
sharedlam2,front+side,raw latent (8-D),robot_3cam,-61.45,-7.95
sharedlam2,front+side,raw latent (8-D),robot_3cam,-4.37,-51.43
sharedlam2,front+side,raw latent (8-D),robot_3cam,-18.91,-53.69
sharedlam2,front+side,raw latent (8-D),robot_3cam,-19.65,-9.91
sharedlam2,front+side,raw latent (8-D),robot_3cam,-37.11,-42.69
sharedlam2,front+side,raw latent (8-D),robot_3cam,-40.65,-58.53
sharedlam2,front+side,raw latent (8-D),robot_3cam,-39.25,-6.15
sharedlam2,front+side,raw latent (8-D),robot_3cam,-39.54,-6.04
sharedlam2,front+side,raw latent (8-D),robot_3cam,-1.84,-28.37
sharedlam2,front+side,raw latent (8-D),robot_3cam,-5.38,-48.27
sharedlam2,front+side,raw latent (8-D),robot_3cam,-15.47,-11.36
sharedlam2,front+side,raw latent (8-D),robot_3cam,-38.06,1.06
sharedlam2,front+side,raw latent (8-D),robot_3cam,-45.1,-9.01
sharedlam2,front+side,raw latent (8-D),robot_3cam,-17.89,-11.71
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.57,-20.62
sharedlam2,front+side,raw latent (8-D),robot_3cam,-14.94,-8.04
sharedlam2,front+side,raw latent (8-D),robot_3cam,-52.85,9.02
sharedlam2,front+side,raw latent (8-D),robot_3cam,-42.36,-57.16
sharedlam2,front+side,raw latent (8-D),robot_3cam,32.44,-55.76
sharedlam2,front+side,raw latent (8-D),robot_3cam,-21.56,-1.15
sharedlam2,front+side,raw latent (8-D),robot_3cam,-58.58,-26.93
sharedlam2,front+side,raw latent (8-D),robot_3cam,-30.55,-69.45
sharedlam2,front+side,raw latent (8-D),robot_3cam,31.56,34.82
sharedlam2,front+side,raw latent (8-D),robot_3cam,37.19,-32.06
sharedlam2,front+side,raw latent (8-D),robot_3cam,-51.92,-22.51
sharedlam2,front+side,raw latent (8-D),robot_3cam,6.98,-48.75
sharedlam2,front+side,raw latent (8-D),robot_3cam,-59.11,-25.6
sharedlam2,front+side,raw latent (8-D),robot_3cam,-29.51,-54.83
sharedlam2,front+side,raw latent (8-D),robot_3cam,40.49,-52.5
sharedlam2,front+side,raw latent (8-D),robot_3cam,27.65,-46.64
sharedlam2,front+side,raw latent (8-D),robot_3cam,27.33,-49.28
sharedlam2,front+side,raw latent (8-D),robot_3cam,-56.84,5.46
sharedlam2,front+side,raw latent (8-D),robot_3cam,31.97,-47.43
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.8,-53.23
sharedlam2,front+side,raw latent (8-D),robot_3cam,34.09,-49.05
sharedlam2,front+side,raw latent (8-D),robot_3cam,-35.02,-13.3
sharedlam2,front+side,raw latent (8-D),robot_3cam,-18.81,-52.01
sharedlam2,front+side,raw latent (8-D),robot_3cam,-22.1,-2.15
sharedlam2,front+side,raw latent (8-D),robot_3cam,-36.17,0.49
sharedlam2,front+side,raw latent (8-D),robot_3cam,-0.04,-27.29
sharedlam2,front+side,raw latent (8-D),robot_3cam,36.14,-47.32
sharedlam2,front+side,raw latent (8-D),robot_3cam,-32.24,-14.52
sharedlam2,front+side,raw latent (8-D),robot_3cam,-26.85,-72.84
sharedlam2,front+side,raw latent (8-D),robot_3cam,-45.53,8.01
sharedlam2,front+side,raw latent (8-D),robot_3cam,39.24,-30.16
sharedlam2,front+side,raw latent (8-D),robot_3cam,13.98,-45.63
sharedlam2,front+side,raw latent (8-D),robot_3cam,-37.35,-41.46
sharedlam2,front+side,raw latent (8-D),robot_3cam,18.52,-38.31
sharedlam2,front+side,raw latent (8-D),robot_3cam,-38.44,-31.55
sharedlam2,front+side,raw latent (8-D),robot_3cam,39.95,-30.87
sharedlam2,front+side,raw latent (8-D),robot_3cam,16.09,-62.78
sharedlam2,front+side,raw latent (8-D),robot_3cam,8.72,-52.01
sharedlam2,front+side,raw latent (8-D),robot_3cam,33.58,-48.74
sharedlam2,front+side,raw latent (8-D),robot_3cam,37.69,-32.94
sharedlam2,front+side,raw latent (8-D),robot_3cam,-43.95,-28.93
sharedlam2,front+side,raw latent (8-D),robot_3cam,-13.55,-63.85
sharedlam2,front+side,raw latent (8-D),robot_3cam,-24.17,-76.62
sharedlam2,front+side,raw latent (8-D),robot_3cam,30.85,-50.97
sharedlam2,front+side,raw latent (8-D),robot_3cam,-35.95,-18.2
sharedlam2,front+side,raw latent (8-D),robot_3cam,-22.93,-18.11
sharedlam2,front+side,raw latent (8-D),robot_3cam,14.34,-46.74
sharedlam2,front+side,raw latent (8-D),robot_3cam,-1.08,-28.76
sharedlam2,front+side,raw latent (8-D),robot_3cam,-13.72,3.43
sharedlam2,front+side,raw latent (8-D),robot_3cam,2.0,-16.18
sharedlam2,front+side,raw latent (8-D),robot_3cam,-13.64,-10.84
sharedlam2,front+side,raw latent (8-D),robot_3cam,-4.86,-49.95
sharedlam2,front+side,raw latent (8-D),robot_3cam,-0.34,-52.4
sharedlam2,front+side,raw latent (8-D),robot_3cam,-23.37,-57.9
sharedlam2,front+side,raw latent (8-D),robot_3cam,-21.52,3.55
sharedlam2,front+side,raw latent (8-D),robot_3cam,30.37,-50.27
sharedlam2,front+side,raw latent (8-D),robot_3cam,13.25,-66.47
sharedlam2,front+side,raw latent (8-D),robot_3cam,-37.76,-21.52
sharedlam2,front+side,raw latent (8-D),robot_3cam,40.98,-34.38
sharedlam2,front+side,raw latent (8-D),robot_3cam,15.3,-53.19
sharedlam2,front+side,raw latent (8-D),robot_3cam,-21.56,-34.97
sharedlam2,front+side,raw latent (8-D),robot_3cam,-13.08,-9.77
sharedlam2,front+side,raw latent (8-D),robot_3cam,-20.46,-48.83
sharedlam2,front+side,raw latent (8-D),robot_3cam,-19.32,5.52
sharedlam2,front+side,raw latent (8-D),robot_3cam,-50.53,-25.39
