teacher,n_emb,checkpoint,embodiment,umap_x,umap_y
xemb1iiwa,2,001000,franka,8.03,-3.74
xemb1iiwa,2,001000,franka,11.57,25.29
xemb1iiwa,2,001000,franka,-4.11,9.86
xemb1iiwa,2,001000,franka,-2.72,9.58
xemb1iiwa,2,001000,franka,11.02,25.7
xemb1iiwa,2,001000,franka,11.49,24.97
xemb1iiwa,2,001000,franka,12.01,25.06
xemb1iiwa,2,001000,franka,-3.91,10.31
xemb1iiwa,2,001000,franka,-4.03,9.94
xemb1iiwa,2,001000,franka,7.15,-3.75
xemb1iiwa,2,001000,franka,12.08,24.95
xemb1iiwa,2,001000,franka,12.15,25.35
xemb1iiwa,2,001000,franka,6.96,-3.85
xemb1iiwa,2,001000,franka,8.05,-3.54
xemb1iiwa,2,001000,franka,8.05,-3.72
xemb1iiwa,2,001000,franka,2.13,22.9
xemb1iiwa,2,001000,franka,11.47,24.55
xemb1iiwa,2,001000,franka,-2.76,9.47
xemb1iiwa,2,001000,franka,11.18,25.06
xemb1iiwa,2,001000,franka,8.07,-8.41
xemb1iiwa,2,001000,franka,7.97,-3.52
xemb1iiwa,2,001000,franka,-5.98,5.35
xemb1iiwa,2,001000,franka,11.45,24.54
xemb1iiwa,2,001000,franka,7.98,-3.79
xemb1iiwa,2,001000,franka,8.02,-3.65
xemb1iiwa,2,001000,franka,-5.75,5.3
xemb1iiwa,2,001000,franka,12.28,25.31
xemb1iiwa,2,001000,franka,-5.74,5.34
xemb1iiwa,2,001000,franka,-4.7,8.62
xemb1iiwa,2,001000,franka,2.29,22.95
xemb1iiwa,2,001000,franka,6.92,-3.82
xemb1iiwa,2,001000,franka,-3.7,10.35
xemb1iiwa,2,001000,franka,7.68,-8.53
xemb1iiwa,2,001000,franka,3.51,22.77
xemb1iiwa,2,001000,franka,2.07,23.03
xemb1iiwa,2,001000,franka,11.77,25.46
xemb1iiwa,2,001000,franka,-4.45,8.88
xemb1iiwa,2,001000,franka,8.02,-3.75
xemb1iiwa,2,001000,franka,-5.27,6.12
xemb1iiwa,2,001000,franka,-5.04,6.2
xemb1iiwa,2,001000,franka,12.33,25.28
xemb1iiwa,2,001000,franka,11.43,25.47
xemb1iiwa,2,001000,franka,-5.07,6.19
xemb1iiwa,2,001000,franka,2.0,23.13
xemb1iiwa,2,001000,franka,-5.43,5.37
xemb1iiwa,2,001000,franka,11.12,25.67
xemb1iiwa,2,001000,franka,8.11,-3.64
xemb1iiwa,2,001000,franka,3.46,22.63
xemb1iiwa,2,001000,franka,2.64,22.85
xemb1iiwa,2,001000,franka,-4.45,8.57
xemb1iiwa,2,001000,franka,-4.23,10.07
xemb1iiwa,2,001000,franka,2.64,22.87
xemb1iiwa,2,001000,franka,-4.32,8.89
xemb1iiwa,2,001000,franka,-5.18,7.54
xemb1iiwa,2,001000,franka,7.17,-3.87
xemb1iiwa,2,001000,franka,12.06,24.94
xemb1iiwa,2,001000,franka,7.2,-3.83
xemb1iiwa,2,001000,franka,12.46,25.13
xemb1iiwa,2,001000,franka,7.87,-8.44
xemb1iiwa,2,001000,franka,3.41,22.62
xemb1iiwa,2,001000,franka,-4.54,8.33
xemb1iiwa,2,001000,franka,7.77,-3.61
xemb1iiwa,2,001000,franka,7.72,-8.59
xemb1iiwa,2,001000,franka,-5.27,6.07
xemb1iiwa,2,001000,franka,2.09,22.98
xemb1iiwa,2,001000,franka,-5.25,7.59
xemb1iiwa,2,001000,franka,-5.85,5.38
xemb1iiwa,2,001000,franka,-3.76,9.54
xemb1iiwa,2,001000,franka,-5.03,6.14
xemb1iiwa,2,001000,franka,-3.75,9.82
xemb1iiwa,2,001000,franka,-5.27,5.67
xemb1iiwa,2,001000,franka,-4.93,7.97
xemb1iiwa,2,001000,franka,-3.61,9.83
xemb1iiwa,2,001000,franka,-5.95,5.34
xemb1iiwa,2,001000,franka,7.77,-8.48
xemb1iiwa,2,001000,franka,-3.89,10.01
xemb1iiwa,2,001000,franka,-5.68,5.45
xemb1iiwa,2,001000,franka,-4.77,9.77
xemb1iiwa,2,001000,franka,10.47,24.83
xemb1iiwa,2,001000,franka,-4.08,9.57
xemb1iiwa,2,001000,franka,-2.7,9.62
xemb1iiwa,2,001000,franka,-5.23,7.62
xemb1iiwa,2,001000,franka,-4.86,7.66
xemb1iiwa,2,001000,franka,12.54,25.12
xemb1iiwa,2,001000,franka,11.13,25.17
xemb1iiwa,2,001000,franka,-4.76,8.5
xemb1iiwa,2,001000,franka,11.48,25.44
xemb1iiwa,2,001000,franka,-3.48,9.88
xemb1iiwa,2,001000,franka,-4.94,7.79
xemb1iiwa,2,001000,franka,11.24,25.61
xemb1iiwa,2,001000,franka,3.48,22.71
xemb1iiwa,2,001000,franka,-4.35,8.9
xemb1iiwa,2,001000,franka,7.86,-8.37
xemb1iiwa,2,001000,franka,7.67,-8.38
xemb1iiwa,2,001000,franka,-3.89,10.2
xemb1iiwa,2,001000,franka,11.2,25.22
xemb1iiwa,2,001000,franka,7.95,-8.38
xemb1iiwa,2,001000,franka,-5.51,5.83
xemb1iiwa,2,001000,franka,-2.69,9.63
xemb1iiwa,2,001000,franka,2.13,22.97
xemb1iiwa,2,001000,franka,8.05,-3.73
xemb1iiwa,2,001000,franka,-3.96,10.14
xemb1iiwa,2,001000,franka,-4.84,7.85
xemb1iiwa,2,001000,franka,11.4,24.92
xemb1iiwa,2,001000,franka,12.24,25.08
xemb1iiwa,2,001000,franka,11.35,25.09
xemb1iiwa,2,001000,franka,12.34,25.13
xemb1iiwa,2,001000,franka,2.54,22.82
xemb1iiwa,2,001000,franka,8.01,-3.81
xemb1iiwa,2,001000,franka,12.36,25.44
xemb1iiwa,2,001000,franka,-4.16,9.35
xemb1iiwa,2,001000,franka,-2.69,9.62
xemb1iiwa,2,001000,franka,-3.78,9.52
xemb1iiwa,2,001000,franka,12.29,25.36
xemb1iiwa,2,001000,franka,-5.63,5.4
xemb1iiwa,2,001000,franka,3.45,22.63
xemb1iiwa,2,001000,franka,12.19,25.36
xemb1iiwa,2,001000,franka,11.29,25.52
xemb1iiwa,2,001000,franka,2.17,22.94
xemb1iiwa,2,001000,franka,-4.9,7.49
xemb1iiwa,2,001000,franka,-5.55,5.39
xemb1iiwa,2,001000,franka,7.69,-8.51
xemb1iiwa,2,001000,franka,7.79,-8.61
xemb1iiwa,2,001000,franka,2.73,22.78
xemb1iiwa,2,001000,franka,-4.58,7.77
xemb1iiwa,2,001000,franka,3.51,22.72
xemb1iiwa,2,001000,franka,-5.0,9.95
xemb1iiwa,2,001000,franka,11.49,25.45
xemb1iiwa,2,001000,franka,11.6,25.23
xemb1iiwa,2,001000,franka,-4.4,8.79
xemb1iiwa,2,001000,franka,11.58,25.37
xemb1iiwa,2,001000,franka,7.34,-3.85
xemb1iiwa,2,001000,franka,7.0,-3.8
xemb1iiwa,2,001000,franka,6.9,-3.79
xemb1iiwa,2,001000,franka,11.13,25.65
xemb1iiwa,2,001000,franka,-4.31,9.19
xemb1iiwa,2,001000,franka,7.18,-3.86
xemb1iiwa,2,001000,franka,-4.24,9.17
xemb1iiwa,2,001000,franka,11.54,25.57
xemb1iiwa,2,001000,franka,11.52,25.36
xemb1iiwa,2,001000,franka,11.5,24.85
xemb1iiwa,2,001000,franka,-5.64,5.43
xemb1iiwa,2,001000,franka,7.0,-3.66
xemb1iiwa,2,001000,franka,8.03,-3.6
xemb1iiwa,2,001000,franka,3.45,22.66
xemb1iiwa,2,001000,franka,-4.05,9.69
xemb1iiwa,2,001000,franka,11.98,25.3
xemb1iiwa,2,001000,franka,2.63,22.88
xemb1iiwa,2,001000,franka,11.39,25.38
xemb1iiwa,2,001000,franka,-5.35,6.0
xemb1iiwa,2,001000,franka,-4.96,9.97
xemb1iiwa,2,001000,franka,6.89,-3.79
xemb1iiwa,2,001000,franka,-4.37,10.03
xemb1iiwa,2,001000,franka,-3.57,10.34
xemb1iiwa,2,001000,franka,12.06,25.13
xemb1iiwa,2,001000,franka,12.04,24.97
xemb1iiwa,2,001000,franka,-5.26,7.6
xemb1iiwa,2,001000,franka,12.06,25.33
xemb1iiwa,2,001000,franka,-4.02,8.86
xemb1iiwa,2,001000,franka,7.79,-3.6
xemb1iiwa,2,001000,franka,-4.13,9.37
xemb1iiwa,2,001000,franka,-4.9,7.44
xemb1iiwa,2,001000,franka,-5.89,5.36
xemb1iiwa,2,001000,franka,11.64,25.36
xemb1iiwa,2,001000,franka,7.92,-8.33
xemb1iiwa,2,001000,franka,-4.57,7.84
xemb1iiwa,2,001000,franka,8.13,-3.7
xemb1iiwa,2,001000,franka,12.38,25.41
xemb1iiwa,2,001000,franka,-3.76,8.99
xemb1iiwa,2,001000,franka,-3.96,9.99
xemb1iiwa,2,001000,franka,6.91,-3.8
xemb1iiwa,2,001000,franka,12.57,25.13
xemb1iiwa,2,001000,franka,-5.45,5.22
xemb1iiwa,2,001000,franka,8.05,-3.63
xemb1iiwa,2,001000,franka,7.78,-8.49
xemb1iiwa,2,001000,franka,7.77,-8.47
xemb1iiwa,2,001000,franka,7.76,-3.51
xemb1iiwa,2,001000,franka,2.01,22.95
xemb1iiwa,2,001000,franka,-5.24,5.65
xemb1iiwa,2,001000,franka,-4.08,9.92
xemb1iiwa,2,001000,franka,7.69,-8.4
xemb1iiwa,2,001000,franka,-4.29,9.99
xemb1iiwa,2,001000,franka,7.03,-3.73
xemb1iiwa,2,001000,franka,8.07,-3.63
xemb1iiwa,2,001000,franka,7.13,-3.74
xemb1iiwa,2,001000,franka,7.92,-8.35
xemb1iiwa,2,001000,franka,11.42,24.93
xemb1iiwa,2,001000,franka,7.71,-8.38
xemb1iiwa,2,001000,franka,2.03,23.13
xemb1iiwa,2,001000,franka,8.02,-3.62
xemb1iiwa,2,001000,franka,2.62,22.87
xemb1iiwa,2,001000,franka,7.81,-8.41
xemb1iiwa,2,001000,franka,-4.55,8.49
xemb1iiwa,2,001000,franka,7.37,-3.89
xemb1iiwa,2,001000,franka,6.88,-3.8
xemb1iiwa,2,001000,franka,7.8,-8.48
xemb1iiwa,2,001000,franka,11.52,25.55
xemb1iiwa,2,001000,franka,10.85,24.88
xemb1iiwa,2,001000,franka,-5.89,5.38
xemb1iiwa,2,001000,franka,-5.63,5.4
xemb1iiwa,2,001000,franka,11.1,25.66
xemb1iiwa,2,001000,franka,7.73,-8.6
xemb1iiwa,2,001000,franka,-3.83,10.35
xemb1iiwa,2,001000,franka,7.55,-3.73
xemb1iiwa,2,001000,franka,-5.97,5.34
xemb1iiwa,2,001000,franka,-2.78,9.56
xemb1iiwa,2,001000,franka,3.48,22.68
xemb1iiwa,2,001000,franka,-2.73,9.59
xemb1iiwa,2,001000,franka,-4.62,8.24
xemb1iiwa,2,001000,franka,-4.69,8.93
xemb1iiwa,2,001000,franka,-5.3,5.59
xemb1iiwa,2,001000,franka,-5.03,6.28
xemb1iiwa,2,001000,franka,7.84,-3.67
xemb1iiwa,2,001000,franka,7.72,-8.49
xemb1iiwa,2,001000,franka,7.67,-8.38
xemb1iiwa,2,001000,franka,6.92,-3.79
xemb1iiwa,2,001000,franka,-2.77,9.6
xemb1iiwa,2,001000,franka,1.83,22.72
xemb1iiwa,2,001000,franka,11.21,25.62
xemb1iiwa,2,001000,franka,-4.1,9.64
xemb1iiwa,2,001000,franka,12.22,25.36
xemb1iiwa,2,001000,franka,11.58,25.5
xemb1iiwa,2,001000,franka,-4.09,9.81
xemb1iiwa,2,001000,franka,-4.32,8.73
xemb1iiwa,2,001000,franka,-5.58,5.43
xemb1iiwa,2,001000,franka,11.42,25.51
xemb1iiwa,2,001000,franka,11.3,25.18
xemb1iiwa,2,001000,franka,-5.73,5.45
xemb1iiwa,2,001000,franka,12.25,25.1
xemb1iiwa,2,001000,franka,-3.56,9.45
xemb1iiwa,2,001000,franka,12.11,25.33
xemb1iiwa,2,001000,franka,7.87,-3.53
xemb1iiwa,2,001000,franka,2.63,22.9
xemb1iiwa,2,001000,franka,7.44,-3.83
xemb1iiwa,2,001000,franka,-3.6,10.08
xemb1iiwa,2,001000,franka,7.75,-8.44
xemb1iiwa,2,001000,franka,-3.54,10.52
xemb1iiwa,2,001000,franka,-4.55,7.82
xemb1iiwa,2,001000,franka,-2.76,9.55
xemb1iiwa,2,001000,franka,12.55,25.13
xemb1iiwa,2,001000,franka,12.39,25.43
xemb1iiwa,2,001000,franka,-5.27,6.12
xemb1iiwa,2,001000,franka,8.05,-8.34
xemb1iiwa,2,001000,franka,-5.76,5.34
xemb1iiwa,2,001000,franka,2.64,22.85
xemb1iiwa,2,001000,franka,7.84,-8.39
xemb1iiwa,2,001000,franka,12.25,25.06
xemb1iiwa,2,001000,franka,2.14,22.91
xemb1iiwa,2,001000,franka,-2.77,9.56
xemb1iiwa,2,001000,franka,8.11,-3.6
xemb1iiwa,2,001000,franka,8.01,-8.52
xemb1iiwa,2,001000,franka,7.06,-3.81
xemb1iiwa,2,001000,franka,12.37,25.21
xemb1iiwa,2,001000,franka,8.02,-3.8
xemb1iiwa,2,001000,franka,11.4,25.06
xemb1iiwa,2,001000,franka,-5.45,5.22
xemb1iiwa,2,001000,franka,7.67,-8.35
xemb1iiwa,2,001000,franka,-4.56,8.79
xemb1iiwa,2,001000,franka,11.97,24.95
xemb1iiwa,2,001000,franka,-4.84,7.77
xemb1iiwa,2,001000,franka,12.05,25.36
xemb1iiwa,2,001000,franka,11.55,25.47
xemb1iiwa,2,001000,franka,3.53,22.73
xemb1iiwa,2,001000,franka,8.03,-3.6
xemb1iiwa,2,001000,franka,1.96,23.06
xemb1iiwa,2,001000,franka,2.25,22.99
xemb1iiwa,2,001000,franka,7.4,-3.87
xemb1iiwa,2,001000,franka,-5.14,6.16
xemb1iiwa,2,001000,franka,7.49,-3.8
xemb1iiwa,2,001000,franka,-4.47,8.75
xemb1iiwa,2,001000,franka,-4.03,10.07
xemb1iiwa,2,001000,franka,-4.69,8.79
xemb1iiwa,2,001000,franka,2.19,23.01
xemb1iiwa,2,001000,franka,-5.01,7.97
xemb1iiwa,2,001000,franka,-3.82,10.38
xemb1iiwa,2,001000,franka,7.29,-3.99
xemb1iiwa,2,001000,franka,8.12,-3.41
xemb1iiwa,2,001000,franka,7.89,-3.45
xemb1iiwa,2,001000,franka,11.12,25.67
xemb1iiwa,2,001000,franka,2.63,22.9
xemb1iiwa,2,001000,franka,12.29,25.28
xemb1iiwa,2,001000,franka,-4.01,9.48
xemb1iiwa,2,001000,franka,-3.71,10.41
xemb1iiwa,2,001000,franka,12.4,25.26
xemb1iiwa,2,001000,franka,7.42,-3.88
xemb1iiwa,2,001000,franka,3.5,22.71
xemb1iiwa,2,001000,franka,-5.93,5.35
xemb1iiwa,2,001000,franka,11.68,25.32
xemb1iiwa,2,001000,franka,-3.85,10.06
xemb1iiwa,2,001000,franka,11.62,25.18
xemb1iiwa,2,001000,franka,11.38,25.35
xemb1iiwa,2,001000,franka,-4.56,8.46
xemb1iiwa,2,001000,franka,-5.08,7.46
xemb1iiwa,2,001000,franka,12.19,25.11
xemb1iiwa,2,001000,franka,-4.75,7.64
xemb1iiwa,2,001000,franka,8.06,-3.6
xemb1iiwa,2,001000,franka,3.5,22.72
xemb1iiwa,2,001000,franka,1.89,23.07
xemb1iiwa,2,001000,franka,-5.96,5.33
xemb1iiwa,2,001000,franka,12.18,25.25
xemb1iiwa,2,001000,franka,-4.19,9.24
xemb1iiwa,2,001000,franka,-2.72,9.61
xemb1iiwa,2,001000,franka,12.53,25.13
xemb1iiwa,2,001000,franka,12.15,25.37
xemb1iiwa,2,001000,franka,-3.84,10.38
xemb1iiwa,2,001000,franka,11.42,25.09
xemb1iiwa,2,001000,franka,7.71,-8.39
xemb1iiwa,2,001000,franka,7.73,-8.4
xemb1iiwa,2,001000,franka,-4.59,8.51
xemb1iiwa,2,001000,franka,11.23,25.58
xemb1iiwa,2,001000,franka,12.3,25.28
xemb1iiwa,2,001000,franka,3.54,22.74
xemb1iiwa,2,001000,franka,6.93,-3.79
xemb1iiwa,2,001000,franka,-4.36,8.9
xemb1iiwa,2,001000,franka,1.92,23.02
xemb1iiwa,2,001000,franka,-4.3,8.94
xemb1iiwa,2,001000,franka,-5.06,6.21
xemb1iiwa,2,001000,franka,-5.93,5.42
xemb1iiwa,2,001000,franka,3.46,22.67
xemb1iiwa,2,001000,franka,7.91,-3.81
xemb1iiwa,2,001000,franka,7.46,-3.81
xemb1iiwa,2,001000,franka,-4.89,7.81
xemb1iiwa,2,001000,franka,-4.41,8.87
xemb1iiwa,2,001000,franka,3.54,22.75
xemb1iiwa,2,001000,franka,-4.2,9.27
xemb1iiwa,2,001000,franka,-5.7,5.39
xemb1iiwa,2,001000,franka,12.27,25.38
xemb1iiwa,2,001000,franka,-5.18,7.54
xemb1iiwa,2,001000,franka,10.84,24.84
xemb1iiwa,2,001000,franka,-4.6,7.78
xemb1iiwa,2,001000,franka,7.67,-8.41
xemb1iiwa,2,001000,franka,-5.76,5.24
xemb1iiwa,2,001000,franka,1.65,22.77
xemb1iiwa,2,001000,franka,11.19,25.2
xemb1iiwa,2,001000,franka,-5.96,5.32
xemb1iiwa,2,001000,franka,-4.02,9.49
xemb1iiwa,2,001000,franka,11.51,25.4
xemb1iiwa,2,001000,franka,-4.57,8.76
xemb1iiwa,2,001000,franka,12.34,25.43
xemb1iiwa,2,001000,franka,-4.93,8.12
xemb1iiwa,2,001000,franka,7.17,-4.04
xemb1iiwa,2,001000,franka,11.38,25.02
xemb1iiwa,2,001000,franka,-3.85,8.76
xemb1iiwa,2,001000,franka,7.98,-8.32
xemb1iiwa,2,001000,franka,-3.86,8.79
xemb1iiwa,2,001000,franka,7.78,-8.4
xemb1iiwa,2,001000,franka,8.05,-3.5
xemb1iiwa,2,001000,franka,-4.52,8.21
xemb1iiwa,2,001000,franka,7.64,-8.54
xemb1iiwa,2,001000,franka,6.88,-3.77
xemb1iiwa,2,001000,franka,11.32,25.6
xemb1iiwa,2,001000,franka,-5.94,5.35
xemb1iiwa,2,001000,franka,1.86,23.1
xemb1iiwa,2,001000,franka,8.02,-3.8
xemb1iiwa,2,001000,franka,6.89,-3.72
xemb1iiwa,2,001000,franka,-4.33,10.03
xemb1iiwa,2,001000,franka,3.51,22.71
xemb1iiwa,2,001000,franka,-3.76,10.44
xemb1iiwa,2,001000,franka,11.95,25.41
xemb1iiwa,2,001000,franka,11.76,24.89
xemb1iiwa,2,001000,franka,7.8,-8.56
xemb1iiwa,2,001000,franka,2.13,23.03
xemb1iiwa,2,001000,franka,-4.7,7.71
xemb1iiwa,2,001000,franka,-5.71,5.25
xemb1iiwa,2,001000,franka,8.0,-3.51
xemb1iiwa,2,001000,franka,-2.67,9.62
xemb1iiwa,2,001000,franka,12.28,25.24
xemb1iiwa,2,001000,franka,-3.78,8.92
xemb1iiwa,2,001000,franka,12.39,25.28
xemb1iiwa,2,001000,franka,-4.19,9.99
xemb1iiwa,2,001000,franka,-3.73,10.39
xemb1iiwa,2,001000,franka,11.59,25.52
xemb1iiwa,2,001000,franka,-5.05,7.89
xemb1iiwa,2,001000,franka,-3.81,9.44
xemb1iiwa,2,001000,franka,7.75,-8.59
xemb1iiwa,2,001000,franka,-4.84,7.8
xemb1iiwa,2,001000,franka,-3.66,10.33
xemb1iiwa,2,001000,franka,-3.82,8.83
xemb1iiwa,2,001000,franka,-4.24,10.01
xemb1iiwa,2,001000,franka,7.67,-8.37
xemb1iiwa,2,001000,franka,1.8,23.02
xemb1iiwa,2,001000,franka,6.99,-3.84
xemb1iiwa,2,001000,franka,-4.78,7.7
xemb1iiwa,2,001000,franka,-4.21,9.34
xemb1iiwa,2,001000,franka,7.79,-8.39
xemb1iiwa,2,001000,franka,12.59,25.16
xemb1iiwa,2,001000,franka,-4.06,9.42
xemb1iiwa,2,001000,franka,3.55,22.75
xemb1iiwa,2,001000,franka,12.14,25.23
xemb1iiwa,2,001000,franka,7.11,-3.79
xemb1iiwa,2,001000,franka,-5.17,7.59
xemb1iiwa,2,001000,franka,-5.25,6.09
xemb1iiwa,2,001000,franka,7.95,-8.44
xemb1iiwa,2,001000,franka,11.62,25.45
xemb1iiwa,2,001000,franka,12.15,25.12
xemb1iiwa,2,001000,franka,-4.29,10.03
xemb1iiwa,2,001000,franka,11.5,25.56
xemb1iiwa,2,001000,franka,-5.94,5.37
xemb1iiwa,2,001000,franka,-5.27,6.09
xemb1iiwa,2,001000,franka,-5.42,5.87
xemb1iiwa,2,001000,franka,7.83,-8.44
xemb1iiwa,2,001000,franka,1.88,22.85
xemb1iiwa,2,001000,franka,11.96,24.91
xemb1iiwa,2,001000,franka,8.06,-3.46
xemb1iiwa,2,001000,franka,8.02,-8.31
xemb1iiwa,2,001000,franka,-4.21,9.97
xemb1iiwa,2,001000,franka,7.89,-8.37
xemb1iiwa,2,001000,franka,8.07,-3.57
xemb1iiwa,2,001000,franka,12.23,25.32
xemb1iiwa,2,001000,franka,-4.77,7.7
xemb1iiwa,2,001000,franka,-3.85,10.35
xemb1iiwa,2,001000,franka,1.84,22.81
xemb1iiwa,2,001000,franka,-3.95,9.75
xemb1iiwa,2,001000,franka,7.73,-8.6
xemb1iiwa,2,001000,franka,-4.93,8.07
xemb1iiwa,2,001000,franka,-5.69,5.27
xemb1iiwa,2,001000,franka,-4.09,9.27
xemb1iiwa,2,001000,franka,-2.75,9.48
xemb1iiwa,2,001000,franka,12.13,25.16
xemb1iiwa,2,001000,franka,-5.64,5.22
xemb1iiwa,2,001000,franka,-4.57,7.77
xemb1iiwa,2,001000,franka,-5.92,5.32
xemb1iiwa,2,001000,franka,-5.55,5.77
xemb1iiwa,2,001000,franka,7.93,-8.36
xemb1iiwa,2,001000,franka,7.16,-4.0
xemb1iiwa,2,001000,franka,8.1,-3.7
xemb1iiwa,2,001000,franka,7.43,-3.88
xemb1iiwa,2,001000,franka,-4.22,9.29
xemb1iiwa,2,001000,franka,1.84,23.02
xemb1iiwa,2,001000,franka,2.27,22.94
xemb1iiwa,2,001000,franka,-4.17,9.68
xemb1iiwa,2,001000,franka,-4.65,8.63
xemb1iiwa,2,001000,franka,2.09,22.89
xemb1iiwa,2,001000,franka,3.49,22.71
xemb1iiwa,2,001000,franka,-4.24,9.17
xemb1iiwa,2,001000,franka,7.64,-8.35
xemb1iiwa,2,001000,franka,-3.57,10.56
xemb1iiwa,2,001000,franka,2.13,23.05
xemb1iiwa,2,001000,franka,-5.27,7.57
xemb1iiwa,2,001000,franka,7.24,-3.68
xemb1iiwa,2,001000,franka,-5.24,7.59
xemb1iiwa,2,001000,franka,8.12,-3.69
xemb1iiwa,2,001000,franka,-3.52,10.43
xemb1iiwa,2,001000,franka,3.52,22.73
xemb1iiwa,2,001000,franka,-2.71,9.6
xemb1iiwa,2,001000,franka,-4.14,9.61
xemb1iiwa,2,001000,franka,-2.69,9.63
xemb1iiwa,2,001000,franka,-4.11,9.8
xemb1iiwa,2,001000,franka,-4.3,10.03
xemb1iiwa,2,001000,franka,-4.75,8.47
xemb1iiwa,2,001000,franka,11.2,25.62
xemb1iiwa,2,001000,franka,-2.72,9.57
xemb1iiwa,2,001000,franka,-5.86,5.48
xemb1iiwa,2,001000,franka,-5.27,7.57
xemb1iiwa,2,001000,franka,-4.57,7.8
xemb1iiwa,2,001000,franka,-2.74,9.57
xemb1iiwa,2,001000,franka,-4.89,7.65
xemb1iiwa,2,001000,franka,2.52,22.93
xemb1iiwa,2,001000,franka,11.02,25.45
xemb1iiwa,2,001000,franka,7.65,-8.36
xemb1iiwa,2,001000,franka,11.23,25.48
xemb1iiwa,2,001000,franka,7.9,-8.35
xemb1iiwa,2,001000,franka,7.9,-3.5
xemb1iiwa,2,001000,franka,-4.73,8.72
xemb1iiwa,2,001000,franka,7.84,-8.4
xemb1iiwa,2,001000,franka,1.85,23.06
xemb1iiwa,2,001000,franka,8.06,-3.68
xemb1iiwa,2,001000,franka,8.06,-3.71
xemb1iiwa,2,001000,franka,11.7,25.29
xemb1iiwa,2,001000,franka,7.82,-8.47
xemb1iiwa,2,001000,franka,12.56,25.13
xemb1iiwa,2,001000,franka,-5.8,5.56
xemb1iiwa,2,001000,franka,1.96,23.05
xemb1iiwa,2,001000,franka,1.78,22.87
xemb1iiwa,2,001000,franka,7.22,-3.87
xemb1iiwa,2,001000,franka,-4.23,9.28
xemb1iiwa,2,001000,franka,3.51,22.72
xemb1iiwa,2,001000,franka,-4.52,8.75
xemb1iiwa,2,001000,franka,-2.69,9.61
xemb1iiwa,2,001000,franka,11.97,24.8
xemb1iiwa,2,001000,franka,-4.57,8.5
xemb1iiwa,2,001000,franka,-5.96,5.33
xemb1iiwa,2,001000,franka,8.03,-8.33
xemb1iiwa,2,001000,franka,2.67,22.87
xemb1iiwa,2,001000,franka,-4.38,8.88
xemb1iiwa,2,001000,franka,12.06,25.14
xemb1iiwa,2,001000,franka,12.55,25.13
xemb1iiwa,2,001000,franka,7.85,-3.55
xemb1iiwa,2,001000,franka,12.09,24.96
xemb1iiwa,2,001000,franka,-2.69,9.62
xemb1iiwa,2,001000,franka,-4.41,8.86
xemb1iiwa,2,001000,franka,11.58,25.5
xemb1iiwa,2,001000,franka,2.68,22.87
xemb1iiwa,2,001000,franka,8.01,-3.81
xemb1iiwa,2,001000,franka,11.86,25.21
xemb1iiwa,2,001000,franka,7.34,-3.97
xemb1iiwa,2,001000,franka,-4.59,8.69
xemb1iiwa,2,001000,franka,-5.18,7.58
xemb1iiwa,2,001000,franka,-3.71,10.26
xemb1iiwa,2,001000,franka,11.57,25.54
xemb1iiwa,2,001000,franka,-5.24,5.63
xemb1iiwa,2,001000,franka,-4.9,8.1
xemb1iiwa,2,001000,franka,11.6,25.46
xemb1iiwa,2,001000,franka,11.98,25.42
xemb1iiwa,2,001000,franka,-5.79,5.56
xemb1iiwa,2,001000,franka,-5.58,5.45
xemb1iiwa,2,001000,franka,12.12,25.28
xemb1iiwa,2,001000,franka,-3.75,10.07
xemb1iiwa,2,001000,franka,-4.2,9.36
xemb1iiwa,2,001000,franka,7.78,-8.62
xemb1iiwa,2,001000,franka,12.15,25.11
xemb1iiwa,2,001000,franka,3.53,22.71
xemb1iiwa,2,001000,franka,2.01,23.06
xemb1iiwa,2,001000,franka,-2.68,9.63
xemb1iiwa,2,001000,franka,2.32,22.92
xemb1iiwa,2,001000,franka,7.05,-3.59
xemb1iiwa,2,001000,franka,11.59,25.52
xemb1iiwa,2,001000,franka,12.1,25.29
xemb1iiwa,2,001000,franka,11.62,25.36
xemb1iiwa,2,001000,franka,2.16,22.87
xemb1iiwa,2,001000,franka,11.45,24.97
xemb1iiwa,2,001000,franka,-3.61,10.02
xemb1iiwa,2,001000,franka,-4.76,7.69
xemb1iiwa,2,001000,franka,11.66,25.32
xemb1iiwa,2,001000,franka,-5.94,5.37
xemb1iiwa,2,001000,franka,1.99,22.89
xemb1iiwa,2,001000,franka,-4.21,10.08
xemb1iiwa,2,001000,franka,7.97,-8.35
xemb1iiwa,2,001000,franka,12.38,25.42
xemb1iiwa,2,001000,franka,7.88,-8.43
xemb1iiwa,2,001000,franka,-5.9,5.42
xemb1iiwa,2,001000,franka,-4.9,7.69
xemb1iiwa,2,001000,franka,11.03,25.41
xemb1iiwa,2,001000,franka,7.91,-8.4
xemb1iiwa,2,001000,franka,7.22,-4.05
xemb1iiwa,2,001000,franka,1.95,22.94
xemb1iiwa,2,001000,franka,7.8,-8.48
xemb1iiwa,2,001000,franka,-4.43,8.86
xemb1iiwa,2,001000,franka,11.55,24.97
xemb1iiwa,2,001000,franka,11.98,25.29
xemb1iiwa,2,001000,franka,7.84,-8.47
xemb1iiwa,2,001000,franka,11.98,25.45
xemb1iiwa,2,001000,franka,-5.26,7.58
xemb1iiwa,2,001000,franka,12.19,25.39
