teacher,n_emb,checkpoint,embodiment,umap_x,umap_y
xemb4all,5,001000,franka,16.03,2.53
xemb4all,5,001000,franka,13.68,2.33
xemb4all,5,001000,franka,11.87,-1.05
xemb4all,5,001000,franka,13.28,2.63
xemb4all,5,001000,franka,15.3,2.02
xemb4all,5,001000,franka,12.48,-1.25
xemb4all,5,001000,franka,12.45,-1.18
xemb4all,5,001000,franka,13.33,2.69
xemb4all,5,001000,franka,15.1,2.38
xemb4all,5,001000,franka,12.27,-1.15
xemb4all,5,001000,franka,13.17,2.44
xemb4all,5,001000,franka,14.23,2.28
xemb4all,5,001000,franka,13.6,1.94
xemb4all,5,001000,franka,13.06,2.82
xemb4all,5,001000,franka,17.4,1.2
xemb4all,5,001000,franka,12.66,-1.86
xemb4all,5,001000,franka,12.28,-0.93
xemb4all,5,001000,franka,12.51,-0.59
xemb4all,5,001000,franka,12.71,-2.09
xemb4all,5,001000,franka,12.99,2.52
xemb4all,5,001000,franka,13.64,2.92
xemb4all,5,001000,franka,12.69,2.57
xemb4all,5,001000,franka,13.83,2.29
xemb4all,5,001000,franka,16.94,1.69
xemb4all,5,001000,franka,13.83,2.16
xemb4all,5,001000,franka,17.42,1.1
xemb4all,5,001000,franka,11.71,1.37
xemb4all,5,001000,franka,16.83,1.36
xemb4all,5,001000,franka,13.65,1.91
xemb4all,5,001000,franka,11.6,-0.84
xemb4all,5,001000,franka,13.09,2.71
xemb4all,5,001000,franka,13.08,2.61
xemb4all,5,001000,franka,13.98,2.16
xemb4all,5,001000,franka,15.53,2.61
xemb4all,5,001000,franka,16.81,2.19
xemb4all,5,001000,franka,11.59,-0.8
xemb4all,5,001000,franka,12.02,-0.84
xemb4all,5,001000,franka,15.89,2.47
xemb4all,5,001000,franka,14.26,2.3
xemb4all,5,001000,franka,12.67,-2.09
xemb4all,5,001000,franka,13.17,2.75
xemb4all,5,001000,franka,11.85,-1.11
xemb4all,5,001000,franka,12.1,-0.69
xemb4all,5,001000,franka,16.43,1.87
xemb4all,5,001000,franka,12.45,-0.69
xemb4all,5,001000,franka,11.95,-0.99
xemb4all,5,001000,franka,12.39,-1.75
xemb4all,5,001000,franka,12.46,-1.71
xemb4all,5,001000,franka,12.68,-2.05
xemb4all,5,001000,franka,13.94,2.95
xemb4all,5,001000,franka,13.87,2.19
xemb4all,5,001000,franka,12.11,0.05
xemb4all,5,001000,franka,13.11,2.63
xemb4all,5,001000,franka,11.51,-0.22
xemb4all,5,001000,franka,18.23,0.51
xemb4all,5,001000,franka,16.58,1.66
xemb4all,5,001000,franka,12.57,-1.02
xemb4all,5,001000,franka,15.65,2.79
xemb4all,5,001000,franka,16.0,1.92
xemb4all,5,001000,franka,12.31,-1.21
xemb4all,5,001000,franka,12.53,-2.04
xemb4all,5,001000,franka,12.03,-1.48
xemb4all,5,001000,franka,16.77,1.74
xemb4all,5,001000,franka,16.76,2.36
xemb4all,5,001000,franka,11.48,-0.7
xemb4all,5,001000,franka,16.59,2.77
xemb4all,5,001000,franka,12.63,-2.08
xemb4all,5,001000,franka,15.08,2.02
xemb4all,5,001000,franka,13.03,2.84
xemb4all,5,001000,franka,16.99,1.32
xemb4all,5,001000,franka,14.14,3.06
xemb4all,5,001000,franka,12.4,-1.52
xemb4all,5,001000,franka,13.96,2.3
xemb4all,5,001000,franka,12.47,-1.63
xemb4all,5,001000,franka,11.84,-0.9
xemb4all,5,001000,franka,12.64,-1.77
xemb4all,5,001000,franka,15.91,2.76
xemb4all,5,001000,franka,15.33,1.98
xemb4all,5,001000,franka,11.63,-0.04
xemb4all,5,001000,franka,13.91,2.33
xemb4all,5,001000,franka,11.45,-0.61
xemb4all,5,001000,franka,16.91,1.35
xemb4all,5,001000,franka,13.68,2.03
xemb4all,5,001000,franka,15.8,2.4
xemb4all,5,001000,franka,17.8,1.17
xemb4all,5,001000,franka,12.63,-1.63
xemb4all,5,001000,franka,13.27,2.84
xemb4all,5,001000,franka,14.51,2.35
xemb4all,5,001000,franka,13.27,2.67
xemb4all,5,001000,franka,16.15,2.76
xemb4all,5,001000,franka,13.97,3.12
xemb4all,5,001000,franka,16.66,2.51
xemb4all,5,001000,franka,11.69,-0.93
xemb4all,5,001000,franka,12.11,0.61
xemb4all,5,001000,franka,12.54,-1.77
xemb4all,5,001000,franka,15.59,2.66
xemb4all,5,001000,franka,12.61,-1.59
xemb4all,5,001000,franka,16.42,2.67
xemb4all,5,001000,franka,15.1,2.34
xemb4all,5,001000,franka,17.75,0.78
xemb4all,5,001000,franka,13.24,2.93
xemb4all,5,001000,franka,17.68,1.08
xemb4all,5,001000,franka,17.19,1.2
xemb4all,5,001000,franka,12.82,2.53
xemb4all,5,001000,franka,11.9,-0.52
xemb4all,5,001000,franka,13.39,2.66
xemb4all,5,001000,franka,12.39,-1.9
xemb4all,5,001000,franka,11.93,-0.54
xemb4all,5,001000,franka,12.5,-1.21
xemb4all,5,001000,franka,17.45,0.98
xemb4all,5,001000,franka,11.98,-1.16
xemb4all,5,001000,franka,12.69,-2.15
xemb4all,5,001000,franka,13.0,2.57
xemb4all,5,001000,franka,13.11,2.88
xemb4all,5,001000,franka,13.06,2.77
xemb4all,5,001000,franka,17.07,1.67
xemb4all,5,001000,franka,16.93,1.35
xemb4all,5,001000,franka,15.01,2.07
xemb4all,5,001000,franka,12.36,-1.96
xemb4all,5,001000,franka,12.17,-1.24
xemb4all,5,001000,franka,14.8,2.19
xemb4all,5,001000,franka,13.02,2.75
xemb4all,5,001000,franka,17.27,1.17
xemb4all,5,001000,franka,11.55,-0.63
xemb4all,5,001000,franka,16.07,2.29
xemb4all,5,001000,franka,12.3,-1.85
xemb4all,5,001000,franka,15.97,2.64
xemb4all,5,001000,franka,16.91,2.72
xemb4all,5,001000,franka,12.4,-1.66
xemb4all,5,001000,franka,12.54,-0.35
xemb4all,5,001000,franka,14.93,2.06
xemb4all,5,001000,franka,12.37,-1.64
xemb4all,5,001000,franka,13.29,2.98
xemb4all,5,001000,franka,18.08,0.53
xemb4all,5,001000,franka,17.66,1.08
xemb4all,5,001000,franka,12.09,-1.39
xemb4all,5,001000,franka,15.23,1.96
xemb4all,5,001000,franka,12.39,-2.03
xemb4all,5,001000,franka,12.13,-0.51
xemb4all,5,001000,franka,15.36,2.61
xemb4all,5,001000,franka,15.23,1.96
xemb4all,5,001000,franka,12.27,-1.82
xemb4all,5,001000,franka,16.68,2.4
xemb4all,5,001000,franka,12.19,-0.15
xemb4all,5,001000,franka,14.01,2.33
xemb4all,5,001000,franka,12.2,-1.28
xemb4all,5,001000,franka,16.1,2.23
xemb4all,5,001000,franka,15.0,2.01
xemb4all,5,001000,franka,16.89,1.39
xemb4all,5,001000,franka,12.98,2.66
xemb4all,5,001000,franka,12.72,-2.13
xemb4all,5,001000,franka,17.59,1.18
xemb4all,5,001000,franka,12.67,-2.12
xemb4all,5,001000,franka,11.94,-0.19
xemb4all,5,001000,franka,12.26,-1.77
xemb4all,5,001000,franka,17.17,1.65
xemb4all,5,001000,franka,13.56,2.89
xemb4all,5,001000,franka,12.99,2.77
xemb4all,5,001000,franka,11.7,-0.21
xemb4all,5,001000,franka,12.53,-2.06
xemb4all,5,001000,franka,17.5,1.06
xemb4all,5,001000,franka,12.21,-1.35
xemb4all,5,001000,franka,12.14,-1.3
xemb4all,5,001000,franka,14.4,2.64
xemb4all,5,001000,franka,12.01,-0.69
xemb4all,5,001000,franka,16.72,1.95
xemb4all,5,001000,franka,11.81,-0.92
xemb4all,5,001000,franka,13.8,1.96
xemb4all,5,001000,franka,11.94,-1.41
xemb4all,5,001000,franka,17.77,0.81
xemb4all,5,001000,franka,16.65,2.33
xemb4all,5,001000,franka,12.13,-1.39
xemb4all,5,001000,franka,12.43,-2.05
xemb4all,5,001000,franka,16.06,2.22
xemb4all,5,001000,franka,12.41,-1.89
xemb4all,5,001000,franka,15.61,1.98
xemb4all,5,001000,franka,11.97,-1.07
xemb4all,5,001000,franka,13.66,3.08
xemb4all,5,001000,franka,16.3,2.47
xemb4all,5,001000,franka,12.83,-1.71
xemb4all,5,001000,franka,14.18,2.33
xemb4all,5,001000,franka,12.36,-1.68
xemb4all,5,001000,franka,14.12,2.37
xemb4all,5,001000,franka,13.46,3.2
xemb4all,5,001000,franka,12.04,-1.28
xemb4all,5,001000,franka,14.05,2.31
xemb4all,5,001000,franka,12.95,2.53
xemb4all,5,001000,franka,15.0,2.4
xemb4all,5,001000,franka,11.73,-1.08
xemb4all,5,001000,franka,16.77,1.45
xemb4all,5,001000,franka,13.11,2.88
xemb4all,5,001000,franka,12.97,2.66
xemb4all,5,001000,franka,12.4,-0.24
xemb4all,5,001000,franka,16.94,1.35
xemb4all,5,001000,franka,12.68,-2.13
xemb4all,5,001000,franka,15.76,2.03
xemb4all,5,001000,franka,16.18,2.21
xemb4all,5,001000,franka,13.59,1.94
xemb4all,5,001000,franka,18.03,0.93
xemb4all,5,001000,franka,12.71,-2.12
xemb4all,5,001000,franka,11.88,-1.31
xemb4all,5,001000,franka,13.15,2.85
xemb4all,5,001000,franka,11.69,-0.82
xemb4all,5,001000,franka,14.89,2.1
xemb4all,5,001000,franka,12.73,-2.05
xemb4all,5,001000,franka,15.61,2.69
xemb4all,5,001000,franka,12.76,-1.86
xemb4all,5,001000,franka,12.31,-1.3
xemb4all,5,001000,franka,16.54,2.55
xemb4all,5,001000,franka,12.03,-1.11
xemb4all,5,001000,franka,12.46,-1.88
xemb4all,5,001000,franka,13.65,2.04
xemb4all,5,001000,franka,11.99,-0.49
xemb4all,5,001000,franka,12.59,-1.92
xemb4all,5,001000,franka,12.82,-1.69
xemb4all,5,001000,franka,12.7,-1.82
xemb4all,5,001000,franka,13.79,2.12
xemb4all,5,001000,franka,17.66,1.01
xemb4all,5,001000,franka,13.16,2.85
xemb4all,5,001000,franka,12.39,-0.6
xemb4all,5,001000,franka,11.94,-1.18
xemb4all,5,001000,franka,13.6,1.91
xemb4all,5,001000,franka,15.46,2.73
xemb4all,5,001000,franka,12.43,-2.05
xemb4all,5,001000,franka,17.3,1.26
xemb4all,5,001000,franka,15.73,2.8
xemb4all,5,001000,franka,14.32,3.13
xemb4all,5,001000,franka,12.31,-0.8
xemb4all,5,001000,franka,12.57,-1.19
xemb4all,5,001000,franka,14.28,2.36
xemb4all,5,001000,franka,16.02,2.05
xemb4all,5,001000,franka,15.58,2.76
xemb4all,5,001000,franka,12.39,-0.24
xemb4all,5,001000,franka,15.43,2.32
xemb4all,5,001000,franka,11.51,-0.72
xemb4all,5,001000,franka,12.52,-1.94
xemb4all,5,001000,franka,12.24,-1.72
xemb4all,5,001000,franka,14.49,2.38
xemb4all,5,001000,franka,17.92,0.92
xemb4all,5,001000,franka,16.11,2.63
xemb4all,5,001000,franka,13.0,2.77
xemb4all,5,001000,franka,13.56,2.76
xemb4all,5,001000,franka,12.17,-1.04
xemb4all,5,001000,franka,14.32,2.38
xemb4all,5,001000,franka,13.13,2.65
xemb4all,5,001000,franka,15.01,2.02
xemb4all,5,001000,franka,12.52,-1.96
xemb4all,5,001000,franka,12.69,-2.15
xemb4all,5,001000,franka,17.86,0.69
xemb4all,5,001000,franka,12.56,-1.55
xemb4all,5,001000,franka,13.6,1.92
xemb4all,5,001000,franka,12.13,-1.24
xemb4all,5,001000,franka,11.92,-1.39
xemb4all,5,001000,franka,11.85,-0.18
xemb4all,5,001000,franka,12.43,-0.47
xemb4all,5,001000,franka,15.78,2.76
xemb4all,5,001000,franka,12.36,-1.23
xemb4all,5,001000,franka,11.99,-0.39
xemb4all,5,001000,franka,12.04,-1.6
xemb4all,5,001000,franka,12.07,-1.21
xemb4all,5,001000,franka,13.93,2.42
xemb4all,5,001000,franka,13.6,3.09
xemb4all,5,001000,franka,13.29,2.79
xemb4all,5,001000,franka,13.03,2.57
xemb4all,5,001000,franka,12.69,-2.15
xemb4all,5,001000,franka,17.51,1.05
xemb4all,5,001000,franka,17.14,1.32
xemb4all,5,001000,franka,12.43,-1.1
xemb4all,5,001000,franka,12.4,-1.98
xemb4all,5,001000,franka,16.98,1.31
xemb4all,5,001000,franka,17.56,0.83
xemb4all,5,001000,franka,12.02,-0.51
xemb4all,5,001000,franka,12.53,-0.28
xemb4all,5,001000,franka,12.6,-1.9
xemb4all,5,001000,franka,17.53,0.97
xemb4all,5,001000,franka,11.97,-0.84
xemb4all,5,001000,franka,13.25,2.77
xemb4all,5,001000,franka,12.09,-1.18
xemb4all,5,001000,franka,13.86,3.36
xemb4all,5,001000,franka,12.74,-1.72
xemb4all,5,001000,franka,17.89,0.77
xemb4all,5,001000,franka,12.73,-1.73
xemb4all,5,001000,franka,12.23,-0.75
xemb4all,5,001000,franka,11.64,-0.67
xemb4all,5,001000,franka,12.31,-1.87
xemb4all,5,001000,franka,12.36,-1.88
xemb4all,5,001000,franka,12.26,-1.91
xemb4all,5,001000,franka,15.73,2.67
xemb4all,5,001000,franka,11.59,0.36
xemb4all,5,001000,franka,12.12,-0.71
xemb4all,5,001000,franka,11.91,0.01
xemb4all,5,001000,franka,11.92,-1.09
xemb4all,5,001000,franka,11.45,-0.28
xemb4all,5,001000,franka,12.26,-0.86
xemb4all,5,001000,franka,16.84,1.35
xemb4all,5,001000,franka,16.65,1.72
xemb4all,5,001000,franka,14.02,2.33
xemb4all,5,001000,franka,15.71,2.46
xemb4all,5,001000,franka,13.65,2.26
xemb4all,5,001000,franka,13.96,3.53
xemb4all,5,001000,franka,12.39,-1.76
xemb4all,5,001000,franka,13.82,2.07
xemb4all,5,001000,franka,17.74,1.05
xemb4all,5,001000,franka,13.2,2.4
xemb4all,5,001000,franka,13.44,2.96
xemb4all,5,001000,franka,15.4,2.54
xemb4all,5,001000,franka,14.06,2.22
xemb4all,5,001000,franka,15.65,2.66
xemb4all,5,001000,franka,11.88,-1.21
xemb4all,5,001000,franka,17.21,1.31
xemb4all,5,001000,franka,17.96,0.93
xemb4all,5,001000,franka,12.86,2.63
xemb4all,5,001000,franka,12.4,-1.32
xemb4all,5,001000,franka,17.4,0.98
xemb4all,5,001000,franka,12.48,-2.03
xemb4all,5,001000,franka,11.86,0.24
xemb4all,5,001000,franka,15.91,2.7
xemb4all,5,001000,franka,12.53,-0.93
xemb4all,5,001000,franka,11.69,-1.07
xemb4all,5,001000,franka,14.03,2.39
xemb4all,5,001000,franka,16.73,1.43
xemb4all,5,001000,franka,12.71,-2.11
xemb4all,5,001000,franka,15.67,2.66
xemb4all,5,001000,franka,15.56,2.82
xemb4all,5,001000,franka,13.34,2.74
xemb4all,5,001000,franka,15.82,2.68
xemb4all,5,001000,franka,11.5,0.41
xemb4all,5,001000,franka,12.67,-2.14
xemb4all,5,001000,franka,15.45,2.57
xemb4all,5,001000,franka,15.58,2.16
xemb4all,5,001000,franka,13.21,2.95
xemb4all,5,001000,franka,15.73,2.19
xemb4all,5,001000,franka,12.83,2.65
xemb4all,5,001000,franka,12.49,-2.05
xemb4all,5,001000,franka,11.96,-0.01
xemb4all,5,001000,franka,12.27,-1.15
xemb4all,5,001000,franka,15.38,2.53
xemb4all,5,001000,franka,11.87,-0.86
xemb4all,5,001000,franka,12.26,-1.57
xemb4all,5,001000,franka,16.09,2.0
xemb4all,5,001000,franka,16.32,2.17
xemb4all,5,001000,franka,11.56,0.02
xemb4all,5,001000,franka,11.99,-1.46
xemb4all,5,001000,franka,16.49,2.31
xemb4all,5,001000,franka,12.53,-1.77
xemb4all,5,001000,franka,12.58,-1.28
xemb4all,5,001000,franka,13.58,1.94
xemb4all,5,001000,franka,15.75,2.69
xemb4all,5,001000,franka,17.36,1.13
xemb4all,5,001000,franka,16.92,1.36
xemb4all,5,001000,franka,11.57,0.44
xemb4all,5,001000,franka,17.26,1.29
xemb4all,5,001000,franka,13.9,3.36
xemb4all,5,001000,franka,15.43,2.53
xemb4all,5,001000,franka,15.1,1.98
xemb4all,5,001000,franka,15.49,2.3
xemb4all,5,001000,franka,17.44,1.33
xemb4all,5,001000,franka,16.02,2.54
xemb4all,5,001000,franka,12.89,-1.69
xemb4all,5,001000,franka,12.51,-1.53
xemb4all,5,001000,franka,15.38,2.55
xemb4all,5,001000,franka,12.04,-1.47
xemb4all,5,001000,franka,18.09,0.89
xemb4all,5,001000,franka,12.23,-0.89
xemb4all,5,001000,franka,13.72,1.99
xemb4all,5,001000,franka,13.6,2.79
xemb4all,5,001000,franka,14.4,2.39
xemb4all,5,001000,franka,12.0,-0.46
xemb4all,5,001000,franka,12.07,0.08
xemb4all,5,001000,franka,16.48,1.68
xemb4all,5,001000,franka,14.17,2.33
xemb4all,5,001000,franka,13.92,3.26
xemb4all,5,001000,franka,17.19,1.46
xemb4all,5,001000,franka,13.72,2.1
xemb4all,5,001000,franka,12.35,-1.89
xemb4all,5,001000,franka,15.74,2.77
xemb4all,5,001000,franka,15.81,2.41
xemb4all,5,001000,franka,14.31,2.4
xemb4all,5,001000,franka,16.35,2.46
xemb4all,5,001000,franka,12.13,-1.07
xemb4all,5,001000,franka,15.97,1.84
xemb4all,5,001000,franka,12.31,-1.56
xemb4all,5,001000,franka,16.8,1.56
xemb4all,5,001000,franka,15.45,2.64
xemb4all,5,001000,franka,15.45,2.83
xemb4all,5,001000,franka,11.55,-0.8
xemb4all,5,001000,franka,12.2,-0.7
xemb4all,5,001000,franka,13.06,2.56
xemb4all,5,001000,franka,12.07,-1.63
xemb4all,5,001000,franka,11.98,-1.03
xemb4all,5,001000,franka,13.96,2.35
xemb4all,5,001000,franka,13.66,1.98
xemb4all,5,001000,franka,17.71,1.07
xemb4all,5,001000,franka,17.04,1.4
xemb4all,5,001000,franka,15.83,2.52
xemb4all,5,001000,franka,12.38,-1.22
xemb4all,5,001000,franka,11.97,-0.02
xemb4all,5,001000,franka,12.39,-0.88
xemb4all,5,001000,franka,11.96,-1.34
xemb4all,5,001000,franka,17.7,0.8
xemb4all,5,001000,franka,16.03,2.74
xemb4all,5,001000,franka,12.57,-1.12
xemb4all,5,001000,franka,15.79,2.73
xemb4all,5,001000,franka,13.21,2.96
xemb4all,5,001000,franka,15.37,2.54
xemb4all,5,001000,franka,13.18,2.83
xemb4all,5,001000,franka,15.68,2.79
xemb4all,5,001000,franka,12.36,-1.8
xemb4all,5,001000,franka,14.32,2.38
xemb4all,5,001000,franka,12.4,-1.74
xemb4all,5,001000,franka,12.32,-1.0
xemb4all,5,001000,franka,12.11,-1.37
xemb4all,5,001000,franka,11.3,0.3
xemb4all,5,001000,franka,17.35,1.25
xemb4all,5,001000,franka,12.49,-0.93
xemb4all,5,001000,franka,12.33,-1.65
xemb4all,5,001000,franka,11.93,-1.1
xemb4all,5,001000,franka,12.4,-1.92
xemb4all,5,001000,franka,15.46,2.47
xemb4all,5,001000,franka,11.53,-0.17
xemb4all,5,001000,franka,14.11,2.11
xemb4all,5,001000,franka,14.19,2.26
xemb4all,5,001000,franka,16.65,2.44
xemb4all,5,001000,franka,12.66,-2.15
xemb4all,5,001000,franka,13.64,3.02
xemb4all,5,001000,franka,12.4,-1.7
xemb4all,5,001000,franka,17.24,1.44
xemb4all,5,001000,franka,12.03,-1.21
xemb4all,5,001000,franka,16.26,1.89
xemb4all,5,001000,franka,11.45,-0.58
xemb4all,5,001000,franka,12.6,-2.0
xemb4all,5,001000,franka,12.17,-1.08
xemb4all,5,001000,franka,12.39,-1.63
xemb4all,5,001000,franka,15.41,1.93
xemb4all,5,001000,franka,17.67,1.07
xemb4all,5,001000,franka,11.51,-0.54
xemb4all,5,001000,franka,15.68,1.82
xemb4all,5,001000,franka,14.35,2.37
xemb4all,5,001000,franka,17.48,0.9
xemb4all,5,001000,franka,17.28,1.42
xemb4all,5,001000,franka,12.55,-1.79
xemb4all,5,001000,franka,17.99,0.72
xemb4all,5,001000,franka,12.46,-1.16
xemb4all,5,001000,franka,12.54,-2.15
xemb4all,5,001000,franka,13.27,2.69
xemb4all,5,001000,franka,16.24,2.85
xemb4all,5,001000,franka,15.26,2.0
xemb4all,5,001000,franka,16.63,2.43
xemb4all,5,001000,franka,14.44,2.29
xemb4all,5,001000,franka,12.5,-1.19
xemb4all,5,001000,franka,15.56,1.87
xemb4all,5,001000,franka,14.39,2.38
xemb4all,5,001000,franka,17.68,1.13
xemb4all,5,001000,franka,13.55,2.87
xemb4all,5,001000,franka,15.59,2.29
xemb4all,5,001000,franka,12.4,-1.77
xemb4all,5,001000,franka,16.29,1.94
xemb4all,5,001000,franka,13.17,2.76
xemb4all,5,001000,franka,12.31,-1.9
xemb4all,5,001000,franka,15.6,2.11
xemb4all,5,001000,franka,12.35,-0.72
xemb4all,5,001000,franka,12.81,2.56
xemb4all,5,001000,franka,12.35,-1.28
xemb4all,5,001000,franka,12.66,-2.1
xemb4all,5,001000,franka,12.6,-0.6
xemb4all,5,001000,franka,14.96,2.01
xemb4all,5,001000,franka,12.07,-1.35
xemb4all,5,001000,franka,11.72,-0.19
xemb4all,5,001000,franka,13.46,1.95
xemb4all,5,001000,franka,12.48,-1.89
xemb4all,5,001000,franka,13.4,2.9
xemb4all,5,001000,franka,11.8,-1.13
xemb4all,5,001000,franka,13.52,1.93
xemb4all,5,001000,franka,17.87,0.68
xemb4all,5,001000,franka,12.78,2.55
xemb4all,5,001000,franka,16.89,1.36
xemb4all,5,001000,franka,12.34,-1.54
xemb4all,5,001000,franka,12.59,-1.18
xemb4all,5,001000,franka,16.69,2.32
xemb4all,5,001000,franka,16.92,2.58
xemb4all,5,001000,franka,15.91,2.58
xemb4all,5,001000,franka,15.36,2.64
xemb4all,5,001000,franka,16.39,2.28
xemb4all,5,001000,franka,15.44,2.66
xemb4all,5,001000,franka,12.49,-1.3
xemb4all,5,001000,franka,11.75,-0.82
xemb4all,5,001000,franka,11.53,-0.77
xemb4all,5,001000,franka,15.74,2.79
xemb4all,5,001000,franka,12.03,-1.53
xemb4all,5,001000,franka,12.47,-1.56
xemb4all,5,001000,franka,12.69,-1.73
xemb4all,5,001000,franka,15.77,2.51
xemb4all,5,001000,franka,17.42,1.18
xemb4all,5,001000,franka,15.68,2.67
xemb4all,5,001000,franka,12.51,-1.86
xemb4all,5,001000,franka,12.07,-0.95
xemb4all,5,001000,franka,12.73,-1.0
xemb4all,5,001000,franka,16.63,2.32
xemb4all,5,001000,franka,14.13,2.18
xemb4all,5,001000,franka,17.78,1.11
xemb4all,5,001000,franka,12.49,-1.88
xemb4all,5,001000,franka,17.5,1.04
xemb4all,5,001000,franka,12.29,-1.84
xemb4all,5,001000,franka,13.14,2.71
xemb4all,5,001000,franka,12.53,-1.69
xemb4all,5,001000,franka,12.32,-0.3
xemb4all,5,001000,franka,12.37,-1.73
xemb4all,5,001000,franka,12.91,-1.6
xemb4all,5,001000,franka,11.1,0.03
xemb4all,5,001000,franka,14.16,2.21
xemb4all,5,001000,franka,12.2,-1.71
xemb4all,5,001000,franka,12.43,-1.54
xemb4all,5,001000,franka,12.22,-1.12
xemb4all,5,001000,franka,17.53,0.92
xemb4all,5,001000,franka,15.71,2.49
xemb4all,5,001000,franka,14.26,2.43
xemb4all,5,001000,franka,14.45,3.14
xemb4all,5,001000,franka,15.52,2.0
xemb4all,5,001000,franka,12.89,-1.65
xemb4all,5,001000,franka,17.55,1.08
xemb4all,5,001000,franka,11.97,-0.99
xemb4all,5,001000,franka,13.09,2.59
xemb4all,5,001000,franka,12.17,-1.29
xemb4all,5,001000,franka,13.06,2.57
xemb4all,5,001000,franka,15.77,2.02
xemb4all,5,001000,franka,12.46,-0.98
xemb4all,5,001000,franka,13.57,2.62
xemb4all,5,001000,franka,17.0,2.77
xemb4all,5,001000,franka,13.06,2.84
xemb4all,5,001000,franka,12.72,-1.76
xemb4all,5,001000,franka,12.53,-0.77
xemb4all,5,001000,franka,11.43,-0.38
xemb4all,5,001000,franka,12.34,-1.07
xemb4all,5,001000,franka,15.88,2.01
xemb4all,5,001000,franka,13.39,2.84
xemb4all,5,001000,franka,12.77,2.55
xemb4all,5,001000,franka,17.73,0.84
xemb4all,5,001000,franka,17.18,1.33
xemb4all,5,001000,franka,11.85,-0.72
xemb4all,5,001000,franka,16.42,2.66
xemb4all,5,001000,franka,11.99,-1.36
xemb4all,5,001000,franka,15.85,2.57
xemb4all,5,001000,franka,16.96,1.32
xemb4all,5,001000,franka,12.38,-1.15
xemb4all,5,001000,franka,15.38,2.54
xemb4all,5,001000,franka,12.37,-0.97
xemb4all,5,001000,franka,12.27,-1.78
xemb4all,5,001000,franka,17.42,1.11
xemb4all,5,001000,franka,12.45,-1.15
xemb4all,5,001000,franka,15.85,2.47
xemb4all,5,001000,franka,15.15,2.31
xemb4all,5,001000,franka,16.69,2.45
xemb4all,5,001000,franka,15.42,2.3
xemb4all,5,001000,franka,12.05,-1.5
xemb4all,5,001000,franka,17.08,2.58
xemb4all,5,001000,franka,15.68,2.64
xemb4all,5,001000,franka,17.33,1.13
xemb4all,5,001000,franka,13.97,2.29
xemb4all,5,001000,franka,13.82,2.18
xemb4all,5,001000,franka,13.41,2.88
xemb4all,5,001000,franka,16.46,2.56
xemb4all,5,001000,franka,16.98,2.33
xemb4all,5,001000,franka,11.89,0.0
xemb4all,5,001000,franka,16.24,2.48
xemb4all,5,001000,franka,15.46,2.32
xemb4all,5,001000,franka,16.01,2.71
xemb4all,5,001000,franka,16.47,1.76
xemb4all,5,001000,franka,11.88,0.01
xemb4all,5,001000,franka,12.39,-1.72
xemb4all,5,001000,franka,17.48,1.08
xemb4all,5,001000,franka,13.08,2.61
xemb4all,5,001000,franka,15.32,2.27
xemb4all,5,001000,franka,16.89,1.48
xemb4all,5,001000,franka,16.08,2.51
xemb4all,5,001000,franka,13.34,2.68
xemb4all,5,001000,franka,12.48,-1.83
xemb4all,5,001000,franka,17.07,1.34
xemb4all,5,001000,franka,12.37,-1.62
xemb4all,5,001000,franka,11.91,-0.56
xemb4all,5,001000,franka,11.99,-0.39
xemb4all,5,001000,franka,16.33,2.65
xemb4all,5,001000,franka,16.56,2.03
xemb4all,5,001000,franka,16.42,2.11
xemb4all,5,001000,franka,11.98,-1.27
xemb4all,5,001000,franka,12.25,-0.87
xemb4all,5,001000,franka,13.52,2.94
xemb4all,5,001000,franka,15.79,2.4
xemb4all,5,001000,franka,16.07,2.31
xemb4all,5,001000,franka,14.27,2.35
xemb4all,5,001000,franka,12.55,-1.82
xemb4all,5,001000,franka,16.02,2.52
xemb4all,5,001000,franka,17.16,1.78
xemb4all,5,001000,franka,13.58,1.91
xemb4all,5,001000,franka,17.83,1.22
xemb4all,5,001000,franka,12.4,-0.22
xemb4all,5,001000,franka,17.39,1.09
xemb4all,5,001000,franka,11.7,-0.56
xemb4all,5,001000,franka,18.07,0.92
xemb4all,5,001000,franka,17.72,1.12
xemb4all,5,001000,franka,12.31,-1.29
xemb4all,5,001000,franka,13.99,2.23
xemb4all,5,001000,franka,15.43,2.83
xemb4all,5,001000,franka,12.4,-1.87
xemb4all,5,001000,franka,12.36,-1.93
xemb4all,5,001000,franka,12.11,-1.1
xemb4all,5,001000,franka,12.64,-1.67
xemb4all,5,001000,franka,15.67,2.79
xemb4all,5,001000,franka,12.63,-0.75
xemb4all,5,001000,franka,12.51,-1.01
xemb4all,5,001000,franka,12.15,-1.19
xemb4all,5,001000,franka,17.84,0.71
xemb4all,5,001000,franka,11.77,-0.41
xemb4all,5,001000,franka,15.18,1.98
xemb4all,5,001000,franka,12.57,-1.83
xemb4all,5,001000,franka,11.85,0.33
xemb4all,5,001000,franka,14.25,2.26
xemb4all,5,001000,franka,12.03,-1.61
xemb4all,5,001000,franka,12.2,-1.77
xemb4all,5,001000,franka,12.56,-1.95
xemb4all,5,001000,franka,12.59,-0.97
xemb4all,5,001000,franka,12.82,2.6
xemb4all,5,001000,franka,14.92,2.08
xemb4all,5,001000,franka,12.41,-1.75
